entityID,entityType,entityCreated,entityPreferredName
1df9727c-dde9-498a-824e-cc4f19436117,DigitalEntity,2022-09-09T10:42:25Z,mica-management-of-invasive-coypu-and-muskrat-in-europe-20220909104225
digital_entity_id_1,DigitalEntity,,camtraptor
07840dcc-0d99-4ab4-973b-7e4a8e20b56d,DigitalEntity,2020-05-30T04:57:37+02:00,20200709093328-RCNX0001.JPG
401386c7-cc7a-46e5-9160-48c6158624a3,DigitalEntity,2020-05-30T04:57:40+02:00,20200709093328-RCNX0002.JPG
ca3ff293-89a4-425d-a853-5572837c5b83,DigitalEntity,2020-05-30T04:57:40+02:00,20200709093328-RCNX0003.JPG
e8b8e44c-491c-45d2-8928-aa5996c07584,DigitalEntity,2020-05-30T04:57:41+02:00,20200709093328-RCNX0004.JPG
b8690a15-652a-4f08-9562-1797671410b8,DigitalEntity,2020-05-30T04:57:41+02:00,20200709093328-RCNX0005.JPG
64734615-ccaf-4c48-b63e-d7b07bdc6d39,DigitalEntity,2020-05-30T04:57:42+02:00,20200709093329-RCNX0006.JPG
12ce5004-9427-41ff-bcba-99b09c716e81,DigitalEntity,2020-05-30T04:57:43+02:00,20200709093330-RCNX0007.JPG
f372acaf-1d46-4244-8edf-5f804da1e092,DigitalEntity,2020-05-30T04:57:43+02:00,20200709093330-RCNX0008.JPG
97140835-6245-4adb-b84d-af09045389cf,DigitalEntity,2020-05-30T04:57:44+02:00,20200709093330-RCNX0009.JPG
d1326349-76fd-4e83-a20c-a7994e4c0da2,DigitalEntity,2020-05-30T04:57:44+02:00,20200709093330-RCNX0010.JPG
017e3d07-3e6c-45a2-adbd-e7308c74f656,DigitalEntity,2020-05-31T06:05:10+02:00,20200709093330-RCNX0011.JPG
e82ea167-73a2-4cd3-a819-9d94a206a75f,DigitalEntity,2020-05-31T06:05:11+02:00,20200709093331-RCNX0012.JPG
8aab9351-ccf3-499a-bf1a-8f98a3957b0f,DigitalEntity,2020-05-31T06:05:11+02:00,20200709093332-RCNX0013.JPG
dd543fc8-8bf8-4a85-a026-1469367cb7f8,DigitalEntity,2020-05-31T06:05:12+02:00,20200709093332-RCNX0014.JPG
6affb228-efd9-4327-acbf-fdc5cf8c8816,DigitalEntity,2020-05-31T06:05:13+02:00,20200709093332-RCNX0015.JPG
ef3afb3b-b922-4347-ad0d-125c20c3d822,DigitalEntity,2020-05-31T06:05:13+02:00,20200709093332-RCNX0016.JPG
29aef5c3-20a6-4701-9027-8b04c620cda0,DigitalEntity,2020-05-31T06:05:14+02:00,20200709093333-RCNX0017.JPG
200e99c0-692e-46f2-aa44-7f7dc599757a,DigitalEntity,2020-05-31T06:05:14+02:00,20200709093333-RCNX0018.JPG
