subjectAgentID,relationshipTo,objectAgentID
https://orcid.org/0000-0003-0272-9180,parent organization,1cd669d0-80ea-11de-a9d0-f1765f95f18b
https://orcid.org/0000-0002-8442-8025,parent organization,1cd669d0-80ea-11de-a9d0-f1765f95f18b
