digitalEntityID,digitalEntityType,collectionID,accessURI,format,WebStatement,license
bdd7481f-b49b-4847-9799-1db990b76dd9,StillImage,,https://multimedia.agouti.eu/assets/bdd7481f-b49b-4847-9799-1db990b76dd9/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
c459b1f0-390b-41d0-9380-2eddb2f82f7b,StillImage,,https://multimedia.agouti.eu/assets/c459b1f0-390b-41d0-9380-2eddb2f82f7b/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
dbf41369-46b8-4b48-a253-67537f5245f5,StillImage,,https://multimedia.agouti.eu/assets/dbf41369-46b8-4b48-a253-67537f5245f5/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
bdfc4e2d-ee5c-413d-8d86-5b5a2ebc6e28,StillImage,,https://multimedia.agouti.eu/assets/bdfc4e2d-ee5c-413d-8d86-5b5a2ebc6e28/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
7a1ac372-9cc4-4ca6-8939-69a9ac7ae028,StillImage,,https://multimedia.agouti.eu/assets/7a1ac372-9cc4-4ca6-8939-69a9ac7ae028/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
6528fd34-2d9d-4d58-af5c-04877db1599b,StillImage,,https://multimedia.agouti.eu/assets/6528fd34-2d9d-4d58-af5c-04877db1599b/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
dafafac8-d3dd-468b-93f1-34837d13ee88,StillImage,,https://multimedia.agouti.eu/assets/dafafac8-d3dd-468b-93f1-34837d13ee88/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
45ddded1-efeb-4d11-b948-bcfa46cb5c06,StillImage,,https://multimedia.agouti.eu/assets/45ddded1-efeb-4d11-b948-bcfa46cb5c06/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
998bdc6a-6655-4d36-af11-215bbf54b4db,StillImage,,https://multimedia.agouti.eu/assets/998bdc6a-6655-4d36-af11-215bbf54b4db/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
3348ffed-1ddb-4e90-95fa-af2a140f3c6a,StillImage,,https://multimedia.agouti.eu/assets/3348ffed-1ddb-4e90-95fa-af2a140f3c6a/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
4d6cd9b6-2505-4a4d-b8f9-b00f8033eb8a,StillImage,,https://multimedia.agouti.eu/assets/4d6cd9b6-2505-4a4d-b8f9-b00f8033eb8a/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
de1a05d2-7a5f-4d01-9fe2-a302d41f09ee,StillImage,,https://multimedia.agouti.eu/assets/de1a05d2-7a5f-4d01-9fe2-a302d41f09ee/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d7841986-8a59-4a70-b476-ea8e1001a581,StillImage,,https://multimedia.agouti.eu/assets/d7841986-8a59-4a70-b476-ea8e1001a581/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
9447bae7-66fe-400c-8e90-8b8f0e30f3e3,StillImage,,https://multimedia.agouti.eu/assets/9447bae7-66fe-400c-8e90-8b8f0e30f3e3/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
33b63cf8-ef7d-4357-8c58-9375415fe27d,StillImage,,https://multimedia.agouti.eu/assets/33b63cf8-ef7d-4357-8c58-9375415fe27d/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
c07290d8-a82e-40ed-a2f7-9ffbf8791100,StillImage,,https://multimedia.agouti.eu/assets/c07290d8-a82e-40ed-a2f7-9ffbf8791100/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
8e7f37f4-5717-47a2-b050-ef7879880fd5,StillImage,,https://multimedia.agouti.eu/assets/8e7f37f4-5717-47a2-b050-ef7879880fd5/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
1f1217b7-cf4d-42aa-92c8-ace42ffc1d8f,StillImage,,https://multimedia.agouti.eu/assets/1f1217b7-cf4d-42aa-92c8-ace42ffc1d8f/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
1640ad29-e2cb-43cc-8cd6-c1ef2ffaadd7,StillImage,,https://multimedia.agouti.eu/assets/1640ad29-e2cb-43cc-8cd6-c1ef2ffaadd7/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
f633bdc2-745a-46bd-975c-b7ba563dd26d,StillImage,,https://multimedia.agouti.eu/assets/f633bdc2-745a-46bd-975c-b7ba563dd26d/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
209dc64d-d1c7-4649-b8a2-9e09654022d8,StillImage,,https://multimedia.agouti.eu/assets/209dc64d-d1c7-4649-b8a2-9e09654022d8/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
87cb0fcb-1530-47ca-87f2-4d64573dec80,StillImage,,https://multimedia.agouti.eu/assets/87cb0fcb-1530-47ca-87f2-4d64573dec80/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
3868adcc-7460-461d-abad-f5da0f8903ab,StillImage,,https://multimedia.agouti.eu/assets/3868adcc-7460-461d-abad-f5da0f8903ab/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
690535a6-6625-4d05-8732-d7a59e9f91ea,StillImage,,https://multimedia.agouti.eu/assets/690535a6-6625-4d05-8732-d7a59e9f91ea/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b6fa4933-572b-42ee-b76d-0e7c45337c73,StillImage,,https://multimedia.agouti.eu/assets/b6fa4933-572b-42ee-b76d-0e7c45337c73/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
f418bc6c-0b8e-4d6a-a00e-3b74b562e2d1,StillImage,,https://multimedia.agouti.eu/assets/f418bc6c-0b8e-4d6a-a00e-3b74b562e2d1/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
6f8b7649-0964-490f-ac94-d4297bda9156,StillImage,,https://multimedia.agouti.eu/assets/6f8b7649-0964-490f-ac94-d4297bda9156/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b14ddd01-88cc-4275-8c14-cad2d604d52e,StillImage,,https://multimedia.agouti.eu/assets/b14ddd01-88cc-4275-8c14-cad2d604d52e/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d9ece6b1-a9e4-4e57-891c-66400c95a31f,StillImage,,https://multimedia.agouti.eu/assets/d9ece6b1-a9e4-4e57-891c-66400c95a31f/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
82d92d53-0a39-4d5d-9bac-ee9658d04d15,StillImage,,https://multimedia.agouti.eu/assets/82d92d53-0a39-4d5d-9bac-ee9658d04d15/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
c809222e-ef7a-4501-a968-30e808837b9e,StillImage,,https://multimedia.agouti.eu/assets/c809222e-ef7a-4501-a968-30e808837b9e/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d764dd29-fbc9-40ac-8164-15e68330b981,StillImage,,https://multimedia.agouti.eu/assets/d764dd29-fbc9-40ac-8164-15e68330b981/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
930275a5-b0f3-4a17-9b7a-e08b155cb664,StillImage,,https://multimedia.agouti.eu/assets/930275a5-b0f3-4a17-9b7a-e08b155cb664/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b090ecb5-f02c-4fe8-960c-6164c2414b12,StillImage,,https://multimedia.agouti.eu/assets/b090ecb5-f02c-4fe8-960c-6164c2414b12/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
44122af3-7aa9-4ecc-adf8-052754c9bad7,StillImage,,https://multimedia.agouti.eu/assets/44122af3-7aa9-4ecc-adf8-052754c9bad7/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
35c804f5-b733-473c-b892-cbcaa3756329,StillImage,,https://multimedia.agouti.eu/assets/35c804f5-b733-473c-b892-cbcaa3756329/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
e43ed570-1af7-456d-845a-ff1bca289952,StillImage,,https://multimedia.agouti.eu/assets/e43ed570-1af7-456d-845a-ff1bca289952/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
89bb0355-5a00-4e20-815b-454855f9b8cc,StillImage,,https://multimedia.agouti.eu/assets/89bb0355-5a00-4e20-815b-454855f9b8cc/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
6aa925c4-7877-4e71-822b-d0a8da1ba1e6,StillImage,,https://multimedia.agouti.eu/assets/6aa925c4-7877-4e71-822b-d0a8da1ba1e6/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
131f5288-54d7-4e60-837c-f6a3d3ff02c0,StillImage,,https://multimedia.agouti.eu/assets/131f5288-54d7-4e60-837c-f6a3d3ff02c0/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
a4c9b59d-c382-40e0-9042-3406cfb5253f,StillImage,,https://multimedia.agouti.eu/assets/a4c9b59d-c382-40e0-9042-3406cfb5253f/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d3494c50-c34a-4c55-8031-e07ece336b8e,StillImage,,https://multimedia.agouti.eu/assets/d3494c50-c34a-4c55-8031-e07ece336b8e/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
0b0dc7b2-65bf-4f21-a358-b5867f92581c,StillImage,,https://multimedia.agouti.eu/assets/0b0dc7b2-65bf-4f21-a358-b5867f92581c/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
90e03429-3f43-40a9-bc6e-39c6e6eaf754,StillImage,,https://multimedia.agouti.eu/assets/90e03429-3f43-40a9-bc6e-39c6e6eaf754/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
a0a65a78-c8e2-4bfe-9eb3-9c2c164f2526,StillImage,,https://multimedia.agouti.eu/assets/a0a65a78-c8e2-4bfe-9eb3-9c2c164f2526/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
9c1a5f4a-8c21-48bb-b3b9-7a27284969db,StillImage,,https://multimedia.agouti.eu/assets/9c1a5f4a-8c21-48bb-b3b9-7a27284969db/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
a33837bf-46c3-415b-9982-50f838f2a0dd,StillImage,,https://multimedia.agouti.eu/assets/a33837bf-46c3-415b-9982-50f838f2a0dd/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
a4c90844-bf4e-4bb4-8c60-a3b560a45800,StillImage,,https://multimedia.agouti.eu/assets/a4c90844-bf4e-4bb4-8c60-a3b560a45800/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c,StillImage,,https://multimedia.agouti.eu/assets/b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
9c4b83d9-711a-43eb-9f40-f894cf470fe1,StillImage,,https://multimedia.agouti.eu/assets/9c4b83d9-711a-43eb-9f40-f894cf470fe1/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
7e4de13b-c589-4b28-b2fb-389e9916ce86,StillImage,,https://multimedia.agouti.eu/assets/7e4de13b-c589-4b28-b2fb-389e9916ce86/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
72366a31-2632-4f2b-b059-b5e5f23358e7,StillImage,,https://multimedia.agouti.eu/assets/72366a31-2632-4f2b-b059-b5e5f23358e7/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
a55b821f-da11-41bb-9088-d4474ddd8d4c,StillImage,,https://multimedia.agouti.eu/assets/a55b821f-da11-41bb-9088-d4474ddd8d4c/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
28290b2c-f57c-4d0a-bcd0-c3215c889079,StillImage,,https://multimedia.agouti.eu/assets/28290b2c-f57c-4d0a-bcd0-c3215c889079/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
53446511-3818-409a-8636-cf8fb16794a0,StillImage,,https://multimedia.agouti.eu/assets/53446511-3818-409a-8636-cf8fb16794a0/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
7d3e106e-c9e6-4422-868c-644b095ccff7,StillImage,,https://multimedia.agouti.eu/assets/7d3e106e-c9e6-4422-868c-644b095ccff7/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b1e03fbb-3b83-40d4-bc5b-5d3f796da851,StillImage,,https://multimedia.agouti.eu/assets/b1e03fbb-3b83-40d4-bc5b-5d3f796da851/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
f69cf443-6d8c-4e3b-a58a-f51bbdf84685,StillImage,,https://multimedia.agouti.eu/assets/f69cf443-6d8c-4e3b-a58a-f51bbdf84685/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
235078cc-1b44-4da3-b260-3faccb37c2ca,StillImage,,https://multimedia.agouti.eu/assets/235078cc-1b44-4da3-b260-3faccb37c2ca/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
8b8ba813-1ad5-4944-8c0a-96c82f6fb36f,StillImage,,https://multimedia.agouti.eu/assets/8b8ba813-1ad5-4944-8c0a-96c82f6fb36f/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b5e07538-091b-4c16-a553-d9e50ab0e1eb,StillImage,,https://multimedia.agouti.eu/assets/b5e07538-091b-4c16-a553-d9e50ab0e1eb/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
f38e18d4-7f59-4ad4-befe-2e10d5467f25,StillImage,,https://multimedia.agouti.eu/assets/f38e18d4-7f59-4ad4-befe-2e10d5467f25/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
67aecf0d-3558-4482-86fb-c9fd72ef4e31,StillImage,,https://multimedia.agouti.eu/assets/67aecf0d-3558-4482-86fb-c9fd72ef4e31/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
fc05b93d-f9bd-4e8a-86f4-948a47909a08,StillImage,,https://multimedia.agouti.eu/assets/fc05b93d-f9bd-4e8a-86f4-948a47909a08/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
46ee4572-7020-463e-bbe0-86163f387114,StillImage,,https://multimedia.agouti.eu/assets/46ee4572-7020-463e-bbe0-86163f387114/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
2840949c-5db5-4975-8df5-6b71aa626562,StillImage,,https://multimedia.agouti.eu/assets/2840949c-5db5-4975-8df5-6b71aa626562/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
e68deaed-a64e-4999-87a3-9aa0edf5970d,StillImage,,https://multimedia.agouti.eu/assets/e68deaed-a64e-4999-87a3-9aa0edf5970d/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
c5efbcb3-34f5-4a59-bc15-034e01b05475,StillImage,,https://multimedia.agouti.eu/assets/c5efbcb3-34f5-4a59-bc15-034e01b05475/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
07eee194-85c7-4586-96be-7b42ff6f1132,StillImage,,https://multimedia.agouti.eu/assets/07eee194-85c7-4586-96be-7b42ff6f1132/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
479a93c4-bc70-4e91-9ab5-b058df232ed0,StillImage,,https://multimedia.agouti.eu/assets/479a93c4-bc70-4e91-9ab5-b058df232ed0/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
6d65f3e4-4770-407b-b2bf-878983bf9872,StillImage,,https://multimedia.agouti.eu/assets/6d65f3e4-4770-407b-b2bf-878983bf9872/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
5ba57018-fd06-4319-bc80-ba6efa076c7c,StillImage,,https://multimedia.agouti.eu/assets/5ba57018-fd06-4319-bc80-ba6efa076c7c/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
c39a0749-b8db-4853-81c4-32b9a99868ca,StillImage,,https://multimedia.agouti.eu/assets/c39a0749-b8db-4853-81c4-32b9a99868ca/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d2ed4389-14e6-45d7-b67d-b52d3cffd0fb,StillImage,,https://multimedia.agouti.eu/assets/d2ed4389-14e6-45d7-b67d-b52d3cffd0fb/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
51549c25-e565-4ece-a26e-12442ccc3fcb,StillImage,,https://multimedia.agouti.eu/assets/51549c25-e565-4ece-a26e-12442ccc3fcb/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b78bb29f-fbf3-49b0-911b-ca4e5a95d801,StillImage,,https://multimedia.agouti.eu/assets/b78bb29f-fbf3-49b0-911b-ca4e5a95d801/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d6785b65-24fa-4663-8539-e5fb261d069d,StillImage,,https://multimedia.agouti.eu/assets/d6785b65-24fa-4663-8539-e5fb261d069d/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
2b860458-742b-4fca-937c-2a27742dccb0,StillImage,,https://multimedia.agouti.eu/assets/2b860458-742b-4fca-937c-2a27742dccb0/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
d45648b9-76d1-4500-898c-dd3c3f31a0b8,StillImage,,https://multimedia.agouti.eu/assets/d45648b9-76d1-4500-898c-dd3c3f31a0b8/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
eecd8ce1-2b13-49b7-bcec-c0056848aa62,StillImage,,https://multimedia.agouti.eu/assets/eecd8ce1-2b13-49b7-bcec-c0056848aa62/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f,StillImage,,https://multimedia.agouti.eu/assets/48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
4afd0344-3cec-4942-987b-96b69da75e6b,StillImage,,https://multimedia.agouti.eu/assets/4afd0344-3cec-4942-987b-96b69da75e6b/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
916964ac-6389-4d06-8853-2eac6c36d8e7,StillImage,,https://multimedia.agouti.eu/assets/916964ac-6389-4d06-8853-2eac6c36d8e7/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
3e8e355a-6253-4a5f-a950-2f934821b7f7,StillImage,,https://multimedia.agouti.eu/assets/3e8e355a-6253-4a5f-a950-2f934821b7f7/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
b7792672-6a31-484a-a97b-e19e34657021,StillImage,,https://multimedia.agouti.eu/assets/b7792672-6a31-484a-a97b-e19e34657021/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
1683dd3b-7791-493a-84c6-1bb50541fd97,StillImage,,https://multimedia.agouti.eu/assets/1683dd3b-7791-493a-84c6-1bb50541fd97/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
e6c63f88-a31f-4f06-9410-3213baed08ab,StillImage,,https://multimedia.agouti.eu/assets/e6c63f88-a31f-4f06-9410-3213baed08ab/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
91a1ba54-5e19-4f18-88f8-8dd0dd3ef836,StillImage,,https://multimedia.agouti.eu/assets/91a1ba54-5e19-4f18-88f8-8dd0dd3ef836/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
233a2f40-b0c5-4b93-90e4-e254d2e148f5,StillImage,,https://multimedia.agouti.eu/assets/233a2f40-b0c5-4b93-90e4-e254d2e148f5/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
5e01e638-d36f-4ca2-957d-7bbdc76dcc89,StillImage,,https://multimedia.agouti.eu/assets/5e01e638-d36f-4ca2-957d-7bbdc76dcc89/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
dadf1718-90bd-438e-8649-3663f226072f,StillImage,,https://multimedia.agouti.eu/assets/dadf1718-90bd-438e-8649-3663f226072f/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
643d63a4-dd46-4b9d-b3de-665fe2a46754,StillImage,,https://multimedia.agouti.eu/assets/643d63a4-dd46-4b9d-b3de-665fe2a46754/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
19744c44-03ea-438f-9dc7-927e6e494ee1,StillImage,,https://multimedia.agouti.eu/assets/19744c44-03ea-438f-9dc7-927e6e494ee1/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
edc345bc-b58a-4c0d-8659-89132449cc3c,StillImage,,https://multimedia.agouti.eu/assets/edc345bc-b58a-4c0d-8659-89132449cc3c/file,image/jpeg,http://creativecommons.org/licenses/by/4.0/,CC BY 4.0
