agentID,agentType,preferredAgentName
https://orcid.org/0000-0003-0272-9180,person,Axel Neukermans
1cd669d0-80ea-11de-a9d0-f1765f95f18b,organization,Research Institute for Nature and Forest (INBO)
agentid_1,person,Danny Van der beeck
agentid_2,person,Emma Cartuyvels
https://orcid.org/0000-0002-8442-8025,person,Peter Desmet
