locationID,locationAssertionType,locationAssertionValue,locationAssertionValueNumeric,locationAssertionUnit,locationAssertionByAgentID,locationAssertionDate,locationAssertionProtocol,locationAssertionRemarks
2,location type,private,,,,2021-10-11,,
