taxonID,parentTaxonID,scientificName,nomenclaturalCode,taxonRank,kingdom,phylum,class,order,family,subfamily,genericName,specificEpithet,infraspecificEpithet,scientifcNameAuthorship
1,,"Ondatra zibethicus (Linneaus, 1766)",ICZN,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicolinae,Ondatra,zibethicus,,"(Linneaus, 1766)"
2,,"Talpa europea Linneaus, 1758",ICZN,species,Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,,Talpa,europea,,"Linneaus, 1758"
