taxonID,parentTaxonID,scientificName
SH238525.07FU,Septoriella_phragmitis,SH238525.07FU
Xenopolyscytalum,Helotiales_fam_Incertae_sedis,Xenopolyscytalum
Xenopolyscytalum_sp,Xenopolyscytalum,Xenopolyscytalum_sp
SH202720.07FU,Xenopolyscytalum_sp,SH202720.07FU
SH033027.07FU,Archaeorhizomyces_sp,SH033027.07FU
Ramularia_grevilleana,Ramularia,Ramularia_grevilleana
SH206782.07FU,Ramularia_grevilleana,SH206782.07FU
Nidulariopsis,Geastraceae,Nidulariopsis
Nidulariopsis_iowensis,Nidulariopsis,Nidulariopsis_iowensis
SH214353.07FU,Nidulariopsis_iowensis,SH214353.07FU
SH202695.07FU,Chalara_sp,SH202695.07FU
SH458764.07FU,Thelephoraceae_sp,SH458764.07FU
Leccinum_scabrum,Leccinum,Leccinum_scabrum
SH209698.07FU,Leccinum_scabrum,SH209698.07FU
Lacrymaria,Psathyrellaceae,Lacrymaria
Lacrymaria_lacrymabunda,Lacrymaria,Lacrymaria_lacrymabunda
SH221387.07FU,Lacrymaria_lacrymabunda,SH221387.07FU
Venturia_cerasi,Venturia,Venturia_cerasi
SH219623.07FU,Venturia_cerasi,SH219623.07FU
SH008485.07FU,Basidiomycota_sp,SH008485.07FU
unidentified,Hymenochaetales,unidentified
Hymenochaetales_sp,unidentified,Hymenochaetales_sp
SH478910.07FU,Hymenochaetales_sp,SH478910.07FU
SH493630.07FU,Basidiomycota_sp,SH493630.07FU
Inocybe_lanuginosa,Inocybe,Inocybe_lanuginosa
SH190702.07FU,Inocybe_lanuginosa,SH190702.07FU
Didymocyrtis,Dothideomycetes_fam_Incertae_sedis,Didymocyrtis
Didymocyrtis_pseudeverniae,Didymocyrtis,Didymocyrtis_pseudeverniae
SH527899.07FU,Didymocyrtis_pseudeverniae,SH527899.07FU
SH033452.07FU,Cortinarius_sp,SH033452.07FU
SH027271.07FU,Sordariomycetes_sp,SH027271.07FU
Antennulariellaceae,Capnodiales,Antennulariellaceae
Antennariella,Antennulariellaceae,Antennariella
Antennariella_placitae,Antennariella,Antennariella_placitae
SH178402.07FU,Antennariella_placitae,SH178402.07FU
SH190013.07FU,Clavariaceae_sp,SH190013.07FU
SH196049.07FU,Pleosporales_sp,SH196049.07FU
SH029031.07FU,Venturia_sp,SH029031.07FU
Hebeloma_leucosarx,Hebeloma,Hebeloma_leucosarx
SH215995.07FU,Hebeloma_leucosarx,SH215995.07FU
SH020461.07FU,Chaetothyriales_sp,SH020461.07FU
Mycena_flavoalba,Mycena,Mycena_flavoalba
SH221339.07FU,Mycena_flavoalba,SH221339.07FU
SH016828.07FU,Rozellomycota_sp,SH016828.07FU
Inocybe_mixtilis,Inocybe,Inocybe_mixtilis
SH214073.07FU,Inocybe_mixtilis,SH214073.07FU
Halosphaeriaceae,Microascales,Halosphaeriaceae
unidentified,Halosphaeriaceae,unidentified
Halosphaeriaceae_sp,unidentified,Halosphaeriaceae_sp
SH490660.07FU,Halosphaeriaceae_sp,SH490660.07FU
Leucosporidiaceae,Leucosporidiales,Leucosporidiaceae
Leucosporidium,Leucosporidiaceae,Leucosporidium
Leucosporidium_drummii,Leucosporidium,Leucosporidium_drummii
SH100809.07FU,Leucosporidium_drummii,SH100809.07FU
SH217882.07FU,Pyrenochaeta_sp,SH217882.07FU
Hydnum_repandum,Hydnum,Hydnum_repandum
SH186169.07FU,Hydnum_repandum,SH186169.07FU
Preussia_tetramera,Preussia,Preussia_tetramera
SH006643.07FU,Preussia_tetramera,SH006643.07FU
SH024173.07FU,Auriculariales_sp,SH024173.07FU
Flagellospora,Nectriaceae,Flagellospora
Flagellospora_curvula,Flagellospora,Flagellospora_curvula
SH190080.07FU,Flagellospora_curvula,SH190080.07FU
SH204253.07FU,Fungi_sp,SH204253.07FU
SH216877.07FU,Neobulgaria_sp,SH216877.07FU
Phragmocephala,Pezizomycotina_fam_Incertae_sedis,Phragmocephala
Phragmocephala_atra,Phragmocephala,Phragmocephala_atra
SH492547.07FU,Phragmocephala_atra,SH492547.07FU
Suillus_grevillei,Suillus,Suillus_grevillei
SH176747.07FU,Suillus_grevillei,SH176747.07FU
SH012148.07FU,Capnodiales_sp,SH012148.07FU
SH199605.07FU,Pleosporales_sp,SH199605.07FU
Entoloma_ameides,Entoloma,Entoloma_ameides
SH197363.07FU,Entoloma_ameides,SH197363.07FU
SH211766.07FU,Capnodiales_sp,SH211766.07FU
Chloridium,Chaetosphaeriaceae,Chloridium
Chloridium_sp,Chloridium,Chloridium_sp
SH181582.07FU,Chloridium_sp,SH181582.07FU
SH214175.07FU,Capnodiales_sp,SH214175.07FU
Amanita_virosa,Amanita,Amanita_virosa
SH178436.07FU,Amanita_virosa,SH178436.07FU
Psilocybe,Strophariaceae,Psilocybe
Psilocybe_semilanceata,Psilocybe,Psilocybe_semilanceata
SH219739.07FU,Psilocybe_semilanceata,SH219739.07FU
SH023268.07FU,Fungi_sp,SH023268.07FU
SH223448.07FU,Xenopolyscytalum_sp,SH223448.07FU
SH193726.07FU,Pezizaceae_sp,SH193726.07FU
unidentified,Orbiliales,unidentified
Orbiliales_sp,unidentified,Orbiliales_sp
SH027748.07FU,Orbiliales_sp,SH027748.07FU
SH187073.07FU,Mucor_hiemalis,SH187073.07FU
SH213756.07FU,Pyronemataceae_sp,SH213756.07FU
SH180060.07FU,Vibrisseaceae_sp,SH180060.07FU
SH488530.07FU,Atheliaceae_sp,SH488530.07FU
SH023338.07FU,Chaetothyriales_sp,SH023338.07FU
Lycoperdon_perlatum,Lycoperdon,Lycoperdon_perlatum
SH175885.07FU,Lycoperdon_perlatum,SH175885.07FU
Oidiodendron_rhodogenum,Oidiodendron,Oidiodendron_rhodogenum
SH217018.07FU,Oidiodendron_rhodogenum,SH217018.07FU
Schizoporaceae,Hymenochaetales,Schizoporaceae
Schizopora,Schizoporaceae,Schizopora
Schizopora_paradoxa,Schizopora,Schizopora_paradoxa
SH221537.07FU,Schizopora_paradoxa,SH221537.07FU
Hygrocybe_chlorophana,Hygrocybe,Hygrocybe_chlorophana
SH192313.07FU,Hygrocybe_chlorophana,SH192313.07FU
SH024939.07FU,Chaetothyriales_sp,SH024939.07FU
Mycena_xantholeuca,Mycena,Mycena_xantholeuca
SH029323.07FU,Mycena_xantholeuca,SH029323.07FU
Spirosphaera,Helotiales_fam_Incertae_sedis,Spirosphaera
Spirosphaera_cupreorufescens,Spirosphaera,Spirosphaera_cupreorufescens
SH181077.07FU,Spirosphaera_cupreorufescens,SH181077.07FU
SH463195.07FU,Basidiomycota_sp,SH463195.07FU
Cyberlindnera_suaveolens,Cyberlindnera,Cyberlindnera_suaveolens
SH375390.07FU,Cyberlindnera_suaveolens,SH375390.07FU
Tomentella_pilosa,Tomentella,Tomentella_pilosa
SH177790.07FU,Tomentella_pilosa,SH177790.07FU
SH004308.07FU,Fungi_sp,SH004308.07FU
Septoria_helianthi,Septoria,Septoria_helianthi
SH206824.07FU,Septoria_helianthi,SH206824.07FU
Hymenogaster,Strophariaceae,Hymenogaster
Hymenogaster_citrinus,Hymenogaster,Hymenogaster_citrinus
SH218849.07FU,Hymenogaster_citrinus,SH218849.07FU
Xenasmataceae,Polyporales,Xenasmataceae
Xenasmatella,Xenasmataceae,Xenasmatella
Xenasmatella_sp,Xenasmatella,Xenasmatella_sp
SH026879.07FU,Xenasmatella_sp,SH026879.07FU
SH476502.07FU,Fungi_sp,SH476502.07FU
Mortierella_turficola,Mortierella,Mortierella_turficola
SH187865.07FU,Mortierella_turficola,SH187865.07FU
Cyathicula_cyathoidea,Cyathicula,Cyathicula_cyathoidea
SH198398.07FU,Cyathicula_cyathoidea,SH198398.07FU
SH201642.07FU,Helotiales_sp,SH201642.07FU
SH182092.07FU,Ascomycota_sp,SH182092.07FU
Coprinopsis_urticicola,Coprinopsis,Coprinopsis_urticicola
SH219026.07FU,Coprinopsis_urticicola,SH219026.07FU
Periconia,Pleosporales_fam_Incertae_sedis,Periconia
Periconia_byssoides,Periconia,Periconia_byssoides
SH180757.07FU,Periconia_byssoides,SH180757.07FU
Inocybe_obsoleta,Inocybe,Inocybe_obsoleta
SH191116.07FU,Inocybe_obsoleta,SH191116.07FU
SH179929.07FU,Inocybe_sp,SH179929.07FU
SH025553.07FU,Archaeorhizomyces_sp,SH025553.07FU
SH216037.07FU,Cantharellales_sp,SH216037.07FU
SH213264.07FU,Cladophialophora_chaetospira,SH213264.07FU
SH180124.07FU,Mortierella_sp,SH180124.07FU
SH459212.07FU,Lecanoromycetes_sp,SH459212.07FU
Pseudogymnoascus,Myxotrichaceae,Pseudogymnoascus
Pseudogymnoascus_sp,Pseudogymnoascus,Pseudogymnoascus_sp
SH028069.07FU,Pseudogymnoascus_sp,SH028069.07FU
SH218590.07FU,Pseudotomentella_sp,SH218590.07FU
SH199504.07FU,Sebacina_sp,SH199504.07FU
Hymenoscyphus,Helotiaceae,Hymenoscyphus
Hymenoscyphus_sp,Hymenoscyphus,Hymenoscyphus_sp
SH198407.07FU,Hymenoscyphus_sp,SH198407.07FU
Stromatinia,Sclerotiniaceae,Stromatinia
Stromatinia_rapulum,Stromatinia,Stromatinia_rapulum
SH177360.07FU,Stromatinia_rapulum,SH177360.07FU
SH180128.07FU,Mortierella_sp,SH180128.07FU
Angustimassarina,Lophiostomataceae,Angustimassarina
Angustimassarina_acerina,Angustimassarina,Angustimassarina_acerina
SH199051.07FU,Angustimassarina_acerina,SH199051.07FU
SH028801.07FU,Ascomycota_sp,SH028801.07FU
SH019194.07FU,Capnodiales_sp,SH019194.07FU
SH177950.07FU,Thelephoraceae_sp,SH177950.07FU
Kabatiella,Dothioraceae,Kabatiella
Kabatiella_zeae,Kabatiella,Kabatiella_zeae
SH525631.07FU,Kabatiella_zeae,SH525631.07FU
unidentified,Xylariaceae,unidentified
Xylariaceae_sp,unidentified,Xylariaceae_sp
SH495831.07FU,Xylariaceae_sp,SH495831.07FU
SH184682.07FU,Thelephoraceae_sp,SH184682.07FU
SH007573.07FU,Ascomycota_sp,SH007573.07FU
SH491845.07FU,Sebacinaceae_sp,SH491845.07FU
SH483467.07FU,Fungi_sp,SH483467.07FU
SH183022.07FU,Phaeosphaeriaceae_sp,SH183022.07FU
Inocybe_paludinella,Inocybe,Inocybe_paludinella
SH191102.07FU,Inocybe_paludinella,SH191102.07FU
SH030362.07FU,Helotiales_sp,SH030362.07FU
SH471112.07FU,Xylariales_sp,SH471112.07FU
SH187874.07FU,Mortierella_sp,SH187874.07FU
SH219631.07FU,Venturiaceae_sp,SH219631.07FU
Umbelopsis_isabellina,Umbelopsis,Umbelopsis_isabellina
SH196090.07FU,Umbelopsis_isabellina,SH196090.07FU
Ascotricha,Xylariaceae,Ascotricha
Ascotricha_erinacea,Ascotricha,Ascotricha_erinacea
SH211357.07FU,Ascotricha_erinacea,SH211357.07FU
Penicillium_bialowiezense,Penicillium,Penicillium_bialowiezense
SH199400.07FU,Penicillium_bialowiezense,SH199400.07FU
Helicodendron_triglitziense,Helicodendron,Helicodendron_triglitziense
SH192300.07FU,Helicodendron_triglitziense,SH192300.07FU
Penicillium_penicillioides,Penicillium,Penicillium_penicillioides
SH201404.07FU,Penicillium_penicillioides,SH201404.07FU
Cortinarius_tortuosus,Cortinarius,Cortinarius_tortuosus
SH188512.07FU,Cortinarius_tortuosus,SH188512.07FU
Scutellinia_sp,Scutellinia,Scutellinia_sp
SH215679.07FU,Scutellinia_sp,SH215679.07FU
Castanediella,Xylariales_fam_Incertae_sedis,Castanediella
Castanediella_couratarii,Castanediella,Castanediella_couratarii
SH200164.07FU,Castanediella_couratarii,SH200164.07FU
Phaeosphaeria_microscopica,Phaeosphaeria,Phaeosphaeria_microscopica
SH183057.07FU,Phaeosphaeria_microscopica,SH183057.07FU
SH001785.07FU,Hygrocybe_sp,SH001785.07FU
Inocybe_calamistrata,Inocybe,Inocybe_calamistrata
SH188895.07FU,Inocybe_calamistrata,SH188895.07FU
Exobasidiomycetes,Basidiomycota,Exobasidiomycetes
Exobasidiales,Exobasidiomycetes,Exobasidiales
Exobasidiaceae,Exobasidiales,Exobasidiaceae
Exobasidium,Exobasidiaceae,Exobasidium
Exobasidium_sp,Exobasidium,Exobasidium_sp
SH211825.07FU,Exobasidium_sp,SH211825.07FU
Oidiodendron_periconioides,Oidiodendron,Oidiodendron_periconioides
SH216998.07FU,Oidiodendron_periconioides,SH216998.07FU
Typhula_maritima,Typhula,Typhula_maritima
SH209643.07FU,Typhula_maritima,SH209643.07FU
Rodwayella,Hyaloscyphaceae,Rodwayella
Rodwayella_citrinula,Rodwayella,Rodwayella_citrinula
SH018471.07FU,Rodwayella_citrinula,SH018471.07FU
Niaceae,Agaricales,Niaceae
Lachnella,Niaceae,Lachnella
Lachnella_villosa,Lachnella,Lachnella_villosa
SH210503.07FU,Lachnella_villosa,SH210503.07FU
SH201128.07FU,Minimedusa_polyspora,SH201128.07FU
SH522449.07FU,Preussia_sp,SH522449.07FU
SH488981.07FU,Fungi_sp,SH488981.07FU
Microsphaeropsis,Montagnulaceae,Microsphaeropsis
Microsphaeropsis_arundinis,Microsphaeropsis,Microsphaeropsis_arundinis
SH186966.07FU,Microsphaeropsis_arundinis,SH186966.07FU
Sebacina_flagelliformis,Sebacina,Sebacina_flagelliformis
SH214608.07FU,Sebacina_flagelliformis,SH214608.07FU
Leptodontidium,Helotiales_fam_Incertae_sedis,Leptodontidium
Leptodontidium_sp,Leptodontidium,Leptodontidium_sp
SH205736.07FU,Leptodontidium_sp,SH205736.07FU
Cutaneotrichosporon,Trichosporonaceae,Cutaneotrichosporon
Cutaneotrichosporon_moniliiforme,Cutaneotrichosporon,Cutaneotrichosporon_moniliiforme
SH196643.07FU,Cutaneotrichosporon_moniliiforme,SH196643.07FU
Ajellomycetaceae,Onygenales,Ajellomycetaceae
Spiromastix,Ajellomycetaceae,Spiromastix
Spiromastix_princeps,Spiromastix,Spiromastix_princeps
SH125246.07FU,Spiromastix_princeps,SH125246.07FU
Lactarius_lacunarum,Lactarius,Lactarius_lacunarum
SH182392.07FU,Lactarius_lacunarum,SH182392.07FU
SH177858.07FU,Tomentella_sp,SH177858.07FU
SH023374.07FU,Pleosporales_sp,SH023374.07FU
SH214698.07FU,Sebacina_sp,SH214698.07FU
SH471735.07FU,Fungi_sp,SH471735.07FU
SH012537.07FU,Lecanoromycetes_sp,SH012537.07FU
Gloioxanthomyces,Hygrophoraceae,Gloioxanthomyces
Gloioxanthomyces_vitellinus,Gloioxanthomyces,Gloioxanthomyces_vitellinus
SH178713.07FU,Gloioxanthomyces_vitellinus,SH178713.07FU
SH026692.07FU,Cladophialophora_chaetospira,SH026692.07FU
Talaromyces_calidicanius,Talaromyces,Talaromyces_calidicanius
SH282948.07FU,Talaromyces_calidicanius,SH282948.07FU
Exophiala_eucalyptorum,Exophiala,Exophiala_eucalyptorum
SH209343.07FU,Exophiala_eucalyptorum,SH209343.07FU
SH205063.07FU,Cryptococcus_sp,SH205063.07FU
unidentified,Ostropales,unidentified
Ostropales_sp,unidentified,Ostropales_sp
SH462334.07FU,Ostropales_sp,SH462334.07FU
Clitocybe_nebularis,Clitocybe,Clitocybe_nebularis
SH218329.07FU,Clitocybe_nebularis,SH218329.07FU
SH530108.07FU,Sistotrema_sp,SH530108.07FU
SH213019.07FU,Dothideomycetes_sp,SH213019.07FU
SH211663.07FU,Tremellomycetes_sp,SH211663.07FU
SH016262.07FU,Rozellomycota_sp,SH016262.07FU
SH523011.07FU,Helotiales_sp,SH523011.07FU
Agyriales,Lecanoromycetes,Agyriales
Trapeliaceae,Agyriales,Trapeliaceae
Placynthiella,Trapeliaceae,Placynthiella
Placynthiella_icmalea,Placynthiella,Placynthiella_icmalea
SH027984.07FU,Placynthiella_icmalea,SH027984.07FU
unidentified,Inocybaceae,unidentified
Inocybaceae_sp,unidentified,Inocybaceae_sp
SH473387.07FU,Inocybaceae_sp,SH473387.07FU
SH203892.07FU,Piloderma_bicolor,SH203892.07FU
Amanita_muscaria,Amanita,Amanita_muscaria
SH179028.07FU,Amanita_muscaria,SH179028.07FU
Septoria_arundinacea,Septoria,Septoria_arundinacea
SH208464.07FU,Septoria_arundinacea,SH208464.07FU
Mycena_capillaris,Mycena,Mycena_capillaris
SH029322.07FU,Mycena_capillaris,SH029322.07FU
Lentitheciaceae,Pleosporales,Lentitheciaceae
Aquilomyces,Lentitheciaceae,Aquilomyces
Aquilomyces_rebunensis,Aquilomyces,Aquilomyces_rebunensis
SH489006.07FU,Aquilomyces_rebunensis,SH489006.07FU
SH216872.07FU,Neobulgaria_sp,SH216872.07FU
Clavaria_tenuipes,Clavaria,Clavaria_tenuipes
SH197585.07FU,Clavaria_tenuipes,SH197585.07FU
unidentified,Typhulaceae,unidentified
Typhulaceae_sp,unidentified,Typhulaceae_sp
SH215727.07FU,Typhulaceae_sp,SH215727.07FU
Russula_alnetorum,Russula,Russula_alnetorum
SH190470.07FU,Russula_alnetorum,SH190470.07FU
Oidiodendron_sp,Oidiodendron,Oidiodendron_sp
SH217001.07FU,Oidiodendron_sp,SH217001.07FU
Geoglossum,Geoglossaceae,Geoglossum
Geoglossum_fallax,Geoglossum,Geoglossum_fallax
SH201090.07FU,Geoglossum_fallax,SH201090.07FU
Xerocomellus_cisalpinus,Xerocomellus,Xerocomellus_cisalpinus
SH221249.07FU,Xerocomellus_cisalpinus,SH221249.07FU
SH012594.07FU,Fungi_sp,SH012594.07FU
Russula_solaris,Russula,Russula_solaris
SH219864.07FU,Russula_solaris,SH219864.07FU
Pezicula_alnicola,Pezicula,Pezicula_alnicola
SH194261.07FU,Pezicula_alnicola,SH194261.07FU
SH001914.07FU,Sordariomycetes_sp,SH001914.07FU
SH026734.07FU,Mortierellales_sp,SH026734.07FU
Cryptococcus_heimaeyensis,Cryptococcus,Cryptococcus_heimaeyensis
SH181631.07FU,Cryptococcus_heimaeyensis,SH181631.07FU
SH184519.07FU,Tomentella_terrestris,SH184519.07FU
SH022665.07FU,Helotiales_sp,SH022665.07FU
unidentified,Polyporales,unidentified
Polyporales_sp,unidentified,Polyporales_sp
SH023476.07FU,Polyporales_sp,SH023476.07FU
SH201953.07FU,Sebacinales_Group_B_sp,SH201953.07FU
SH189487.07FU,Tomentella_sp,SH189487.07FU
SH022898.07FU,Sebacinales_sp,SH022898.07FU
SH196710.07FU,Piloderma_sp,SH196710.07FU
SH490065.07FU,Pleosporales_sp,SH490065.07FU
Discosia,Amphisphaeriaceae,Discosia
Discosia_fraxinea,Discosia,Discosia_fraxinea
SH206712.07FU,Discosia_fraxinea,SH206712.07FU
Inocybe_ambigua,Inocybe,Inocybe_ambigua
SH179735.07FU,Inocybe_ambigua,SH179735.07FU
Hymenogaster_huthii,Hymenogaster,Hymenogaster_huthii
SH218882.07FU,Hymenogaster_huthii,SH218882.07FU
SH184550.07FU,Thelephoraceae_sp,SH184550.07FU
Penicillium_senticosum,Penicillium,Penicillium_senticosum
SH207153.07FU,Penicillium_senticosum,SH207153.07FU
Heteroconium,Antennulariellaceae,Heteroconium
Heteroconium_sp,Heteroconium,Heteroconium_sp
SH198136.07FU,Heteroconium_sp,SH198136.07FU
SH014605.07FU,Cantharellales_sp,SH014605.07FU
Hydnum_magnorufescens,Hydnum,Hydnum_magnorufescens
SH186175.07FU,Hydnum_magnorufescens,SH186175.07FU
SH473856.07FU,Fungi_sp,SH473856.07FU
SH177828.07FU,Tomentella_badia,SH177828.07FU
SH003332.07FU,Sebacina_sp,SH003332.07FU
SH021141.07FU,Ascomycota_sp,SH021141.07FU
SH220956.07FU,Ascomycota_sp,SH220956.07FU
SH495487.07FU,Fungi_sp,SH495487.07FU
Amanita_sp,Amanita,Amanita_sp
SH216471.07FU,Amanita_sp,SH216471.07FU
Anthracobia,Pyronemataceae,Anthracobia
Anthracobia_macrocystis,Anthracobia,Anthracobia_macrocystis
SH215683.07FU,Anthracobia_macrocystis,SH215683.07FU
Psilocybe_montana,Psilocybe,Psilocybe_montana
SH187726.07FU,Psilocybe_montana,SH187726.07FU
SH204315.07FU,Tetracladium_sp,SH204315.07FU
SH203716.07FU,Pleosporales_sp,SH203716.07FU
SH026234.07FU,Fungi_sp,SH026234.07FU
Clavicipitaceae,Hypocreales,Clavicipitaceae
Pochonia,Clavicipitaceae,Pochonia
Pochonia_cordycepisociata,Pochonia,Pochonia_cordycepisociata
SH192607.07FU,Pochonia_cordycepisociata,SH192607.07FU
SH197652.07FU,Herpotrichiellaceae_sp,SH197652.07FU
SH490503.07FU,Inocybe_sp,SH490503.07FU
Periconia_sp,Periconia,Periconia_sp
SH496652.07FU,Periconia_sp,SH496652.07FU
Microstromatales,Exobasidiomycetes,Microstromatales
unidentified,Microstromatales,unidentified
Microstromatales_sp,unidentified,Microstromatales_sp
SH187204.07FU,Microstromatales_sp,SH187204.07FU
Trichomonascaceae,Saccharomycetales,Trichomonascaceae
Sugiyamaella,Trichomonascaceae,Sugiyamaella
Sugiyamaella_paludigena,Sugiyamaella,Sugiyamaella_paludigena
SH210998.07FU,Sugiyamaella_paludigena,SH210998.07FU
Discinella,Helotiaceae,Discinella
Discinella_boudieri,Discinella,Discinella_boudieri
SH006772.07FU,Discinella_boudieri,SH006772.07FU
Pucciniaceae,Pucciniales,Pucciniaceae
Puccinia,Pucciniaceae,Puccinia
Puccinia_coronata,Puccinia,Puccinia_coronata
SH186151.07FU,Puccinia_coronata,SH186151.07FU
Cortinarius_parvannulatus,Cortinarius,Cortinarius_parvannulatus
SH188475.07FU,Cortinarius_parvannulatus,SH188475.07FU
SH477461.07FU,Umbelopsis_sp,SH477461.07FU
SH030356.07FU,Helotiales_sp,SH030356.07FU
Neodevriesia_capensis,Neodevriesia,Neodevriesia_capensis
SH188194.07FU,Neodevriesia_capensis,SH188194.07FU
Setomelanomma,Pleosporales_fam_Incertae_sedis,Setomelanomma
Setomelanomma_sp,Setomelanomma,Setomelanomma_sp
SH011180.07FU,Setomelanomma_sp,SH011180.07FU
Pseudocoleophoma_calamagrostidis,Pseudocoleophoma,Pseudocoleophoma_calamagrostidis
SH496357.07FU,Pseudocoleophoma_calamagrostidis,SH496357.07FU
SH021551.07FU,Pleosporales_sp,SH021551.07FU
Flagelloscypha,Niaceae,Flagelloscypha
Flagelloscypha_sp,Flagelloscypha,Flagelloscypha_sp
SH029487.07FU,Flagelloscypha_sp,SH029487.07FU
Metarhizium,Clavicipitaceae,Metarhizium
Metarhizium_anisopliae,Metarhizium,Metarhizium_anisopliae
SH389557.07FU,Metarhizium_anisopliae,SH389557.07FU
SH215128.07FU,Archaeorhizomyces_sp,SH215128.07FU
Pestalotiopsis_sp,Pestalotiopsis,Pestalotiopsis_sp
SH026260.07FU,Pestalotiopsis_sp,SH026260.07FU
SH207246.07FU,Phoma_sp,SH207246.07FU
unidentified,Thelephorales,unidentified
Thelephorales_sp,unidentified,Thelephorales_sp
SH521564.07FU,Thelephorales_sp,SH521564.07FU
Mucor_abundans,Mucor,Mucor_abundans
SH188380.07FU,Mucor_abundans,SH188380.07FU
SH023406.07FU,Stagonospora_sp,SH023406.07FU
SH203794.07FU,Archaeorhizomyces_sp,SH203794.07FU
SH489258.07FU,Fungi_sp,SH489258.07FU
Lasiobelonium,Hyaloscyphaceae,Lasiobelonium
Lasiobelonium_lonicerae,Lasiobelonium,Lasiobelonium_lonicerae
SH018474.07FU,Lasiobelonium_lonicerae,SH018474.07FU
SH213273.07FU,Cladophialophora_chaetospira,SH213273.07FU
SH193252.07FU,Chaetothyriales_sp,SH193252.07FU
SH021609.07FU,Chaetothyriales_sp,SH021609.07FU
SH185259.07FU,Tomentella_sp,SH185259.07FU
SH222247.07FU,Archaeorhizomyces_sp,SH222247.07FU
Hymenogaster_australis,Hymenogaster,Hymenogaster_australis
SH218876.07FU,Hymenogaster_australis,SH218876.07FU
SH205177.07FU,Pleosporales_sp,SH205177.07FU
Filobasidiaceae,Filobasidiales,Filobasidiaceae
Goffeauzyma,Filobasidiaceae,Goffeauzyma
Goffeauzyma_gastrica,Goffeauzyma,Goffeauzyma_gastrica
SH214037.07FU,Goffeauzyma_gastrica,SH214037.07FU
SH025282.07FU,Fungi_sp,SH025282.07FU
SH009446.07FU,Cortinariaceae_sp,SH009446.07FU
SH496644.07FU,Sebacinales_sp,SH496644.07FU
SH200259.07FU,Inocybe_maculata,SH200259.07FU
SH208597.07FU,Fungi_sp,SH208597.07FU
Psilocybe_sp,Psilocybe,Psilocybe_sp
SH187733.07FU,Psilocybe_sp,SH187733.07FU
Coccomyces_australis,Coccomyces,Coccomyces_australis
SH217735.07FU,Coccomyces_australis,SH217735.07FU
Cuphophyllus_lacmus,Cuphophyllus,Cuphophyllus_lacmus
SH020555.07FU,Cuphophyllus_lacmus,SH020555.07FU
SH527692.07FU,Fungi_sp,SH527692.07FU
Boletus_pulverulentus,Boletus,Boletus_pulverulentus
SH186475.07FU,Boletus_pulverulentus,SH186475.07FU
Phanerochaetaceae,Polyporales,Phanerochaetaceae
Ceriporia,Phanerochaetaceae,Ceriporia
Ceriporia_reticulata,Ceriporia,Ceriporia_reticulata
SH526286.07FU,Ceriporia_reticulata,SH526286.07FU
Lycoperdon_utriforme,Lycoperdon,Lycoperdon_utriforme
SH175878.07FU,Lycoperdon_utriforme,SH175878.07FU
Hymenogaster_intermedius,Hymenogaster,Hymenogaster_intermedius
SH218867.07FU,Hymenogaster_intermedius,SH218867.07FU
SH004703.07FU,Venturiaceae_sp,SH004703.07FU
SH495112.07FU,Fungi_sp,SH495112.07FU
SH188474.07FU,Cortinarius_sp,SH188474.07FU
Geopora,Pyronemataceae,Geopora
Geopora_sp,Geopora,Geopora_sp
SH213677.07FU,Geopora_sp,SH213677.07FU
Galerina_allospora,Galerina,Galerina_allospora
SH176939.07FU,Galerina_allospora,SH176939.07FU
SH188520.07FU,Cortinarius_hinnuleus,SH188520.07FU
Pseudoperisporiaceae,Dothideomycetidae_ord_Incertae_sedis,Pseudoperisporiaceae
Bryochiton,Pseudoperisporiaceae,Bryochiton
Bryochiton_sp,Bryochiton,Bryochiton_sp
SH525433.07FU,Bryochiton_sp,SH525433.07FU
Oidiodendron_tenuissimum,Oidiodendron,Oidiodendron_tenuissimum
SH216999.07FU,Oidiodendron_tenuissimum,SH216999.07FU
SH186603.07FU,Phoma_sp,SH186603.07FU
SH177808.07FU,Tomentella_sp,SH177808.07FU
Polyscytalum_sp,Polyscytalum,Polyscytalum_sp
SH027270.07FU,Polyscytalum_sp,SH027270.07FU
SH464245.07FU,Pleosporales_sp,SH464245.07FU
Russula_risigallina,Russula,Russula_risigallina
SH185332.07FU,Russula_risigallina,SH185332.07FU
Hebeloma_pusillum,Hebeloma,Hebeloma_pusillum
SH293530.07FU,Hebeloma_pusillum,SH293530.07FU
SH188469.07FU,Cortinarius_decipiens,SH188469.07FU
Galerina_pseudomycenopsis,Galerina,Galerina_pseudomycenopsis
SH490147.07FU,Galerina_pseudomycenopsis,SH490147.07FU
SH011872.07FU,Rhizophlyctis_rosea,SH011872.07FU
Rhizophydiales_fam_Incertae_sedis,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis
Operculomyces,Rhizophydiales_fam_Incertae_sedis,Operculomyces
Operculomyces_laminatus,Operculomyces,Operculomyces_laminatus
SH210135.07FU,Operculomyces_laminatus,SH210135.07FU
Inocybe_cervicolor,Inocybe,Inocybe_cervicolor
SH187100.07FU,Inocybe_cervicolor,SH187100.07FU
SH528418.07FU,Fungi_sp,SH528418.07FU
Leccinum_schistophilum,Leccinum,Leccinum_schistophilum
SH181386.07FU,Leccinum_schistophilum,SH181386.07FU
SH211421.07FU,Helotiales_sp,SH211421.07FU
Cortinarius_bibulus,Cortinarius,Cortinarius_bibulus
SH188610.07FU,Cortinarius_bibulus,SH188610.07FU
