taxonID,parentTaxonID,scientificName
Scleropezicula,Helotiales_fam_Incertae_sedis,Scleropezicula
Scleropezicula_sp,Scleropezicula,Scleropezicula_sp
SH194256.07FU,Scleropezicula_sp,SH194256.07FU
SH490362.07FU,Scutellinia_sp,SH490362.07FU
SH192976.07FU,Sebacinaceae_sp,SH192976.07FU
Papiliotrema_fuscus,Papiliotrema,Papiliotrema_fuscus
SH205049.07FU,Papiliotrema_fuscus,SH205049.07FU
Carcinomycetaceae,Tremellales,Carcinomycetaceae
Heterocephalacria,Carcinomycetaceae,Heterocephalacria
Heterocephalacria_arrabidensis,Heterocephalacria,Heterocephalacria_arrabidensis
SH206653.07FU,Heterocephalacria_arrabidensis,SH206653.07FU
SH472978.07FU,Ascomycota_sp,SH472978.07FU
SH022370.07FU,Sebacinaceae_sp,SH022370.07FU
Fellomyces_thailandicus,Fellomyces,Fellomyces_thailandicus
SH176360.07FU,Fellomyces_thailandicus,SH176360.07FU
SH213581.07FU,Tuber_rufum,SH213581.07FU
SH207753.07FU,Pyronemataceae_sp,SH207753.07FU
SH018775.07FU,Orbiliomycetes_sp,SH018775.07FU
SH200640.07FU,Basidiomycota_sp,SH200640.07FU
SH196446.07FU,Sebacinaceae_sp,SH196446.07FU
SH024454.07FU,Spizellomyces_sp,SH024454.07FU
Basidiobolus_ranarum,Basidiobolus,Basidiobolus_ranarum
SH080542.07FU,Basidiobolus_ranarum,SH080542.07FU
SH006961.07FU,Tomentella_sp,SH006961.07FU
Conocybe_sabulicola,Conocybe,Conocybe_sabulicola
SH176633.07FU,Conocybe_sabulicola,SH176633.07FU
Mycosphaerella_latebrosa,Mycosphaerella,Mycosphaerella_latebrosa
SH206800.07FU,Mycosphaerella_latebrosa,SH206800.07FU
Coniochaeta_sp,Coniochaeta,Coniochaeta_sp
SH211883.07FU,Coniochaeta_sp,SH211883.07FU
Agrocybe_firma,Agrocybe,Agrocybe_firma
SH001883.07FU,Agrocybe_firma,SH001883.07FU
Ascobolus_furfuraceus,Ascobolus,Ascobolus_furfuraceus
SH211037.07FU,Ascobolus_furfuraceus,SH211037.07FU
SH201088.07FU,Geoglossum_fallax,SH201088.07FU
SH465505.07FU,Fungi_sp,SH465505.07FU
SH219469.07FU,Glomus_sp,SH219469.07FU
SH488504.07FU,Fungi_sp,SH488504.07FU
SH028868.07FU,Ceratobasidiaceae_sp,SH028868.07FU
SH020842.07FU,Phialocephala_sp,SH020842.07FU
SH016829.07FU,Rozellomycota_sp,SH016829.07FU
Entoloma_cettoi,Entoloma,Entoloma_cettoi
SH185816.07FU,Entoloma_cettoi,SH185816.07FU
SH459660.07FU,Ascomycota_sp,SH459660.07FU
SH478504.07FU,Orbiliomycetes_sp,SH478504.07FU
SH488544.07FU,Hymenochaetales_sp,SH488544.07FU
Sistotrema_raduloides,Sistotrema,Sistotrema_raduloides
SH178957.07FU,Sistotrema_raduloides,SH178957.07FU
Exobasidium_kishianum,Exobasidium,Exobasidium_kishianum
SH197794.07FU,Exobasidium_kishianum,SH197794.07FU
Coprinellus_sclerocystidiosus,Coprinellus,Coprinellus_sclerocystidiosus
SH258287.07FU,Coprinellus_sclerocystidiosus,SH258287.07FU
Russula_sardonia,Russula,Russula_sardonia
SH186204.07FU,Russula_sardonia,SH186204.07FU
Unguicularia,Hyaloscyphaceae,Unguicularia
Unguicularia_carestiana,Unguicularia,Unguicularia_carestiana
SH012732.07FU,Unguicularia_carestiana,SH012732.07FU
Papiliotrema_wisconsinensis,Papiliotrema,Papiliotrema_wisconsinensis
SH205089.07FU,Papiliotrema_wisconsinensis,SH205089.07FU
SH181991.07FU,Tremellomycetes_sp,SH181991.07FU
SH029989.07FU,Fungi_sp,SH029989.07FU
SH221281.07FU,Helotiales_sp,SH221281.07FU
SH175575.07FU,Rhizophagus_intraradices,SH175575.07FU
SH020338.07FU,Fungi_sp,SH020338.07FU
Absidia_sp,Absidia,Absidia_sp
SH018948.07FU,Absidia_sp,SH018948.07FU
Geoglossum_vleugelianum,Geoglossum,Geoglossum_vleugelianum
SH494381.07FU,Geoglossum_vleugelianum,SH494381.07FU
SH196365.07FU,Atheliaceae_sp,SH196365.07FU
SH177119.07FU,Ascomycota_sp,SH177119.07FU
Lindtneria_sp,Lindtneria,Lindtneria_sp
SH523379.07FU,Lindtneria_sp,SH523379.07FU
SH020431.07FU,Rozellomycota_sp,SH020431.07FU
Rachicladosporium_antarcticum,Rachicladosporium,Rachicladosporium_antarcticum
SH205925.07FU,Rachicladosporium_antarcticum,SH205925.07FU
SH530127.07FU,Fungi_sp,SH530127.07FU
Mycenella_salicina,Mycenella,Mycenella_salicina
SH192005.07FU,Mycenella_salicina,SH192005.07FU
SH203745.07FU,Basidiomycota_sp,SH203745.07FU
Royoporus,Polyporaceae,Royoporus
Royoporus_badius,Royoporus,Royoporus_badius
SH185215.07FU,Royoporus_badius,SH185215.07FU
SH203712.07FU,Sordariales_sp,SH203712.07FU
Trichopezizella,Hyaloscyphaceae,Trichopezizella
Trichopezizella_sp,Trichopezizella,Trichopezizella_sp
SH196513.07FU,Trichopezizella_sp,SH196513.07FU
SH458386.07FU,Hypocreales_sp,SH458386.07FU
SH528222.07FU,Phaeosphaeria_sp,SH528222.07FU
SH177271.07FU,Thanatephorus_cucumeris,SH177271.07FU
Talaromyces_rugulosus,Talaromyces,Talaromyces_rugulosus
SH194192.07FU,Talaromyces_rugulosus,SH194192.07FU
SH194696.07FU,Paraglomus_sp,SH194696.07FU
SH179788.07FU,Helotiales_sp,SH179788.07FU
Saccharomycetaceae,Saccharomycetales,Saccharomycetaceae
Lachancea,Saccharomycetaceae,Lachancea
Lachancea_kluyveri,Lachancea,Lachancea_kluyveri
SH201543.07FU,Lachancea_kluyveri,SH201543.07FU
SH027192.07FU,Glomeraceae_sp,SH027192.07FU
SH024972.07FU,Glomus_sp,SH024972.07FU
Exophiala_xenobiotica,Exophiala,Exophiala_xenobiotica
SH194487.07FU,Exophiala_xenobiotica,SH194487.07FU
SH194685.07FU,Paraglomerales_sp,SH194685.07FU
SH176916.07FU,Galerina_atkinsoniana,SH176916.07FU
SH496692.07FU,Glomeraceae_sp,SH496692.07FU
SH204791.07FU,Phoma_sp,SH204791.07FU
Inocybe_dunensis,Inocybe,Inocybe_dunensis
SH217823.07FU,Inocybe_dunensis,SH217823.07FU
Goidanichiella,Pezizomycotina_fam_Incertae_sedis,Goidanichiella
Goidanichiella_sphaerospora,Goidanichiella,Goidanichiella_sphaerospora
SH468396.07FU,Goidanichiella_sphaerospora,SH468396.07FU
Athelopsis,Atheliaceae,Athelopsis
Athelopsis_lembospora,Athelopsis,Athelopsis_lembospora
SH475109.07FU,Athelopsis_lembospora,SH475109.07FU
Mucor_flavus,Mucor,Mucor_flavus
SH178578.07FU,Mucor_flavus,SH178578.07FU
SH222593.07FU,Cortinarius_anomalus,SH222593.07FU
SH203124.07FU,Dothideomycetes_sp,SH203124.07FU
SH199330.07FU,Sebacinaceae_sp,SH199330.07FU
Pluteus_brunneidiscus,Pluteus,Pluteus_brunneidiscus
SH185144.07FU,Pluteus_brunneidiscus,SH185144.07FU
Archaeospora,Archaeosporaceae,Archaeospora
Archaeospora_trappei,Archaeospora,Archaeospora_trappei
SH026484.07FU,Archaeospora_trappei,SH026484.07FU
SH003770.07FU,Fungi_sp,SH003770.07FU
Inocybe_phaeoleuca,Inocybe,Inocybe_phaeoleuca
SH219795.07FU,Inocybe_phaeoleuca,SH219795.07FU
Pseudofavolus,Polyporaceae,Pseudofavolus
Pseudofavolus_cucullatus,Pseudofavolus,Pseudofavolus_cucullatus
SH008169.07FU,Pseudofavolus_cucullatus,SH008169.07FU
SH459541.07FU,Rozellomycota_sp,SH459541.07FU
Cercospora_jatrophiphila,Cercospora,Cercospora_jatrophiphila
SH494238.07FU,Cercospora_jatrophiphila,SH494238.07FU
SH476341.07FU,Fungi_sp,SH476341.07FU
Verrucaria,Verrucariaceae,Verrucaria
Verrucaria_hydrophila,Verrucaria,Verrucaria_hydrophila
SH202828.07FU,Verrucaria_hydrophila,SH202828.07FU
SH007272.07FU,Sporidiobolales_sp,SH007272.07FU
Postia_ptychogaster,Postia,Postia_ptychogaster
SH188965.07FU,Postia_ptychogaster,SH188965.07FU
SH187319.07FU,Inocybe_sp,SH187319.07FU
SH177837.07FU,Tomentella_sp,SH177837.07FU
SH182106.07FU,Dioszegia_sp,SH182106.07FU
Diversispora_sp,Diversispora,Diversispora_sp
SH015018.07FU,Diversispora_sp,SH015018.07FU
SH531685.07FU,Fungi_sp,SH531685.07FU
Curvularia,Pleosporaceae,Curvularia
Curvularia_inaequalis,Curvularia,Curvularia_inaequalis
SH187566.07FU,Curvularia_inaequalis,SH187566.07FU
Hymenopellis,Physalacriaceae,Hymenopellis
Hymenopellis_radicata,Hymenopellis,Hymenopellis_radicata
SH183450.07FU,Hymenopellis_radicata,SH183450.07FU
Entoloma_dysthales,Entoloma,Entoloma_dysthales
SH492538.07FU,Entoloma_dysthales,SH492538.07FU
SH209730.07FU,Saccharomycetales_sp,SH209730.07FU
Agonimia_allobata,Agonimia,Agonimia_allobata
SH204867.07FU,Agonimia_allobata,SH204867.07FU
Pyrenophora_erythrospila,Pyrenophora,Pyrenophora_erythrospila
SH206660.07FU,Pyrenophora_erythrospila,SH206660.07FU
SH176302.07FU,Inocybe_geophylla,SH176302.07FU
Aphanobasidium,Pterulaceae,Aphanobasidium
Aphanobasidium_pseudotsugae,Aphanobasidium,Aphanobasidium_pseudotsugae
SH205154.07FU,Aphanobasidium_pseudotsugae,SH205154.07FU
SH218647.07FU,Thanatephorus_cucumeris,SH218647.07FU
Pluteus_phlebophorus,Pluteus,Pluteus_phlebophorus
SH177212.07FU,Pluteus_phlebophorus,SH177212.07FU
SH019577.07FU,Tremellomycetes_sp,SH019577.07FU
Corynesporascaceae,Pleosporales,Corynesporascaceae
Corynespora,Corynesporascaceae,Corynespora
Corynespora_sp,Corynespora,Corynespora_sp
SH180772.07FU,Corynespora_sp,SH180772.07FU
SH194684.07FU,Paraglomus_sp,SH194684.07FU
Homophron,Psathyrellaceae,Homophron
Homophron_cernuum,Homophron,Homophron_cernuum
SH221385.07FU,Homophron_cernuum,SH221385.07FU
SH202601.07FU,Fungi_sp,SH202601.07FU
SH486435.07FU,Fungi_sp,SH486435.07FU
Xylodon_detriticus,Xylodon,Xylodon_detriticus
SH522655.07FU,Xylodon_detriticus,SH522655.07FU
Scabropezia,Pezizaceae,Scabropezia
Scabropezia_sp,Scabropezia,Scabropezia_sp
SH189036.07FU,Scabropezia_sp,SH189036.07FU
SH024981.07FU,Helotiales_sp,SH024981.07FU
Didymella_mycopappi,Didymella,Didymella_mycopappi
SH198658.07FU,Didymella_mycopappi,SH198658.07FU
Phaeosphaeriopsis,Phaeosphaeriaceae,Phaeosphaeriopsis
Phaeosphaeriopsis_sp,Phaeosphaeriopsis,Phaeosphaeriopsis_sp
SH182914.07FU,Phaeosphaeriopsis_sp,SH182914.07FU
Richoniella,Entolomataceae,Richoniella
Richoniella_sp,Richoniella,Richoniella_sp
SH524280.07FU,Richoniella_sp,SH524280.07FU
SH007072.07FU,Mycena_amicta,SH007072.07FU
Dothiorella,Botryosphaeriaceae,Dothiorella
Dothiorella_sp,Dothiorella,Dothiorella_sp
SH183584.07FU,Dothiorella_sp,SH183584.07FU
SH023437.07FU,Agaricomycetes_sp,SH023437.07FU
SH460290.07FU,Fungi_sp,SH460290.07FU
SH494607.07FU,Absidia_sp,SH494607.07FU
SH129017.07FU,Archaeosporales_sp,SH129017.07FU
SH220620.07FU,Ceratobasidium_sp,SH220620.07FU
Kurtzmanomyces_sp,Kurtzmanomyces,Kurtzmanomyces_sp
SH198383.07FU,Kurtzmanomyces_sp,SH198383.07FU
SH191082.07FU,Rozellomycota_sp,SH191082.07FU
Cuphophyllus_fornicatus,Cuphophyllus,Cuphophyllus_fornicatus
SH001186.07FU,Cuphophyllus_fornicatus,SH001186.07FU
unidentified,Entolomataceae,unidentified
Entolomataceae_sp,unidentified,Entolomataceae_sp
SH479883.07FU,Entolomataceae_sp,SH479883.07FU
SH185878.07FU,Agaricomycetes_sp,SH185878.07FU
SH192142.07FU,Pleosporaceae_sp,SH192142.07FU
Auxarthron_sp,Auxarthron,Auxarthron_sp
SH014119.07FU,Auxarthron_sp,SH014119.07FU
Symmetrospora_coprosmae,Symmetrospora,Symmetrospora_coprosmae
SH277511.07FU,Symmetrospora_coprosmae,SH277511.07FU
SH179997.07FU,Sebacinales_Group_B_sp,SH179997.07FU
SH207054.07FU,Eurotiomycetes_sp,SH207054.07FU
SH021897.07FU,Cryptococcus_sp,SH021897.07FU
Cordana,Pezizomycotina_fam_Incertae_sedis,Cordana
Cordana_mercadiana,Cordana,Cordana_mercadiana
SH021161.07FU,Cordana_mercadiana,SH021161.07FU
SH176521.07FU,Inocybe_cincinnata,SH176521.07FU
Dendryphion,Pleosporaceae,Dendryphion
Dendryphion_nanum,Dendryphion,Dendryphion_nanum
SH204975.07FU,Dendryphion_nanum,SH204975.07FU
SH015225.07FU,Ceratobasidiaceae_sp,SH015225.07FU
SH200949.07FU,Fungi_sp,SH200949.07FU
SH183176.07FU,Inocybaceae_sp,SH183176.07FU
SH015790.07FU,Sistotrema_sp,SH015790.07FU
SH020938.07FU,Dothideomycetes_sp,SH020938.07FU
unidentified,Erythrobasidiales,unidentified
Erythrobasidiales_sp,unidentified,Erythrobasidiales_sp
SH462579.07FU,Erythrobasidiales_sp,SH462579.07FU
Pseudocercospora,Mycosphaerellaceae,Pseudocercospora
Pseudocercospora_sphaerellae-eugeniae,Pseudocercospora,Pseudocercospora_sphaerellae-eugeniae
SH025591.07FU,Pseudocercospora_sphaerellae-eugeniae,SH025591.07FU
Tricholoma_saponaceum,Tricholoma,Tricholoma_saponaceum
SH219358.07FU,Tricholoma_saponaceum,SH219358.07FU
SH020442.07FU,Orbiliales_sp,SH020442.07FU
Morchellaceae,Pezizales,Morchellaceae
Verpa,Morchellaceae,Verpa
Verpa_conica,Verpa,Verpa_conica
SH177112.07FU,Verpa_conica,SH177112.07FU
Hygrocybe_glutinipes,Hygrocybe,Hygrocybe_glutinipes
SH023508.07FU,Hygrocybe_glutinipes,SH023508.07FU
SH186579.07FU,Tubaria_conspersa,SH186579.07FU
SH003927.07FU,Polyporales_sp,SH003927.07FU
Pachyphlodes_sp,Pachyphlodes,Pachyphlodes_sp
SH001719.07FU,Pachyphlodes_sp,SH001719.07FU
SH186149.07FU,Puccinia_coronata,SH186149.07FU
SH000068.07FU,Agaricales_sp,SH000068.07FU
SH490890.07FU,Clavulinopsis_sp,SH490890.07FU
SH176123.07FU,Glomeraceae_sp,SH176123.07FU
SH493078.07FU,Cortinarius_sp,SH493078.07FU
SH175232.07FU,Psathyrella_sp,SH175232.07FU
Tetrachaetum,Pezizomycotina_fam_Incertae_sedis,Tetrachaetum
Tetrachaetum_sp,Tetrachaetum,Tetrachaetum_sp
SH184445.07FU,Tetrachaetum_sp,SH184445.07FU
SH204009.07FU,Fungi_sp,SH204009.07FU
SH006654.07FU,Pleosporales_sp,SH006654.07FU
SH025367.07FU,Tremella_sp,SH025367.07FU
Tritirachiomycetes,Basidiomycota,Tritirachiomycetes
Tritirachiomycetes_ord_Incertae_sedis,Tritirachiomycetes,Tritirachiomycetes_ord_Incertae_sedis
Tritirachiomycetes_fam_Incertae_sedis,Tritirachiomycetes_ord_Incertae_sedis,Tritirachiomycetes_fam_Incertae_sedis
Tritirachium,Tritirachiomycetes_fam_Incertae_sedis,Tritirachium
Tritirachium_cinnamomeum,Tritirachium,Tritirachium_cinnamomeum
SH479526.07FU,Tritirachium_cinnamomeum,SH479526.07FU
Ganoderma_adspersum,Ganoderma,Ganoderma_adspersum
SH187221.07FU,Ganoderma_adspersum,SH187221.07FU
SH191181.07FU,Clavulina_sp,SH191181.07FU
SH492395.07FU,Fungi_sp,SH492395.07FU
SH028556.07FU,Ascomycota_sp,SH028556.07FU
SH175649.07FU,Glomeraceae_sp,SH175649.07FU
Entoloma_mutabilipes,Entoloma,Entoloma_mutabilipes
SH175261.07FU,Entoloma_mutabilipes,SH175261.07FU
Mortierella_fimbricystis,Mortierella,Mortierella_fimbricystis
SH187864.07FU,Mortierella_fimbricystis,SH187864.07FU
Mortierella_bainieri,Mortierella,Mortierella_bainieri
SH180127.07FU,Mortierella_bainieri,SH180127.07FU
Rhodotorula_kratochvilovae,Rhodotorula,Rhodotorula_kratochvilovae
SH433637.07FU,Rhodotorula_kratochvilovae,SH433637.07FU
unidentified,Mucoraceae,unidentified
Mucoraceae_sp,unidentified,Mucoraceae_sp
SH013719.07FU,Mucoraceae_sp,SH013719.07FU
SH206040.07FU,Claroideoglomus_sp,SH206040.07FU
Piskurozyma_sp,Piskurozyma,Piskurozyma_sp
SH188234.07FU,Piskurozyma_sp,SH188234.07FU
Marasmius_bulliardii,Marasmius,Marasmius_bulliardii
SH190963.07FU,Marasmius_bulliardii,SH190963.07FU
SH496158.07FU,Fungi_sp,SH496158.07FU
Latoruaceae,Pleosporales,Latoruaceae
Latorua,Latoruaceae,Latorua
Latorua_caligans,Latorua,Latorua_caligans
SH212862.07FU,Latorua_caligans,SH212862.07FU
SH482172.07FU,Clavulinaceae_sp,SH482172.07FU
SH490665.07FU,Tremellomycetes_sp,SH490665.07FU
Arrhenia_velutipes,Arrhenia,Arrhenia_velutipes
SH461977.07FU,Arrhenia_velutipes,SH461977.07FU
Zygosaccharomyces,Saccharomycetaceae,Zygosaccharomyces
Zygosaccharomyces_microellipsoides,Zygosaccharomyces,Zygosaccharomyces_microellipsoides
SH087963.07FU,Zygosaccharomyces_microellipsoides,SH087963.07FU
SH203905.07FU,Radulidium_subulatum,SH203905.07FU
SH196225.07FU,Helotiales_sp,SH196225.07FU
Dactylellina_ellipsospora,Dactylellina,Dactylellina_ellipsospora
SH195589.07FU,Dactylellina_ellipsospora,SH195589.07FU
SH221290.07FU,Hygrocybe_sp,SH221290.07FU
SH219603.07FU,Venturiaceae_sp,SH219603.07FU
SH491870.07FU,Fungi_sp,SH491870.07FU
SH193522.07FU,Dactylellina_cionopaga,SH193522.07FU
Parasola_leiocephala,Parasola,Parasola_leiocephala
SH196204.07FU,Parasola_leiocephala,SH196204.07FU
SH489132.07FU,Fungi_sp,SH489132.07FU
SH188183.07FU,Mycena_sp,SH188183.07FU
SH525820.07FU,Cryptococcus_sp,SH525820.07FU
Myriangiales,Dothideomycetes,Myriangiales
Myriangiales_fam_Incertae_sedis,Myriangiales,Myriangiales_fam_Incertae_sedis
Endosporium,Myriangiales_fam_Incertae_sedis,Endosporium
Endosporium_sp,Endosporium,Endosporium_sp
SH020561.07FU,Endosporium_sp,SH020561.07FU
SH025829.07FU,Glomeromycota_sp,SH025829.07FU
Tomentella_ferruginea,Tomentella,Tomentella_ferruginea
SH184518.07FU,Tomentella_ferruginea,SH184518.07FU
SH175617.07FU,Glomus_sp,SH175617.07FU
SH190961.07FU,Marasmius_rotula,SH190961.07FU
SH208601.07FU,Chaetothyriales_sp,SH208601.07FU
SH199606.07FU,Pleosporales_sp,SH199606.07FU
Arthrocatena,Capnodiales_fam_Incertae_sedis,Arthrocatena
Arthrocatena_tenebrio,Arthrocatena,Arthrocatena_tenebrio
SH200603.07FU,Arthrocatena_tenebrio,SH200603.07FU
SH194012.07FU,Cystofilobasidium_macerans,SH194012.07FU
SH494317.07FU,Fungi_sp,SH494317.07FU
SH023480.07FU,Agaricomycetes_sp,SH023480.07FU
SH006560.07FU,Phlogicylindrium_sp,SH006560.07FU
SH209211.07FU,Glomeraceae_sp,SH209211.07FU
Sistotrema_oblongisporum,Sistotrema,Sistotrema_oblongisporum
SH007383.07FU,Sistotrema_oblongisporum,SH007383.07FU
Agaricus_nivescens,Agaricus,Agaricus_nivescens
SH495540.07FU,Agaricus_nivescens,SH495540.07FU
Didymella_sp,Didymella,Didymella_sp
SH186971.07FU,Didymella_sp,SH186971.07FU
Hemibeltrania,Pezizomycotina_fam_Incertae_sedis,Hemibeltrania
Hemibeltrania_sp,Hemibeltrania,Hemibeltrania_sp
SH484006.07FU,Hemibeltrania_sp,SH484006.07FU
SH025094.07FU,Claroideoglomus_sp,SH025094.07FU
SH012601.07FU,Fungi_sp,SH012601.07FU
SH211849.07FU,Crocicreas_sp,SH211849.07FU
SH530311.07FU,Clavaria_falcata,SH530311.07FU
SH193244.07FU,Cladophialophora_sp,SH193244.07FU
Myochromella,Lyophyllaceae,Myochromella
Myochromella_boudieri,Myochromella,Myochromella_boudieri
SH528259.07FU,Myochromella_boudieri,SH528259.07FU
Conocybe_semiglobata,Conocybe,Conocybe_semiglobata
SH221743.07FU,Conocybe_semiglobata,SH221743.07FU
Agaricus_brunneolus,Agaricus,Agaricus_brunneolus
SH174663.07FU,Agaricus_brunneolus,SH174663.07FU
SH218962.07FU,Archaeosporaceae_sp,SH218962.07FU
Inocybe_calida,Inocybe,Inocybe_calida
SH208571.07FU,Inocybe_calida,SH208571.07FU
SH194700.07FU,Paraglomerales_sp,SH194700.07FU
SH199211.07FU,Xylariales_sp,SH199211.07FU
SH027338.07FU,Capnodiales_sp,SH027338.07FU
SH214190.07FU,Capnodiales_sp,SH214190.07FU
Dactylaria_ampulliformis,Dactylaria,Dactylaria_ampulliformis
SH477223.07FU,Dactylaria_ampulliformis,SH477223.07FU
SH029551.07FU,Chytridiomycota_sp,SH029551.07FU
SH523610.07FU,Pleosporales_sp,SH523610.07FU
SH083523.07FU,Sebacinales_Group_B_sp,SH083523.07FU
SH203042.07FU,Leotiomycetes_sp,SH203042.07FU
SH188472.07FU,Cortinarius_biformis,SH188472.07FU
SH491891.07FU,Fungi_sp,SH491891.07FU
Conocybe_echinata,Conocybe,Conocybe_echinata
SH001654.07FU,Conocybe_echinata,SH001654.07FU
SH177787.07FU,Tomentella_sp,SH177787.07FU
SH495887.07FU,Richoniella_sp,SH495887.07FU
Virgaria,Xylariaceae,Virgaria
Virgaria_nigra,Virgaria,Virgaria_nigra
SH012191.07FU,Virgaria_nigra,SH012191.07FU
Hohenbuehelia_petaloides,Hohenbuehelia,Hohenbuehelia_petaloides
SH494789.07FU,Hohenbuehelia_petaloides,SH494789.07FU
unidentified,Stereaceae,unidentified
Stereaceae_sp,unidentified,Stereaceae_sp
SH023456.07FU,Stereaceae_sp,SH023456.07FU
Absconditella,Stictidaceae,Absconditella
Absconditella_sp,Absconditella,Absconditella_sp
SH488495.07FU,Absconditella_sp,SH488495.07FU
SH003408.07FU,Odontia_sp,SH003408.07FU
SH019573.07FU,Fungi_sp,SH019573.07FU
Sordariaceae,Sordariales,Sordariaceae
unidentified,Sordariaceae,unidentified
Sordariaceae_sp,unidentified,Sordariaceae_sp
SH489653.07FU,Sordariaceae_sp,SH489653.07FU
Fellomyces_chinensis,Fellomyces,Fellomyces_chinensis
SH227117.07FU,Fellomyces_chinensis,SH227117.07FU
SH182950.07FU,Cystoderma_amianthinum,SH182950.07FU
SH184403.07FU,Tomentella_sp,SH184403.07FU
SH214460.07FU,Cenococcum_sp,SH214460.07FU
Saccharicola_bicolor,Saccharicola,Saccharicola_bicolor
SH180758.07FU,Saccharicola_bicolor,SH180758.07FU
Fellomyces_sp,Fellomyces,Fellomyces_sp
SH001471.07FU,Fellomyces_sp,SH001471.07FU
SH018253.07FU,Agaricomycetes_sp,SH018253.07FU
Hymenoscyphus_menthae,Hymenoscyphus,Hymenoscyphus_menthae
SH489326.07FU,Hymenoscyphus_menthae,SH489326.07FU
Rhizophagus_irregularis,Rhizophagus,Rhizophagus_irregularis
SH175543.07FU,Rhizophagus_irregularis,SH175543.07FU
SH205580.07FU,Ascomycota_sp,SH205580.07FU
Thielaviopsis,Ceratocystidaceae,Thielaviopsis
Thielaviopsis_basicola,Thielaviopsis,Thielaviopsis_basicola
SH200142.07FU,Thielaviopsis_basicola,SH200142.07FU
SH205941.07FU,Cystobasidiomycetes_sp,SH205941.07FU
Oberwinklerozyma,Microbotryomycetes_fam_Incertae_sedis,Oberwinklerozyma
Oberwinklerozyma_yarrowii,Oberwinklerozyma,Oberwinklerozyma_yarrowii
SH198363.07FU,Oberwinklerozyma_yarrowii,SH198363.07FU
SH177862.07FU,Tomentella_sp,SH177862.07FU
SH198677.07FU,Fungi_sp,SH198677.07FU
Orbilia_ebuli,Orbilia,Orbilia_ebuli
SH493746.07FU,Orbilia_ebuli,SH493746.07FU
Pezicula_sp,Pezicula,Pezicula_sp
SH013297.07FU,Pezicula_sp,SH013297.07FU
SH212029.07FU,Chaetothyriales_sp,SH212029.07FU
Strossmayeria,Helotiaceae,Strossmayeria
Strossmayeria_basitricha,Strossmayeria,Strossmayeria_basitricha
SH492821.07FU,Strossmayeria_basitricha,SH492821.07FU
Hymenochaete,Hymenochaetaceae,Hymenochaete
Hymenochaete_fuliginosa,Hymenochaete,Hymenochaete_fuliginosa
SH175133.07FU,Hymenochaete_fuliginosa,SH175133.07FU
Leucopaxillus_alboalutaceus,Leucopaxillus,Leucopaxillus_alboalutaceus
SH478669.07FU,Leucopaxillus_alboalutaceus,SH478669.07FU
SH008508.07FU,Mortierellales_sp,SH008508.07FU
SH002110.07FU,Meliniomyces_sp,SH002110.07FU
SH468550.07FU,Rozellomycota_sp,SH468550.07FU
SH487998.07FU,Fungi_sp,SH487998.07FU
Hygrophorus_mesotephrus,Hygrophorus,Hygrophorus_mesotephrus
SH000341.07FU,Hygrophorus_mesotephrus,SH000341.07FU
Orbilia_sarraziniana,Orbilia,Orbilia_sarraziniana
SH524363.07FU,Orbilia_sarraziniana,SH524363.07FU
Triparticalcar,Spizellomycetaceae,Triparticalcar
Triparticalcar_sp,Triparticalcar,Triparticalcar_sp
SH484377.07FU,Triparticalcar_sp,SH484377.07FU
SH489155.07FU,Inocybe_sp,SH489155.07FU
SH495488.07FU,Fungi_sp,SH495488.07FU
SH527208.07FU,Geoglossum_sp,SH527208.07FU
SH027747.07FU,Orbiliomycetes_sp,SH027747.07FU
SH194140.07FU,Tricharina_sp,SH194140.07FU
Clitopilus_hobsonii,Clitopilus,Clitopilus_hobsonii
SH190267.07FU,Clitopilus_hobsonii,SH190267.07FU
SH476901.07FU,Ascomycota_sp,SH476901.07FU
SH007432.07FU,Ceratobasidiaceae_sp,SH007432.07FU
Backusellaceae,Mucorales,Backusellaceae
Backusella,Backusellaceae,Backusella
Backusella_lamprospora,Backusella,Backusella_lamprospora
SH209231.07FU,Backusella_lamprospora,SH209231.07FU
Pilaira,Mucoraceae,Pilaira
Pilaira_anomala,Pilaira,Pilaira_anomala
SH178565.07FU,Pilaira_anomala,SH178565.07FU
Gliomastix,Hypocreales_fam_Incertae_sedis,Gliomastix
Gliomastix_cerealis,Gliomastix,Gliomastix_cerealis
SH207987.07FU,Gliomastix_cerealis,SH207987.07FU
SH199235.07FU,Inocybe_hirtella,SH199235.07FU
SH185747.07FU,Pezizaceae_sp,SH185747.07FU
Hyphodontia_pallidula,Hyphodontia,Hyphodontia_pallidula
SH202172.07FU,Hyphodontia_pallidula,SH202172.07FU
SH178573.07FU,Mucor_flavus,SH178573.07FU
SH213330.07FU,Cladophialophora_sp,SH213330.07FU
SH201708.07FU,Helotiales_sp,SH201708.07FU
SH017146.07FU,Sordariomycetes_sp,SH017146.07FU
SH006002.07FU,Leotiomycetes_sp,SH006002.07FU
Dictyocatenulata,Pezizomycotina_fam_Incertae_sedis,Dictyocatenulata
Dictyocatenulata_sp,Dictyocatenulata,Dictyocatenulata_sp
SH475410.07FU,Dictyocatenulata_sp,SH475410.07FU
SH011240.07FU,Rhodotorula_sp,SH011240.07FU
Cortinarius_depressus,Cortinarius,Cortinarius_depressus
SH188478.07FU,Cortinarius_depressus,SH188478.07FU
SH009495.07FU,Sebacinales_sp,SH009495.07FU
