entityID,entityType
14261,sequence
14269,organism
14268,sequence
14276,organism
14275,sequence
14283,organism
14282,sequence
14290,organism
14289,sequence
14297,organism
14296,sequence
14304,organism
14303,sequence
14311,organism
14310,sequence
14318,organism
14317,sequence
14325,organism
14324,sequence
14332,organism
14331,sequence
14339,organism
14338,sequence
14346,organism
14345,sequence
14353,organism
14352,sequence
14360,organism
14359,sequence
14367,organism
14366,sequence
14374,organism
14373,sequence
14381,organism
14380,sequence
14388,organism
14387,sequence
14395,organism
14394,sequence
14402,organism
14401,sequence
14409,organism
14408,sequence
14416,organism
14415,sequence
14423,organism
14422,sequence
14430,organism
14429,sequence
14437,organism
14436,sequence
14444,organism
14443,sequence
14451,organism
14450,sequence
14458,organism
14457,sequence
14465,organism
14464,sequence
14472,organism
14471,sequence
14479,organism
14478,sequence
14486,organism
14485,sequence
14493,organism
14492,sequence
14500,organism
14499,sequence
14507,organism
14506,sequence
14514,organism
14513,sequence
14521,organism
14520,sequence
14528,organism
14527,sequence
14535,organism
14534,sequence
14542,organism
14541,sequence
14549,organism
14548,sequence
14556,organism
14555,sequence
14563,organism
14562,sequence
14570,organism
14569,sequence
14577,organism
14576,sequence
14584,organism
14583,sequence
14591,organism
14590,sequence
14598,organism
14597,sequence
14605,organism
14604,sequence
14612,organism
14611,sequence
14619,organism
14618,sequence
14626,organism
14625,sequence
14633,organism
14632,sequence
14640,organism
14639,sequence
14647,organism
14646,sequence
14654,organism
14653,sequence
14661,organism
14660,sequence
14668,organism
14667,sequence
14675,organism
14674,sequence
14682,organism
14681,sequence
14689,organism
14688,sequence
14696,organism
14695,sequence
14703,organism
14702,sequence
14710,organism
14709,sequence
14717,organism
14716,sequence
14724,organism
14723,sequence
14731,organism
14730,sequence
14738,organism
14737,sequence
14745,organism
14744,sequence
14752,organism
14751,sequence
14759,organism
14758,sequence
14766,organism
14765,sequence
14773,organism
14772,sequence
14780,organism
14779,sequence
14787,organism
14786,sequence
14794,organism
14793,sequence
14801,organism
14800,sequence
14808,organism
14807,sequence
14815,organism
14814,sequence
14822,organism
14821,sequence
14829,organism
14828,sequence
14836,organism
14835,sequence
14843,organism
14842,sequence
14850,organism
14849,sequence
14857,organism
14856,sequence
14864,organism
14863,sequence
14871,organism
14870,sequence
14878,organism
14877,sequence
14885,organism
14884,sequence
14892,organism
14891,sequence
14899,organism
14898,sequence
14906,organism
14905,sequence
14913,organism
14912,sequence
14920,organism
14919,sequence
14927,organism
14926,sequence
14934,organism
14933,sequence
14941,organism
14940,sequence
14948,organism
14947,sequence
14955,organism
14954,sequence
14962,organism
14961,sequence
14969,organism
14968,sequence
14976,organism
14975,sequence
14983,organism
14982,sequence
14990,organism
14989,sequence
14997,organism
14996,sequence
15004,organism
15003,sequence
15011,organism
15010,sequence
15018,organism
15017,sequence
15025,organism
15024,sequence
15032,organism
15031,sequence
15039,organism
15038,sequence
15046,organism
15045,sequence
15053,organism
15052,sequence
15060,organism
15059,sequence
15067,organism
15066,sequence
15074,organism
15073,sequence
15081,organism
15080,sequence
15088,organism
15087,sequence
15095,organism
15094,sequence
15102,organism
15101,sequence
15109,organism
15108,sequence
15116,organism
15115,sequence
15123,organism
15122,sequence
15130,organism
15129,sequence
15137,organism
15136,sequence
15144,organism
15143,sequence
15151,organism
15150,sequence
15158,organism
15157,sequence
15165,organism
15164,sequence
15172,organism
15171,sequence
15179,organism
15178,sequence
15186,organism
15185,sequence
15193,organism
15192,sequence
15200,organism
15199,sequence
15207,organism
15206,sequence
15214,organism
15213,sequence
15221,organism
15220,sequence
15228,organism
15227,sequence
15235,organism
15234,sequence
15242,organism
15241,sequence
15249,organism
15248,sequence
15256,organism
15255,sequence
15263,organism
15262,sequence
15270,organism
15269,sequence
15277,organism
15276,sequence
15284,organism
15283,sequence
15291,organism
15290,sequence
15298,organism
15297,sequence
15305,organism
15304,sequence
15312,organism
15311,sequence
15319,organism
15318,sequence
15326,organism
15325,sequence
15333,organism
15332,sequence
15340,organism
15339,sequence
15347,organism
15346,sequence
15354,organism
15353,sequence
15361,organism
15360,sequence
15368,organism
15367,sequence
15375,organism
15374,sequence
15382,organism
15381,sequence
15389,organism
15388,sequence
15396,organism
15395,sequence
15403,organism
15402,sequence
15410,organism
15409,sequence
15417,organism
15416,sequence
15424,organism
15423,sequence
15431,organism
15430,sequence
15438,organism
15437,sequence
15445,organism
15444,sequence
15452,organism
15451,sequence
15459,organism
15458,sequence
15466,organism
15465,sequence
15473,organism
15472,sequence
15480,organism
15479,sequence
15487,organism
15486,sequence
15494,organism
15493,sequence
15501,organism
15500,sequence
15508,organism
15507,sequence
15515,organism
15514,sequence
15522,organism
15521,sequence
15529,organism
15528,sequence
15536,organism
15535,sequence
15543,organism
15542,sequence
15550,organism
15549,sequence
15557,organism
15556,sequence
15564,organism
15563,sequence
15571,organism
15570,sequence
15578,organism
15577,sequence
15585,organism
15584,sequence
15592,organism
15591,sequence
15599,organism
15598,sequence
15606,organism
15605,sequence
15613,organism
15612,sequence
15620,organism
15619,sequence
15627,organism
15626,sequence
15634,organism
15633,sequence
15641,organism
15640,sequence
15648,organism
15647,sequence
15655,organism
15654,sequence
15662,organism
15661,sequence
15669,organism
15668,sequence
15676,organism
15675,sequence
15683,organism
15682,sequence
15690,organism
15689,sequence
15697,organism
15696,sequence
15704,organism
15703,sequence
15711,organism
15710,sequence
15718,organism
15717,sequence
15725,organism
15724,sequence
15732,organism
15731,sequence
15739,organism
15738,sequence
15746,organism
15745,sequence
15753,organism
15752,sequence
15760,organism
15759,sequence
15767,organism
15766,sequence
15774,organism
15773,sequence
15781,organism
15780,sequence
15788,organism
15787,sequence
15795,organism
15794,sequence
15802,organism
15801,sequence
15809,organism
15808,sequence
15816,organism
15815,sequence
15823,organism
15822,sequence
15830,organism
15829,sequence
15837,organism
15836,sequence
15844,organism
15843,sequence
15851,organism
15850,sequence
15858,organism
15857,sequence
15865,organism
15864,sequence
15872,organism
15871,sequence
15879,organism
15878,sequence
15886,organism
15885,sequence
15893,organism
15892,sequence
15900,organism
15899,sequence
15907,organism
15906,sequence
15914,organism
15913,sequence
15921,organism
15920,sequence
15928,organism
15927,sequence
15935,organism
15934,sequence
15942,organism
15941,sequence
15949,organism
15948,sequence
15956,organism
15955,sequence
15963,organism
15962,sequence
15970,organism
15969,sequence
15977,organism
15976,sequence
15984,organism
15983,sequence
15991,organism
15990,sequence
15998,organism
15997,sequence
16005,organism
16004,sequence
16012,organism
16011,sequence
16019,organism
16018,sequence
16026,organism
16025,sequence
16033,organism
16032,sequence
16040,organism
16039,sequence
16047,organism
16046,sequence
16054,organism
16053,sequence
16061,organism
16060,sequence
16068,organism
16067,sequence
16075,organism
16074,sequence
16082,organism
16081,sequence
16089,organism
16088,sequence
16096,organism
16095,sequence
16103,organism
16102,sequence
16110,organism
16109,sequence
16117,organism
16116,sequence
16124,organism
16123,sequence
16131,organism
16130,sequence
16138,organism
16137,sequence
16145,organism
16144,sequence
16152,organism
16151,sequence
16159,organism
16158,sequence
16166,organism
16165,sequence
16173,organism
16172,sequence
16180,organism
16179,sequence
16187,organism
16186,sequence
16194,organism
16193,sequence
16201,organism
16200,sequence
16208,organism
16207,sequence
16215,organism
16214,sequence
16222,organism
16221,sequence
16229,organism
16228,sequence
16236,organism
16235,sequence
16243,organism
16242,sequence
16250,organism
16249,sequence
16257,organism
16256,sequence
16264,organism
16263,sequence
16271,organism
16270,sequence
16278,organism
16277,sequence
16285,organism
16284,sequence
16292,organism
16291,sequence
16299,organism
16298,sequence
16306,organism
16305,sequence
16313,organism
16312,sequence
16320,organism
16319,sequence
16327,organism
16326,sequence
16334,organism
16333,sequence
16341,organism
16340,sequence
16348,organism
16347,sequence
16355,organism
16354,sequence
16362,organism
16361,sequence
16369,organism
16368,sequence
16376,organism
16375,sequence
16383,organism
16382,sequence
16390,organism
16389,sequence
16397,organism
16396,sequence
16404,organism
16403,sequence
16411,organism
16410,sequence
16418,organism
16417,sequence
16425,organism
16424,sequence
16432,organism
16431,sequence
16439,organism
16438,sequence
16446,organism
16445,sequence
16453,organism
16452,sequence
16460,organism
16459,sequence
16467,organism
16466,sequence
16474,organism
16473,sequence
16481,organism
16480,sequence
16488,organism
16487,sequence
16495,organism
16494,sequence
16502,organism
16501,sequence
16509,organism
16508,sequence
16516,organism
16515,sequence
16523,organism
16522,sequence
16530,organism
16529,sequence
16537,organism
16536,sequence
16544,organism
16543,sequence
16551,organism
16550,sequence
16558,organism
16557,sequence
16565,organism
16564,sequence
16572,organism
16571,sequence
16579,organism
16578,sequence
16586,organism
16585,sequence
16593,organism
16592,sequence
16600,organism
16599,sequence
16607,organism
16606,sequence
16614,organism
16613,sequence
16621,organism
16620,sequence
16628,organism
16627,sequence
16635,organism
16634,sequence
16642,organism
16641,sequence
16649,organism
16648,sequence
16656,organism
16655,sequence
16663,organism
16662,sequence
16670,organism
16669,sequence
16677,organism
16676,sequence
16684,organism
16683,sequence
16691,organism
16690,sequence
16698,organism
16697,sequence
16705,organism
16704,sequence
16712,organism
16711,sequence
16719,organism
16718,sequence
16726,organism
16725,sequence
16733,organism
16732,sequence
16740,organism
16739,sequence
16747,organism
16746,sequence
16754,organism
16753,sequence
16761,organism
16760,sequence
16768,organism
16767,sequence
16775,organism
16774,sequence
16782,organism
16781,sequence
16789,organism
16788,sequence
16796,organism
16795,sequence
16803,organism
16802,sequence
16810,organism
16809,sequence
16817,organism
16816,sequence
16824,organism
16823,sequence
16831,organism
16830,sequence
16838,organism
16837,sequence
16845,organism
16844,sequence
16852,organism
16851,sequence
16859,organism
16858,sequence
16866,organism
16865,sequence
16873,organism
16872,sequence
16880,organism
16879,sequence
16887,organism
16886,sequence
16894,organism
16893,sequence
16901,organism
16900,sequence
16908,organism
16907,sequence
16915,organism
16914,sequence
16922,organism
16921,sequence
16929,organism
16928,sequence
16936,organism
16935,sequence
16943,organism
16942,sequence
16950,organism
16949,sequence
16957,organism
16956,sequence
16964,organism
16963,sequence
16971,organism
16970,sequence
16978,organism
16977,sequence
16985,organism
16984,sequence
16992,organism
16991,sequence
16999,organism
16998,sequence
17006,organism
17005,sequence
17013,organism
17012,sequence
17020,organism
17019,sequence
17027,organism
17026,sequence
17034,organism
17033,sequence
17041,organism
17040,sequence
17048,organism
17047,sequence
17055,organism
17054,sequence
17062,organism
17061,sequence
17069,organism
17068,sequence
17076,organism
17075,sequence
17083,organism
17082,sequence
17090,organism
17089,sequence
17097,organism
17096,sequence
17104,organism
17103,sequence
17111,organism
17110,sequence
17118,organism
17117,sequence
17125,organism
17124,sequence
17132,organism
17131,sequence
17139,organism
17138,sequence
17146,organism
17145,sequence
17153,organism
17152,sequence
17160,organism
17159,sequence
17167,organism
17166,sequence
17174,organism
17173,sequence
17181,organism
17180,sequence
17188,organism
17187,sequence
17195,organism
17194,sequence
17202,organism
17201,sequence
17209,organism
17208,sequence
17216,organism
17215,sequence
17223,organism
17222,sequence
17230,organism
17229,sequence
17237,organism
17236,sequence
17244,organism
17243,sequence
17251,organism
17250,sequence
17258,organism
17257,sequence
17265,organism
17264,sequence
17272,organism
17271,sequence
17279,organism
17278,sequence
17286,organism
17285,sequence
17293,organism
17292,sequence
17300,organism
17299,sequence
17307,organism
17306,sequence
17314,organism
17313,sequence
17321,organism
17320,sequence
17328,organism
17327,sequence
17335,organism
17334,sequence
17342,organism
17341,sequence
17349,organism
17348,sequence
17356,organism
17355,sequence
17363,organism
17362,sequence
17370,organism
17369,sequence
17377,organism
17376,sequence
17384,organism
17383,sequence
17391,organism
17390,sequence
17398,organism
17397,sequence
17405,organism
17404,sequence
17412,organism
17411,sequence
17419,organism
17418,sequence
17426,organism
17425,sequence
17433,organism
17432,sequence
17440,organism
17439,sequence
17447,organism
17446,sequence
17454,organism
17453,sequence
17461,organism
17460,sequence
17468,organism
17467,sequence
17475,organism
17474,sequence
17482,organism
17481,sequence
17489,organism
17488,sequence
17496,organism
17495,sequence
17503,organism
17502,sequence
17510,organism
17509,sequence
17517,organism
17516,sequence
17524,organism
17523,sequence
17531,organism
17530,sequence
17538,organism
17537,sequence
17545,organism
17544,sequence
17552,organism
17551,sequence
17559,organism
17558,sequence
17566,organism
17565,sequence
17573,organism
17572,sequence
17580,organism
17579,sequence
17587,organism
17586,sequence
17594,organism
17593,sequence
17601,organism
17600,sequence
17608,organism
17607,sequence
17615,organism
17614,sequence
17622,organism
17621,sequence
17629,organism
17628,sequence
17636,organism
17635,sequence
17643,organism
17642,sequence
17650,organism
17649,sequence
17657,organism
