entityID,entityType
79152,organism
79151,sequence
79159,organism
79158,sequence
79166,organism
79165,sequence
79173,organism
79172,sequence
79180,organism
79179,sequence
79187,organism
79186,sequence
79194,organism
79193,sequence
79201,organism
79200,sequence
79208,organism
79207,sequence
79215,organism
79214,sequence
79222,organism
79221,sequence
79229,organism
79228,sequence
79236,organism
79235,sequence
79243,organism
79242,sequence
79250,organism
79249,sequence
79257,organism
79256,sequence
79264,organism
79263,sequence
79271,organism
79270,sequence
79278,organism
79277,sequence
79285,organism
79284,sequence
79292,organism
79291,sequence
79299,organism
79298,sequence
79306,organism
79305,sequence
79313,organism
79312,sequence
79320,organism
79319,sequence
79327,organism
79326,sequence
79334,organism
79333,sequence
79341,organism
79340,sequence
79348,organism
79347,sequence
79355,organism
79354,sequence
79362,organism
79361,sequence
79369,organism
79368,sequence
79376,organism
79375,sequence
79383,organism
79382,sequence
79390,organism
79389,sequence
79397,organism
79396,sequence
79404,organism
79403,sequence
79411,organism
79410,sequence
79418,organism
79417,sequence
79425,organism
79424,sequence
79432,organism
79431,sequence
79439,organism
79438,sequence
79446,organism
79445,sequence
79453,organism
79452,sequence
79460,organism
79459,sequence
79467,organism
79466,sequence
79474,organism
79473,sequence
79481,organism
79480,sequence
79488,organism
79487,sequence
79495,organism
79494,sequence
79502,organism
79501,sequence
79509,organism
79508,sequence
79516,organism
79515,sequence
79523,organism
79522,sequence
79530,organism
79529,sequence
79537,organism
79536,sequence
79544,organism
79543,sequence
79551,organism
79550,sequence
79558,organism
79557,sequence
79565,organism
79564,sequence
79572,organism
79571,sequence
79579,organism
79578,sequence
79586,organism
79585,sequence
79593,organism
79592,sequence
79600,organism
79599,sequence
79607,organism
79606,sequence
79614,organism
79613,sequence
79621,organism
79620,sequence
79628,organism
79627,sequence
79635,organism
79634,sequence
79642,organism
79641,sequence
79649,organism
79648,sequence
79656,organism
79655,sequence
79663,organism
79662,sequence
79670,organism
79669,sequence
79677,organism
79676,sequence
79684,organism
79683,sequence
79691,organism
79690,sequence
79698,organism
79697,sequence
79705,organism
79704,sequence
79712,organism
79711,sequence
79719,organism
79718,sequence
79726,organism
79725,sequence
79733,organism
79732,sequence
79740,organism
79739,sequence
79747,organism
79746,sequence
79754,organism
79753,sequence
79761,organism
79760,sequence
79768,organism
79767,sequence
79775,organism
79774,sequence
79782,organism
79781,sequence
79789,organism
79788,sequence
79796,organism
79795,sequence
79803,organism
79802,sequence
79810,organism
79809,sequence
79817,organism
79816,sequence
79824,organism
79823,sequence
79831,organism
79830,sequence
79838,organism
79837,sequence
79845,organism
79844,sequence
79852,organism
79851,sequence
79859,organism
79858,sequence
79866,organism
79865,sequence
79873,organism
79872,sequence
79880,organism
79879,sequence
79887,organism
79886,sequence
79894,organism
79893,sequence
79901,organism
79900,sequence
79908,organism
79907,sequence
79915,organism
79914,sequence
79922,organism
79921,sequence
79929,organism
79928,sequence
79936,organism
79935,sequence
79943,organism
79942,sequence
79950,organism
79949,sequence
79957,organism
79956,sequence
79964,organism
79963,sequence
79971,organism
79970,sequence
79978,organism
79977,sequence
79985,organism
79984,sequence
79992,organism
79991,sequence
79999,organism
79998,sequence
80006,organism
80005,sequence
80013,organism
80012,sequence
80020,organism
80019,sequence
80027,organism
80026,sequence
80034,organism
80033,sequence
80041,organism
80040,sequence
80048,organism
80047,sequence
80055,organism
80054,sequence
80062,organism
80061,sequence
80069,organism
80068,sequence
80076,organism
80075,sequence
80083,organism
80082,sequence
80090,organism
80089,sequence
80097,organism
80096,sequence
80104,organism
80103,sequence
80111,organism
80110,sequence
80118,organism
80117,sequence
80125,organism
80124,sequence
80132,organism
80131,sequence
80139,organism
80138,sequence
80146,organism
80145,sequence
80153,organism
80152,sequence
80160,organism
80159,sequence
80167,organism
80166,sequence
80174,organism
80173,sequence
80181,organism
80180,sequence
80188,organism
80187,sequence
80195,organism
80194,sequence
80202,organism
80201,sequence
80209,organism
80208,sequence
80216,organism
80215,sequence
80223,organism
80222,sequence
80230,organism
80229,sequence
80237,organism
80236,sequence
80244,organism
80243,sequence
80251,organism
80250,sequence
80258,organism
80257,sequence
80265,organism
80264,sequence
80272,organism
80271,sequence
80279,organism
80278,sequence
80286,organism
80285,sequence
80293,organism
80292,sequence
80300,organism
80299,sequence
80307,organism
80306,sequence
80314,organism
80313,sequence
80321,organism
80320,sequence
80328,organism
80327,sequence
80335,organism
80334,sequence
80342,organism
80341,sequence
80349,organism
80348,sequence
80356,organism
80355,sequence
80363,organism
80362,sequence
80370,organism
80369,sequence
80377,organism
80376,sequence
80384,organism
80383,sequence
80391,organism
80390,sequence
80398,organism
80397,sequence
80405,organism
80404,sequence
80412,organism
80411,sequence
80419,organism
80418,sequence
80426,organism
80425,sequence
80433,organism
80432,sequence
80440,organism
80439,sequence
80447,organism
80446,sequence
80454,organism
80453,sequence
80461,organism
80460,sequence
80468,organism
80467,sequence
80475,organism
80474,sequence
80482,organism
80481,sequence
80489,organism
80488,sequence
80496,organism
80495,sequence
80503,organism
80502,sequence
80510,organism
80509,sequence
80517,organism
80516,sequence
80524,organism
80523,sequence
80531,organism
80530,sequence
80538,organism
80537,sequence
80545,organism
80544,sequence
80552,organism
80551,sequence
80559,organism
80558,sequence
80566,organism
80565,sequence
80573,organism
80572,sequence
80580,organism
80579,sequence
80587,organism
80586,sequence
80594,organism
80593,sequence
80601,organism
80600,sequence
80608,organism
80607,sequence
80615,organism
80614,sequence
80622,organism
80621,sequence
80629,organism
80628,sequence
80636,organism
80635,sequence
80643,organism
80642,sequence
80650,organism
80649,sequence
80657,organism
80656,sequence
80664,organism
80663,sequence
80671,organism
80670,sequence
80678,organism
80677,sequence
80685,organism
80684,sequence
80692,organism
80691,sequence
80699,organism
80698,sequence
80706,organism
80705,sequence
80713,organism
80712,sequence
80720,organism
80719,sequence
80727,organism
80726,sequence
80734,organism
80733,sequence
80741,organism
80740,sequence
80748,organism
80747,sequence
80755,organism
80754,sequence
80762,organism
80761,sequence
80769,organism
80768,sequence
80776,organism
80775,sequence
80783,organism
80782,sequence
80790,organism
80789,sequence
80797,organism
80796,sequence
80804,organism
80803,sequence
80811,organism
80810,sequence
80818,organism
80817,sequence
80825,organism
80824,sequence
80832,organism
80831,sequence
80839,organism
80838,sequence
80846,organism
80845,sequence
80853,organism
80852,sequence
80860,organism
80859,sequence
80867,organism
80866,sequence
80874,organism
80873,sequence
80881,organism
80880,sequence
80888,organism
80887,sequence
80895,organism
80894,sequence
80902,organism
80901,sequence
80909,organism
80908,sequence
80916,organism
80915,sequence
80923,organism
80922,sequence
80930,organism
80929,sequence
80937,organism
80936,sequence
80944,organism
80943,sequence
80951,organism
80950,sequence
80958,organism
80957,sequence
80965,organism
80964,sequence
80972,organism
80971,sequence
80979,organism
80978,sequence
80986,organism
80985,sequence
80993,organism
80992,sequence
81000,organism
80999,sequence
81007,organism
81006,sequence
81014,organism
81013,sequence
81021,organism
81020,sequence
81028,organism
81027,sequence
81035,organism
81034,sequence
81042,organism
81041,sequence
81049,organism
81048,sequence
81056,organism
81055,sequence
81063,organism
81062,sequence
81070,organism
81069,sequence
81077,organism
81076,sequence
81084,organism
81083,sequence
81091,organism
81090,sequence
81098,organism
81097,sequence
81105,organism
81104,sequence
81112,organism
81111,sequence
81119,organism
81118,sequence
81126,organism
81125,sequence
81133,organism
81132,sequence
81140,organism
81139,sequence
81147,organism
81146,sequence
81154,organism
81153,sequence
81161,organism
81160,sequence
81168,organism
81167,sequence
81175,organism
81174,sequence
81182,organism
81181,sequence
81189,organism
81188,sequence
81196,organism
81195,sequence
81203,organism
81202,sequence
81210,organism
81209,sequence
81217,organism
81216,sequence
81224,organism
81223,sequence
81231,organism
81230,sequence
81238,organism
81237,sequence
81245,organism
81244,sequence
81252,organism
81251,sequence
81259,organism
81258,sequence
81266,organism
81265,sequence
81273,organism
81272,sequence
81280,organism
81279,sequence
81287,organism
81286,sequence
81294,organism
81293,sequence
81301,organism
81300,sequence
81308,organism
81307,sequence
81315,organism
81314,sequence
81322,organism
81321,sequence
81329,organism
81328,sequence
81336,organism
81335,sequence
81343,organism
81342,sequence
81350,organism
81349,sequence
81357,organism
81356,sequence
81364,organism
81363,sequence
81371,organism
81370,sequence
81378,organism
81377,sequence
81385,organism
81384,sequence
81392,organism
81391,sequence
81399,organism
81398,sequence
81406,organism
81405,sequence
81413,organism
81412,sequence
81420,organism
81419,sequence
81427,organism
81426,sequence
81434,organism
81433,sequence
81441,organism
81440,sequence
81448,organism
81447,sequence
81455,organism
81454,sequence
81462,organism
81461,sequence
81469,organism
81468,sequence
81476,organism
81475,sequence
81483,organism
81482,sequence
81490,organism
81489,sequence
81497,organism
81496,sequence
81504,organism
81503,sequence
81511,organism
81510,sequence
81518,organism
81517,sequence
81525,organism
81524,sequence
81532,organism
81531,sequence
81539,organism
81538,sequence
81546,organism
81545,sequence
81553,organism
81552,sequence
81560,organism
81559,sequence
81567,organism
81566,sequence
81574,organism
81573,sequence
81581,organism
81580,sequence
81588,organism
81587,sequence
81595,organism
81594,sequence
81602,organism
81601,sequence
81609,organism
81608,sequence
81616,organism
81615,sequence
81623,organism
81622,sequence
81630,organism
81629,sequence
81637,organism
81636,sequence
81644,organism
81643,sequence
81651,organism
81650,sequence
81658,organism
81657,sequence
81665,organism
81664,sequence
81672,organism
81671,sequence
81679,organism
81678,sequence
81686,organism
81685,sequence
81693,organism
81692,sequence
81700,organism
81699,sequence
81707,organism
81706,sequence
81714,organism
81713,sequence
81721,organism
81720,sequence
81728,organism
81727,sequence
81735,organism
81734,sequence
81742,organism
81741,sequence
81749,organism
81748,sequence
81756,organism
81755,sequence
81763,organism
81762,sequence
81770,organism
81769,sequence
81777,organism
81776,sequence
81784,organism
81783,sequence
81791,organism
81790,sequence
81798,organism
81797,sequence
81805,organism
81804,sequence
81812,organism
81811,sequence
81819,organism
81818,sequence
81826,organism
81825,sequence
81833,organism
81832,sequence
81840,organism
81839,sequence
81847,organism
81846,sequence
81854,organism
81853,sequence
81861,organism
81860,sequence
81868,organism
81867,sequence
81875,organism
81874,sequence
81882,organism
81881,sequence
81889,organism
81888,sequence
81896,organism
81895,sequence
81903,organism
81902,sequence
81910,organism
81909,sequence
81917,organism
81916,sequence
81924,organism
81923,sequence
81931,organism
81930,sequence
81938,organism
81937,sequence
81945,organism
81944,sequence
81952,organism
81951,sequence
81959,organism
81958,sequence
81966,organism
81965,sequence
81973,organism
81972,sequence
81980,organism
81979,sequence
81987,organism
81986,sequence
81994,organism
81993,sequence
82001,organism
82000,sequence
82008,organism
82007,sequence
82015,organism
82014,sequence
82022,organism
82021,sequence
82029,organism
82028,sequence
82036,organism
82035,sequence
82043,organism
82042,sequence
82050,organism
82049,sequence
82057,organism
82056,sequence
82064,organism
82063,sequence
82071,organism
82070,sequence
82078,organism
82077,sequence
82085,organism
82084,sequence
82092,organism
82091,sequence
82099,organism
82098,sequence
82106,organism
82105,sequence
82113,organism
82112,sequence
82120,organism
82119,sequence
82127,organism
82126,sequence
82134,organism
82133,sequence
82141,organism
82140,sequence
82148,organism
82147,sequence
82155,organism
82154,sequence
82162,organism
82161,sequence
82169,organism
82168,sequence
82176,organism
82175,sequence
82183,organism
82182,sequence
82190,organism
82189,sequence
82197,organism
82196,sequence
82204,organism
82203,sequence
82211,organism
82210,sequence
82218,organism
82217,sequence
82225,organism
82224,sequence
82232,organism
82231,sequence
82239,organism
82238,sequence
82246,organism
82245,sequence
82253,organism
82252,sequence
82260,organism
82259,sequence
82267,organism
82266,sequence
82274,organism
82273,sequence
82281,organism
82280,sequence
82288,organism
82287,sequence
82295,organism
82294,sequence
82302,organism
82301,sequence
82309,organism
82308,sequence
82316,organism
82315,sequence
82323,organism
82322,sequence
82330,organism
82329,sequence
82337,organism
82336,sequence
82344,organism
82343,sequence
82351,organism
82350,sequence
82358,organism
82357,sequence
82365,organism
82364,sequence
82372,organism
82371,sequence
82379,organism
82378,sequence
82386,organism
82385,sequence
82393,organism
82392,sequence
82400,organism
82399,sequence
82407,organism
82406,sequence
82414,organism
82413,sequence
82421,organism
82420,sequence
82428,organism
82427,sequence
82435,organism
82434,sequence
82442,organism
82441,sequence
82449,organism
82448,sequence
82456,organism
82455,sequence
82463,organism
82462,sequence
82470,organism
82469,sequence
82477,organism
82476,sequence
82484,organism
82483,sequence
82491,organism
82490,sequence
82498,organism
82497,sequence
82505,organism
82504,sequence
82512,organism
82511,sequence
82519,organism
82518,sequence
82526,organism
82525,sequence
82533,organism
82532,sequence
82540,organism
82539,sequence
82547,organism
82546,sequence
82554,organism
82553,sequence
82561,organism
82560,sequence
82568,organism
82567,sequence
82575,organism
82574,sequence
82582,organism
82581,sequence
82589,organism
82588,sequence
82596,organism
82595,sequence
82603,organism
82602,sequence
82610,organism
82609,sequence
82617,organism
82616,sequence
82624,organism
82623,sequence
82631,organism
82630,sequence
82638,organism
82637,sequence
82645,organism
82644,sequence
82652,organism
82651,sequence
82659,organism
82658,sequence
82666,organism
82665,sequence
82673,organism
82672,sequence
82680,organism
82679,sequence
82687,organism
82686,sequence
82694,organism
82693,sequence
82701,organism
82700,sequence
82708,organism
82707,sequence
82715,organism
82714,sequence
82722,organism
82721,sequence
82729,organism
82728,sequence
82736,organism
82735,sequence
82743,organism
82742,sequence
82750,organism
82749,sequence
82757,organism
82756,sequence
82764,organism
82763,sequence
82771,organism
82770,sequence
82778,organism
82777,sequence
82785,organism
82784,sequence
82792,organism
82791,sequence
82799,organism
82798,sequence
82806,organism
82805,sequence
82813,organism
82812,sequence
82820,organism
82819,sequence
82827,organism
82826,sequence
82834,organism
82833,sequence
82841,organism
82840,sequence
82848,organism
82847,sequence
82855,organism
82854,sequence
82862,organism
82861,sequence
82869,organism
82868,sequence
82876,organism
82875,sequence
82883,organism
82882,sequence
82890,organism
82889,sequence
82897,organism
82896,sequence
82904,organism
82903,sequence
82911,organism
82910,sequence
82918,organism
82917,sequence
82925,organism
82924,sequence
82932,organism
82931,sequence
82939,organism
82938,sequence
82946,organism
82945,sequence
82953,organism
82952,sequence
82960,organism
82959,sequence
82967,organism
82966,sequence
82974,organism
82973,sequence
82981,organism
82980,sequence
82988,organism
82987,sequence
82995,organism
82994,sequence
83002,organism
83001,sequence
83009,organism
83008,sequence
83016,organism
83015,sequence
83023,organism
83022,sequence
83030,organism
83029,sequence
83037,organism
83036,sequence
83044,organism
83043,sequence
83051,organism
83050,sequence
83058,organism
83057,sequence
83065,organism
83064,sequence
83072,organism
83071,sequence
83079,organism
83078,sequence
83086,organism
83085,sequence
83093,organism
83092,sequence
83100,organism
83099,sequence
83107,organism
83106,sequence
83114,organism
83113,sequence
83121,organism
83120,sequence
83128,organism
83127,sequence
83135,organism
83134,sequence
83142,organism
83141,sequence
83149,organism
83148,sequence
83156,organism
83155,sequence
83163,organism
83162,sequence
83170,organism
83169,sequence
83177,organism
83176,sequence
83184,organism
83183,sequence
83191,organism
83190,sequence
83198,organism
83197,sequence
83205,organism
83204,sequence
83212,organism
83211,sequence
83219,organism
83218,sequence
83226,organism
83225,sequence
83233,organism
83232,sequence
83240,organism
83239,sequence
83247,organism
83246,sequence
83254,organism
83253,sequence
83261,organism
83260,sequence
83268,organism
83267,sequence
83275,organism
83274,sequence
83282,organism
83281,sequence
83289,organism
83288,sequence
83296,organism
83295,sequence
83303,organism
83302,sequence
83310,organism
83309,sequence
83317,organism
83316,sequence
83324,organism
83323,sequence
83331,organism
83330,sequence
83338,organism
83337,sequence
83345,organism
83344,sequence
83352,organism
83351,sequence
83359,organism
83358,sequence
83366,organism
83365,sequence
83373,organism
83372,sequence
83380,organism
83379,sequence
83387,organism
83386,sequence
83394,organism
83393,sequence
83401,organism
83400,sequence
83408,organism
83407,sequence
83415,organism
83414,sequence
83422,organism
83421,sequence
83429,organism
83428,sequence
83436,organism
83435,sequence
83443,organism
83442,sequence
83450,organism
83449,sequence
83457,organism
83456,sequence
83464,organism
83463,sequence
83471,organism
83470,sequence
83478,organism
83477,sequence
83485,organism
83484,sequence
83492,organism
83491,sequence
83499,organism
83498,sequence
83506,organism
83505,sequence
83513,organism
83512,sequence
83520,organism
83519,sequence
83527,organism
83526,sequence
83534,organism
83533,sequence
83541,organism
83540,sequence
83548,organism
83547,sequence
83555,organism
83554,sequence
83562,organism
83561,sequence
83569,organism
83568,sequence
83576,organism
83575,sequence
83583,organism
83582,sequence
83590,organism
83589,sequence
83597,organism
83596,sequence
83604,organism
83603,sequence
83611,organism
83610,sequence
83618,organism
83617,sequence
83625,organism
83624,sequence
83632,organism
83631,sequence
83639,organism
83638,sequence
83646,organism
83645,sequence
83653,organism
83652,sequence
83660,organism
83659,sequence
83667,organism
83666,sequence
83674,organism
83673,sequence
83681,organism
83680,sequence
83688,organism
83687,sequence
83695,organism
83694,sequence
83702,organism
83701,sequence
83709,organism
83708,sequence
83716,organism
83715,sequence
83723,organism
83722,sequence
83730,organism
83729,sequence
83737,organism
83736,sequence
83744,organism
83743,sequence
83751,organism
83750,sequence
83758,organism
83757,sequence
83765,organism
83764,sequence
83772,organism
83771,sequence
83779,organism
83778,sequence
83786,organism
83785,sequence
83793,organism
83792,sequence
83800,organism
83799,sequence
83807,organism
83806,sequence
83814,organism
83813,sequence
83821,organism
83820,sequence
83828,organism
83827,sequence
83835,organism
83834,sequence
83842,organism
83841,sequence
83849,organism
83848,sequence
83856,organism
83855,sequence
83863,organism
83862,sequence
83870,organism
83869,sequence
83877,organism
83876,sequence
83884,organism
83883,sequence
83891,organism
83890,sequence
83898,organism
83897,sequence
83905,organism
83904,sequence
83912,organism
83911,sequence
83919,organism
83918,sequence
83926,organism
83925,sequence
83933,organism
83932,sequence
83940,organism
83939,sequence
83947,organism
83946,sequence
83954,organism
83953,sequence
83961,organism
83960,sequence
83968,organism
83967,sequence
83975,organism
83974,sequence
83982,organism
83981,sequence
83989,organism
83988,sequence
83996,organism
83995,sequence
84003,organism
84002,sequence
84010,organism
84009,sequence
84017,organism
84016,sequence
84024,organism
84023,sequence
84031,organism
84030,sequence
84038,organism
84037,sequence
84045,organism
84044,sequence
84052,organism
84051,sequence
84059,organism
84058,sequence
84066,organism
84065,sequence
84073,organism
84072,sequence
84080,organism
84079,sequence
84087,organism
84086,sequence
84094,organism
84093,sequence
84101,organism
84100,sequence
84108,organism
84107,sequence
84115,organism
84114,sequence
84122,organism
84121,sequence
84129,organism
84128,sequence
84136,organism
84135,sequence
84143,organism
84142,sequence
84150,organism
84149,sequence
84157,organism
84156,sequence
84164,organism
84163,sequence
84171,organism
84170,sequence
84178,organism
84177,sequence
84185,organism
84184,sequence
84192,organism
84191,sequence
84199,organism
84198,sequence
84206,organism
84205,sequence
84213,organism
84212,sequence
84220,organism
84219,sequence
84227,organism
84226,sequence
84234,organism
84233,sequence
84241,organism
84240,sequence
84248,organism
84247,sequence
84255,organism
84254,sequence
84262,organism
84261,sequence
84269,organism
84268,sequence
84276,organism
84275,sequence
84283,organism
84282,sequence
84290,organism
84289,sequence
84297,organism
84296,sequence
84304,organism
84303,sequence
84311,organism
84310,sequence
84318,organism
84317,sequence
84325,organism
84324,sequence
84332,organism
84331,sequence
84339,organism
84338,sequence
84346,organism
84345,sequence
84353,organism
84352,sequence
84360,organism
84359,sequence
84367,organism
84366,sequence
84374,organism
84373,sequence
84381,organism
84380,sequence
84388,organism
84387,sequence
84395,organism
84394,sequence
84402,organism
84401,sequence
84409,organism
84408,sequence
84416,organism
84415,sequence
84423,organism
84422,sequence
84430,organism
84429,sequence
84437,organism
84436,sequence
84444,organism
84443,sequence
84451,organism
84450,sequence
84458,organism
84457,sequence
84465,organism
84464,sequence
84472,organism
84471,sequence
84479,organism
84478,sequence
84486,organism
84485,sequence
84493,organism
84492,sequence
84500,organism
84499,sequence
84507,organism
84506,sequence
84514,organism
84513,sequence
84521,organism
84520,sequence
84528,organism
84527,sequence
84535,organism
84534,sequence
84542,organism
84541,sequence
84549,organism
84548,sequence
84556,organism
84555,sequence
84563,organism
84562,sequence
84570,organism
84569,sequence
84577,organism
84576,sequence
84584,organism
84583,sequence
84591,organism
84590,sequence
84598,organism
84597,sequence
84605,organism
84604,sequence
84612,organism
84611,sequence
84619,organism
84618,sequence
84626,organism
84625,sequence
84633,organism
84632,sequence
84640,organism
84639,sequence
84647,organism
84646,sequence
84654,organism
84653,sequence
84661,organism
84660,sequence
84668,organism
84667,sequence
84675,organism
84674,sequence
84682,organism
84681,sequence
84689,organism
84688,sequence
84696,organism
84695,sequence
84703,organism
84702,sequence
84710,organism
84709,sequence
84717,organism
84716,sequence
84724,organism
84723,sequence
84731,organism
84730,sequence
84738,organism
84737,sequence
84745,organism
84744,sequence
84752,organism
84751,sequence
84759,organism
84758,sequence
84766,organism
84765,sequence
84773,organism
84772,sequence
84780,organism
84779,sequence
84787,organism
84786,sequence
84794,organism
84793,sequence
84801,organism
84800,sequence
84808,organism
84807,sequence
84815,organism
84814,sequence
84822,organism
84821,sequence
84829,organism
84828,sequence
84836,organism
84835,sequence
84843,organism
84842,sequence
84850,organism
84849,sequence
84857,organism
84856,sequence
84864,organism
84863,sequence
84871,organism
84870,sequence
84878,organism
84877,sequence
84885,organism
84884,sequence
84892,organism
84891,sequence
84899,organism
84898,sequence
84906,organism
84905,sequence
84913,organism
84912,sequence
84920,organism
84919,sequence
84927,organism
84926,sequence
84934,organism
84933,sequence
84941,organism
84940,sequence
84948,organism
84947,sequence
84955,organism
84954,sequence
84962,organism
84961,sequence
84969,organism
84968,sequence
84976,organism
84975,sequence
84983,organism
84982,sequence
84990,organism
84989,sequence
84997,organism
84996,sequence
85004,organism
85003,sequence
85011,organism
85010,sequence
85018,organism
85017,sequence
85025,organism
85024,sequence
85032,organism
85031,sequence
85039,organism
85038,sequence
85046,organism
85045,sequence
85053,organism
85052,sequence
85060,organism
85059,sequence
85067,organism
85066,sequence
85074,organism
85073,sequence
85081,organism
85080,sequence
85088,organism
85087,sequence
85095,organism
85094,sequence
85102,organism
85101,sequence
85109,organism
85108,sequence
85116,organism
85115,sequence
85123,organism
85122,sequence
85130,organism
85129,sequence
85137,organism
85136,sequence
85144,organism
85143,sequence
85151,organism
85150,sequence
85158,organism
85157,sequence
85165,organism
85164,sequence
85172,organism
85171,sequence
85179,organism
85178,sequence
85186,organism
85185,sequence
85193,organism
85192,sequence
85200,organism
85199,sequence
85207,organism
85206,sequence
85214,organism
85213,sequence
85221,organism
85220,sequence
85228,organism
85227,sequence
85235,organism
85234,sequence
85242,organism
85241,sequence
85249,organism
85248,sequence
85256,organism
85255,sequence
85263,organism
85262,sequence
85270,organism
85269,sequence
85277,organism
85276,sequence
85284,organism
85283,sequence
85291,organism
85290,sequence
85298,organism
85297,sequence
85305,organism
85304,sequence
85312,organism
85311,sequence
85319,organism
85318,sequence
85326,organism
85325,sequence
85333,organism
85332,sequence
85340,organism
85339,sequence
85347,organism
85346,sequence
85354,organism
85353,sequence
85361,organism
85360,sequence
85368,organism
85367,sequence
85375,organism
85374,sequence
85382,organism
85381,sequence
85389,organism
85388,sequence
85396,organism
85395,sequence
85403,organism
85402,sequence
85410,organism
85409,sequence
85417,organism
85416,sequence
85424,organism
85423,sequence
85431,organism
85430,sequence
85438,organism
85437,sequence
85445,organism
85444,sequence
85452,organism
85451,sequence
85459,organism
85458,sequence
85466,organism
85465,sequence
85473,organism
85472,sequence
85480,organism
85479,sequence
85487,organism
85486,sequence
85494,organism
85493,sequence
85501,organism
85500,sequence
85508,organism
85507,sequence
85515,organism
85514,sequence
85522,organism
85521,sequence
85529,organism
85528,sequence
85536,organism
85535,sequence
85543,organism
85542,sequence
85550,organism
85549,sequence
85557,organism
85556,sequence
85564,organism
85563,sequence
85571,organism
85570,sequence
85578,organism
85577,sequence
85585,organism
85584,sequence
85592,organism
85591,sequence
85599,organism
85598,sequence
85606,organism
85605,sequence
85613,organism
85612,sequence
85620,organism
85619,sequence
85627,organism
85626,sequence
85634,organism
85633,sequence
85641,organism
85640,sequence
85648,organism
85647,sequence
85655,organism
85654,sequence
85662,organism
85661,sequence
85669,organism
85668,sequence
85676,organism
85675,sequence
85683,organism
85682,sequence
85690,organism
85689,sequence
85697,organism
85696,sequence
85704,organism
85703,sequence
85711,organism
85710,sequence
85718,organism
85717,sequence
85725,organism
85724,sequence
85732,organism
85731,sequence
85739,organism
85738,sequence
85746,organism
85745,sequence
85753,organism
85752,sequence
85760,organism
85759,sequence
85767,organism
85766,sequence
85774,organism
85773,sequence
85781,organism
85780,sequence
85788,organism
85787,sequence
85795,organism
85794,sequence
85802,organism
85801,sequence
85809,organism
85808,sequence
85816,organism
85815,sequence
85823,organism
85822,sequence
85830,organism
85829,sequence
85837,organism
85836,sequence
85844,organism
85843,sequence
85851,organism
85850,sequence
85858,organism
85857,sequence
85865,organism
85864,sequence
85872,organism
85871,sequence
85879,organism
85878,sequence
85886,organism
85885,sequence
85893,organism
85892,sequence
85900,organism
85899,sequence
85907,organism
85906,sequence
85914,organism
85913,sequence
85921,organism
85920,sequence
85928,organism
85927,sequence
85935,organism
85934,sequence
85942,organism
85941,sequence
85949,organism
85948,sequence
85956,organism
85955,sequence
85963,organism
85962,sequence
85970,organism
85969,sequence
85977,organism
85976,sequence
85984,organism
85983,sequence
85991,organism
85990,sequence
85998,organism
85997,sequence
86005,organism
86004,sequence
86012,organism
86011,sequence
86019,organism
86018,sequence
86026,organism
86025,sequence
86033,organism
86032,sequence
86040,organism
86039,sequence
86047,organism
86046,sequence
86054,organism
86053,sequence
86061,organism
86060,sequence
86068,organism
86067,sequence
86075,organism
86074,sequence
86082,organism
86081,sequence
86089,organism
86088,sequence
86096,organism
86095,sequence
86103,organism
86102,sequence
86110,organism
86109,sequence
86117,organism
86116,sequence
86124,organism
86123,sequence
86131,organism
86130,sequence
86138,organism
86137,sequence
86145,organism
86144,sequence
86152,organism
86151,sequence
86159,organism
86158,sequence
86166,organism
86165,sequence
86173,organism
86172,sequence
86180,organism
86179,sequence
86187,organism
86186,sequence
86194,organism
86193,sequence
86201,organism
86200,sequence
86208,organism
86207,sequence
86215,organism
86214,sequence
86222,organism
86221,sequence
86229,organism
86228,sequence
86236,organism
86235,sequence
86243,organism
86242,sequence
86250,organism
86249,sequence
86257,organism
86256,sequence
86264,organism
86263,sequence
86271,organism
86270,sequence
86278,organism
86277,sequence
86285,organism
86284,sequence
86292,organism
86291,sequence
86299,organism
86298,sequence
86306,organism
86305,sequence
86313,organism
86312,sequence
86320,organism
86319,sequence
86327,organism
86326,sequence
86334,organism
86333,sequence
86341,organism
86340,sequence
86348,organism
86347,sequence
86355,organism
86354,sequence
86362,organism
86361,sequence
86369,organism
86368,sequence
86376,organism
86375,sequence
86383,organism
86382,sequence
86390,organism
86389,sequence
86397,organism
86396,sequence
86404,organism
86403,sequence
86411,organism
86410,sequence
86418,organism
86417,sequence
86425,organism
86424,sequence
86432,organism
86431,sequence
86439,organism
86438,sequence
86446,organism
86445,sequence
86453,organism
86452,sequence
86460,organism
86459,sequence
86467,organism
86466,sequence
86474,organism
86473,sequence
86481,organism
86480,sequence
86488,organism
86487,sequence
86495,organism
86494,sequence
86502,organism
86501,sequence
86509,organism
86508,sequence
86516,organism
86515,sequence
86523,organism
86522,sequence
86530,organism
86529,sequence
86537,organism
86536,sequence
86544,organism
86543,sequence
86551,organism
86550,sequence
86558,organism
86557,sequence
86565,organism
86564,sequence
86572,organism
86571,sequence
86579,organism
86578,sequence
86586,organism
86585,sequence
86593,organism
86592,sequence
86600,organism
86599,sequence
86607,organism
86606,sequence
86614,organism
86613,sequence
86621,organism
86620,sequence
86628,organism
86627,sequence
86635,organism
86634,sequence
86642,organism
86641,sequence
86649,organism
86648,sequence
86656,organism
86655,sequence
86663,organism
86662,sequence
86670,organism
86669,sequence
86677,organism
86676,sequence
