assertionID,geneticSequenceID,effectiveDate,type,value,valueNumeric,unit
70267,70261,,relativeAbundance,,0.03923791254305271,percentage
70274,70268,,reads,,2.0,unit
70274,70268,,relativeAbundance,,0.007091695624423799,percentage
70281,70275,,reads,,23.0,unit
70281,70275,,relativeAbundance,,0.044033465433729636,percentage
70288,70282,,reads,,16.0,unit
70288,70282,,relativeAbundance,,0.057089845143795045,percentage
70295,70289,,reads,,100.0,unit
70295,70289,,relativeAbundance,,0.14127286854559581,percentage
70302,70296,,reads,,44.0,unit
70302,70296,,relativeAbundance,,0.11430946690221344,percentage
70309,70303,,reads,,632.0,unit
70309,70303,,relativeAbundance,,1.1136171412461235,percentage
70316,70310,,reads,,34.0,unit
70316,70310,,relativeAbundance,,0.05611024011882169,percentage
70323,70317,,reads,,104.0,unit
70323,70317,,relativeAbundance,,0.12799684930832472,percentage
70330,70324,,reads,,11.0,unit
70330,70324,,relativeAbundance,,0.01824514844916238,percentage
70337,70331,,reads,,55.0,unit
70337,70331,,relativeAbundance,,0.08342054572204274,percentage
70344,70338,,reads,,405.0,unit
70344,70338,,relativeAbundance,,0.6500280876334162,percentage
70351,70345,,reads,,42.0,unit
70351,70345,,relativeAbundance,,0.05586666489312175,percentage
70358,70352,,reads,,10.0,unit
70358,70352,,relativeAbundance,,0.03109452736318408,percentage
70365,70359,,reads,,148.0,unit
70365,70359,,relativeAbundance,,0.23764792780641328,percentage
70372,70366,,reads,,58.0,unit
70372,70366,,relativeAbundance,,0.17657624745029987,percentage
70379,70373,,reads,,849.0,unit
70379,70373,,relativeAbundance,,1.3169732882449663,percentage
70386,70380,,reads,,70.0,unit
70386,70380,,relativeAbundance,,0.12896331914736822,percentage
70393,70387,,reads,,15.0,unit
70393,70387,,relativeAbundance,,0.01725625539257981,percentage
70400,70394,,reads,,186.0,unit
70400,70394,,relativeAbundance,,0.25440420177262285,percentage
70407,70401,,reads,,45.0,unit
70407,70401,,relativeAbundance,,0.08668181993296606,percentage
70414,70408,,reads,,149.0,unit
70414,70408,,relativeAbundance,,0.20844699990207188,percentage
70421,70415,,reads,,46.0,unit
70421,70415,,relativeAbundance,,0.07135544317935036,percentage
70428,70422,,reads,,585.0,unit
70428,70422,,relativeAbundance,,1.0777648814458631,percentage
70435,70429,,reads,,297.0,unit
70435,70429,,relativeAbundance,,0.6303992528601448,percentage
70442,70436,,reads,,142.0,unit
70442,70436,,relativeAbundance,,0.1633592177164222,percentage
70449,70443,,reads,,73.0,unit
70449,70443,,relativeAbundance,,0.132985990927805,percentage
70456,70450,,reads,,84.0,unit
70456,70450,,relativeAbundance,,0.1899249344306774,percentage
70463,70457,,reads,,64.0,unit
70463,70457,,relativeAbundance,,0.1232808105713295,percentage
70470,70464,,reads,,237.0,unit
70470,70464,,relativeAbundance,,0.678402747960498,percentage
70477,70471,,reads,,346.0,unit
70477,70471,,relativeAbundance,,0.3852406083684058,percentage
70484,70478,,reads,,840.0,unit
70484,70478,,relativeAbundance,,2.5611317763278247,percentage
70491,70485,,reads,,36.0,unit
70491,70485,,relativeAbundance,,0.054304376027634896,percentage
70498,70492,,reads,,508.0,unit
70498,70492,,relativeAbundance,,1.4905665913558874,percentage
70505,70499,,reads,,169.0,unit
70505,70499,,relativeAbundance,,0.6260650514929244,percentage
70512,70506,,reads,,108.0,unit
70512,70506,,relativeAbundance,,0.5103728557251548,percentage
70519,70513,,reads,,26.0,unit
70519,70513,,relativeAbundance,,0.10376341940375942,percentage
70526,70520,,reads,,36.0,unit
70526,70520,,relativeAbundance,,0.18142417981152043,percentage
70533,70527,,reads,,3.0,unit
70533,70527,,relativeAbundance,,0.009037777911670784,percentage
70540,70534,,reads,,8.0,unit
70540,70534,,relativeAbundance,,0.02052176589795552,percentage
70547,70541,,reads,,27.0,unit
70547,70541,,relativeAbundance,,0.058856868814579064,percentage
70554,70548,,reads,,70.0,unit
70554,70548,,relativeAbundance,,0.18103292212998165,percentage
70561,70555,,reads,,33.0,unit
70561,70555,,relativeAbundance,,0.16260963831674385,percentage
70568,70562,,reads,,315.0,unit
70568,70562,,relativeAbundance,,0.6030670265923841,percentage
70575,70569,,reads,,28.0,unit
70575,70569,,relativeAbundance,,0.09990722900164133,percentage
70582,70576,,reads,,44.0,unit
70582,70576,,relativeAbundance,,0.11430946690221344,percentage
70589,70583,,reads,,17.0,unit
70589,70583,,relativeAbundance,,0.02473842750913139,percentage
70596,70590,,reads,,511.0,unit
70596,70590,,relativeAbundance,,1.2035706715029324,percentage
70603,70597,,reads,,45.0,unit
70603,70597,,relativeAbundance,,0.09412256850031374,percentage
70610,70604,,reads,,34.0,unit
70610,70604,,relativeAbundance,,0.1807260936586403,percentage
70617,70611,,reads,,79.0,unit
70617,70611,,relativeAbundance,,0.13920214265576544,percentage
70624,70618,,reads,,12.0,unit
70624,70618,,relativeAbundance,,0.025703086512305354,percentage
70631,70625,,reads,,10.0,unit
70631,70625,,relativeAbundance,,0.014474503162678941,percentage
70638,70632,,reads,,97.0,unit
70638,70632,,relativeAbundance,,0.42343286188231183,percentage
70645,70639,,reads,,8.0,unit
70645,70639,,relativeAbundance,,0.022792022792022793,percentage
70652,70646,,reads,,43.0,unit
70652,70646,,relativeAbundance,,0.13106559375762009,percentage
70659,70653,,reads,,146.0,unit
70659,70653,,relativeAbundance,,0.19619963985271588,percentage
70666,70660,,reads,,17.0,unit
70666,70660,,relativeAbundance,,0.030504764126397386,percentage
70673,70667,,reads,,33.0,unit
70673,70667,,relativeAbundance,,0.053013751445829586,percentage
70680,70674,,reads,,27.0,unit
70680,70674,,relativeAbundance,,0.04455813185906428,percentage
70687,70681,,reads,,37.0,unit
70687,70681,,relativeAbundance,,0.05122808960762053,percentage
70694,70688,,reads,,7.0,unit
70694,70688,,relativeAbundance,,0.030557010651300856,percentage
70701,70695,,reads,,206.0,unit
70701,70695,,relativeAbundance,,0.34168187095704095,percentage
70708,70702,,reads,,19.0,unit
70708,70702,,relativeAbundance,,0.022192632046160676,percentage
70715,70709,,reads,,1384.0,unit
70715,70709,,relativeAbundance,,2.2848086637831413,percentage
70722,70716,,reads,,3.0,unit
70722,70716,,relativeAbundance,,0.007758553805570642,percentage
70729,70723,,reads,,160.0,unit
70729,70723,,relativeAbundance,,0.4591763524178505,percentage
70736,70730,,reads,,211.0,unit
70736,70730,,relativeAbundance,,0.7968879824760178,percentage
70743,70737,,reads,,23.0,unit
70743,70737,,relativeAbundance,,0.046154154877290146,percentage
70750,70744,,reads,,258.0,unit
70750,70744,,relativeAbundance,,0.8142911248579725,percentage
70757,70751,,reads,,3.0,unit
70757,70751,,relativeAbundance,,0.009156950125144985,percentage
70764,70758,,reads,,522.0,unit
70764,70758,,relativeAbundance,,0.9910576977843595,percentage
70771,70765,,reads,,49.0,unit
70771,70765,,relativeAbundance,,0.07160706717911997,percentage
70778,70772,,reads,,79.0,unit
70778,70772,,relativeAbundance,,0.23873560786920914,percentage
70785,70779,,reads,,148.0,unit
70785,70779,,relativeAbundance,,0.237758642847963,percentage
70792,70786,,reads,,29.0,unit
70792,70786,,relativeAbundance,,0.05342766078962398,percentage
70799,70793,,reads,,19.0,unit
70799,70793,,relativeAbundance,,0.03631220854674719,percentage
70806,70800,,reads,,246.0,unit
70806,70800,,relativeAbundance,,0.4738606156335478,percentage
70813,70807,,reads,,34.0,unit
70813,70807,,relativeAbundance,,0.03971313102997173,percentage
70820,70814,,reads,,5.0,unit
70820,70814,,relativeAbundance,,0.02404192912439294,percentage
70827,70821,,reads,,1469.0,unit
70827,70821,,relativeAbundance,,2.741489997014034,percentage
70834,70828,,reads,,6.0,unit
70834,70828,,relativeAbundance,,0.006680472977486806,percentage
70841,70835,,reads,,97.0,unit
70841,70835,,relativeAbundance,,0.4518563376345088,percentage
70848,70842,,reads,,139.0,unit
70848,70842,,relativeAbundance,,0.7004989164944817,percentage
70855,70849,,reads,,293.0,unit
70855,70849,,relativeAbundance,,0.6387060208396913,percentage
70862,70856,,reads,,49.0,unit
70862,70856,,relativeAbundance,,0.24145067507637724,percentage
70869,70863,,reads,,124.0,unit
70869,70863,,relativeAbundance,,0.37848727183932607,percentage
70876,70870,,reads,,21.0,unit
70876,70870,,relativeAbundance,,0.074930421751231,percentage
70883,70877,,reads,,2.0,unit
70883,70877,,relativeAbundance,,0.0051958848591915205,percentage
70890,70884,,reads,,104.0,unit
70890,70884,,relativeAbundance,,0.35477928634782013,percentage
70897,70891,,reads,,47.0,unit
70897,70891,,relativeAbundance,,0.10330124401072574,percentage
70904,70898,,reads,,204.0,unit
70904,70898,,relativeAbundance,,0.29686113010957665,percentage
70911,70905,,reads,,7.0,unit
70911,70905,,relativeAbundance,,0.01648726947264291,percentage
70918,70912,,reads,,22.0,unit
70918,70912,,relativeAbundance,,0.038765153650972654,percentage
70925,70919,,reads,,92.0,unit
70925,70919,,relativeAbundance,,0.19705699659434103,percentage
70932,70926,,reads,,636.0,unit
70932,70926,,relativeAbundance,,0.8135385087685636,percentage
70939,70933,,reads,,19.0,unit
70939,70933,,relativeAbundance,,0.027335769573849738,percentage
70946,70940,,reads,,9.0,unit
70946,70940,,relativeAbundance,,0.0392875851231011,percentage
70953,70947,,reads,,14.0,unit
70953,70947,,relativeAbundance,,0.025310505667745377,percentage
70960,70954,,reads,,24.0,unit
70960,70954,,relativeAbundance,,0.04633025751901471,percentage
70967,70961,,reads,,46.0,unit
70967,70961,,relativeAbundance,,0.13105413105413105,percentage
70974,70968,,reads,,7.0,unit
70974,70968,,relativeAbundance,,0.013302673837441326,percentage
70981,70975,,reads,,5.0,unit
70981,70975,,relativeAbundance,,0.008025038118931065,percentage
70988,70982,,reads,,51.0,unit
70988,70982,,relativeAbundance,,0.20751953125,percentage
70995,70989,,reads,,11.0,unit
70995,70989,,relativeAbundance,,0.018159606431802422,percentage
71002,70996,,reads,,165.0,unit
71002,70996,,relativeAbundance,,0.44365572315882873,percentage
71009,71003,,reads,,20.0,unit
71009,71003,,relativeAbundance,,0.08048937540244688,percentage
71016,71010,,reads,,1545.0,unit
71016,71010,,relativeAbundance,,2.8464046868954846,percentage
71023,71017,,reads,,150.0,unit
71023,71017,,relativeAbundance,,0.33915166862620966,percentage
71030,71024,,reads,,94.0,unit
71030,71024,,relativeAbundance,,0.10466074331395996,percentage
71037,71031,,reads,,1054.0,unit
71037,71031,,relativeAbundance,,1.6349703719790276,percentage
71044,71038,,reads,,40.0,unit
71044,71038,,relativeAbundance,,0.07369332522706756,percentage
71051,71045,,reads,,637.0,unit
71051,71045,,relativeAbundance,,1.4402640860993037,percentage
71058,71052,,reads,,73.0,unit
71058,71052,,relativeAbundance,,0.2364985259338452,percentage
71065,71059,,reads,,29.0,unit
71065,71059,,relativeAbundance,,0.0832257138757354,percentage
71072,71066,,reads,,76.0,unit
71072,71066,,relativeAbundance,,0.18063412083471977,percentage
71079,71073,,reads,,9.0,unit
71079,71073,,relativeAbundance,,0.019985344081007262,percentage
71086,71080,,reads,,181.0,unit
71086,71080,,relativeAbundance,,0.2906369927902757,percentage
71093,71087,,reads,,138.0,unit
71093,71087,,relativeAbundance,,0.31699361418661276,percentage
71100,71094,,reads,,435.0,unit
71100,71094,,relativeAbundance,,0.7375006357764101,percentage
71107,71101,,reads,,317.0,unit
71107,71101,,relativeAbundance,,0.5257920053076796,percentage
71114,71108,,reads,,655.0,unit
71114,71108,,relativeAbundance,,0.8348628530641379,percentage
71121,71115,,reads,,160.0,unit
71121,71115,,relativeAbundance,,0.7453300414589835,percentage
71128,71122,,reads,,53.0,unit
71128,71122,,relativeAbundance,,0.26709670916696066,percentage
71135,71129,,reads,,87.0,unit
71135,71129,,relativeAbundance,,0.18964991062475475,percentage
71142,71136,,reads,,166.0,unit
71142,71136,,relativeAbundance,,1.2993112085159675,percentage
71149,71143,,reads,,30.0,unit
71149,71143,,relativeAbundance,,0.04384106153823671,percentage
71156,71150,,reads,,319.0,unit
71156,71150,,relativeAbundance,,0.49483448639592964,percentage
71163,71157,,reads,,41.0,unit
71163,71157,,relativeAbundance,,0.09011385115829267,percentage
71170,71164,,reads,,87.0,unit
71170,71164,,relativeAbundance,,0.28397036263341713,percentage
71177,71171,,reads,,52.0,unit
71177,71171,,relativeAbundance,,0.09580132279518783,percentage
71184,71178,,reads,,5.0,unit
71184,71178,,relativeAbundance,,0.010612782034682572,percentage
71191,71185,,reads,,31.0,unit
71191,71185,,relativeAbundance,,0.03965360655947402,percentage
71198,71192,,reads,,34.0,unit
71198,71192,,relativeAbundance,,0.06563453148527083,percentage
71205,71199,,reads,,17.0,unit
71205,71199,,relativeAbundance,,0.023251996936207463,percentage
71212,71206,,reads,,25.0,unit
71212,71206,,relativeAbundance,,0.056525278104368276,percentage
71219,71213,,reads,,303.0,unit
71219,71213,,relativeAbundance,,0.8673250322026621,percentage
71226,71220,,reads,,37.0,unit
71226,71220,,relativeAbundance,,0.0994864348901616,percentage
71233,71227,,reads,,69.0,unit
71233,71227,,relativeAbundance,,0.07682543924109828,percentage
71240,71234,,reads,,1399.0,unit
71240,71234,,relativeAbundance,,2.5735835172921266,percentage
71247,71241,,reads,,58.0,unit
71247,71241,,relativeAbundance,,0.07419061872417719,percentage
71254,71248,,reads,,580.0,unit
71254,71248,,relativeAbundance,,3.594447198810114,percentage
71261,71255,,reads,,63.0,unit
71261,71255,,relativeAbundance,,0.21548038444436843,percentage
71268,71262,,reads,,16.0,unit
71268,71262,,relativeAbundance,,0.04975124378109453,percentage
71275,71269,,reads,,58.0,unit
71275,71269,,relativeAbundance,,0.20695068864625704,percentage
71282,71276,,reads,,7.0,unit
71282,71276,,relativeAbundance,,0.026769666144020803,percentage
71289,71283,,reads,,6.0,unit
71289,71283,,relativeAbundance,,0.008998065415935574,percentage
71296,71290,,reads,,4.0,unit
71296,71290,,relativeAbundance,,0.0055381718494724895,percentage
71303,71297,,reads,,6.0,unit
71303,71297,,relativeAbundance,,0.017094017094017096,percentage
71310,71304,,reads,,68.0,unit
71310,71304,,relativeAbundance,,0.1292259744208586,percentage
71317,71311,,reads,,65.0,unit
71317,71311,,relativeAbundance,,0.13345104399778265,percentage
71324,71318,,reads,,582.0,unit
71324,71318,,relativeAbundance,,0.8142023754564149,percentage
71331,71325,,reads,,22.0,unit
71331,71325,,relativeAbundance,,0.08773329079598022,percentage
71338,71332,,reads,,32.0,unit
71338,71332,,relativeAbundance,,0.06439020464011912,percentage
71345,71339,,reads,,15.0,unit
71345,71339,,relativeAbundance,,0.060367031551835156,percentage
71352,71346,,reads,,583.0,unit
71352,71346,,relativeAbundance,,1.9940486370010604,percentage
71359,71353,,reads,,146.0,unit
71359,71353,,relativeAbundance,,0.3182630684047609,percentage
71366,71360,,reads,,514.0,unit
71366,71360,,relativeAbundance,,1.4751040321423448,percentage
71373,71367,,reads,,71.0,unit
71373,71367,,relativeAbundance,,0.13592939329542628,percentage
71380,71374,,reads,,4.0,unit
71380,71374,,relativeAbundance,,0.009421296841510234,percentage
71387,71381,,reads,,2.0,unit
71387,71381,,relativeAbundance,,0.004283847752050892,percentage
71394,71388,,reads,,33.0,unit
71394,71388,,relativeAbundance,,0.05296525158494503,percentage
71401,71395,,reads,,66.0,unit
71401,71395,,relativeAbundance,,0.1328047970702457,percentage
71408,71402,,reads,,39.0,unit
71408,71402,,relativeAbundance,,0.052409492837369315,percentage
71415,71409,,reads,,1052.0,unit
71415,71409,,relativeAbundance,,2.793043939997345,percentage
71422,71416,,reads,,17.0,unit
71422,71416,,relativeAbundance,,0.027297397112898823,percentage
71429,71423,,reads,,11.0,unit
71429,71423,,relativeAbundance,,0.01607505589735346,percentage
71436,71430,,reads,,60.0,unit
71436,71430,,relativeAbundance,,0.09030160736861116,percentage
71443,71437,,reads,,39.0,unit
71443,71437,,relativeAbundance,,0.06265261534507133,percentage
71450,71444,,reads,,27.0,unit
71450,71444,,relativeAbundance,,0.08812873323106048,percentage
71457,71451,,reads,,104.0,unit
71457,71451,,relativeAbundance,,0.19160264559037565,percentage
71464,71458,,reads,,124.0,unit
71464,71458,,relativeAbundance,,0.14265171124532644,percentage
71471,71465,,reads,,110.0,unit
71471,71465,,relativeAbundance,,0.18366392840446136,percentage
71478,71472,,reads,,30.0,unit
71478,71472,,relativeAbundance,,0.04499032707967787,percentage
71485,71479,,reads,,12.0,unit
71485,71479,,relativeAbundance,,0.01641317430791115,percentage
71492,71486,,reads,,18.0,unit
71492,71486,,relativeAbundance,,0.033593370908140796,percentage
71499,71493,,reads,,3.0,unit
71499,71493,,relativeAbundance,,0.0038237993270113183,percentage
71506,71500,,reads,,281.0,unit
71506,71500,,relativeAbundance,,1.30898588531234,percentage
71513,71507,,reads,,13.0,unit
71513,71507,,relativeAbundance,,0.05076736829773109,percentage
71520,71514,,reads,,149.0,unit
71520,71514,,relativeAbundance,,1.1662492172824046,percentage
71527,71521,,reads,,153.0,unit
71527,71521,,relativeAbundance,,0.6436414118042993,percentage
71534,71528,,reads,,32.0,unit
71534,71528,,relativeAbundance,,0.10916285733779081,percentage
71541,71535,,reads,,302.0,unit
71541,71535,,relativeAbundance,,0.5555555555555556,percentage
71548,71542,,reads,,512.0,unit
71548,71542,,relativeAbundance,,0.9883788270723138,percentage
71555,71549,,reads,,8.0,unit
71555,71549,,relativeAbundance,,0.03247016803311957,percentage
71562,71556,,reads,,387.0,unit
71562,71556,,relativeAbundance,,0.40869344823216325,percentage
71569,71563,,reads,,27.0,unit
71569,71563,,relativeAbundance,,0.0713983499048022,percentage
71576,71570,,reads,,28.0,unit
71576,71570,,relativeAbundance,,0.05314504802034696,percentage
71583,71577,,reads,,50.0,unit
71583,71577,,relativeAbundance,,0.2404192912439294,percentage
71590,71584,,reads,,10.0,unit
71590,71584,,relativeAbundance,,0.022205937867785845,percentage
71597,71591,,reads,,245.0,unit
71597,71591,,relativeAbundance,,0.2638323533845922,percentage
71604,71598,,reads,,166.0,unit
71604,71598,,relativeAbundance,,0.17789017960478373,percentage
71611,71605,,reads,,30.0,unit
71611,71605,,relativeAbundance,,0.05086211281216622,percentage
71618,71612,,reads,,221.0,unit
71618,71612,,relativeAbundance,,0.41243654822335024,percentage
71625,71619,,reads,,124.0,unit
71625,71619,,relativeAbundance,,0.17948383921721886,percentage
71632,71626,,reads,,53.0,unit
71632,71626,,relativeAbundance,,0.07338077700551048,percentage
71639,71633,,reads,,17.0,unit
71639,71633,,relativeAbundance,,0.032489870804984326,percentage
71646,71640,,reads,,21.0,unit
71646,71640,,relativeAbundance,,0.02676659528907923,percentage
71653,71647,,reads,,3.0,unit
71653,71647,,relativeAbundance,,0.00911244760342628,percentage
71660,71654,,reads,,408.0,unit
71660,71654,,relativeAbundance,,0.43953676272555886,percentage
71667,71661,,reads,,15.0,unit
71667,71661,,relativeAbundance,,0.05736357030861601,percentage
71674,71668,,reads,,1500.0,unit
71674,71668,,relativeAbundance,,2.2626823344847873,percentage
71681,71675,,reads,,12.0,unit
71681,71675,,relativeAbundance,,0.07436787307882994,percentage
71688,71682,,reads,,40.0,unit
71688,71682,,relativeAbundance,,0.12758356723653994,percentage
71695,71689,,reads,,35.0,unit
71695,71689,,relativeAbundance,,0.09255341654326212,percentage
71702,71696,,reads,,83.0,unit
71702,71696,,relativeAbundance,,0.2146533219541211,percentage
71709,71703,,reads,,423.0,unit
71709,71703,,relativeAbundance,,0.8488351092649449,percentage
71716,71710,,reads,,829.0,unit
71716,71710,,relativeAbundance,,1.5739211330713296,percentage
71723,71717,,reads,,22.0,unit
71723,71717,,relativeAbundance,,0.03532604332257495,percentage
71730,71724,,reads,,41.0,unit
71730,71724,,relativeAbundance,,0.05898771329093891,percentage
71737,71731,,reads,,1437.0,unit
71737,71731,,relativeAbundance,,2.229081996711445,percentage
71744,71738,,reads,,343.0,unit
71744,71738,,relativeAbundance,,0.7755268155919327,percentage
71751,71745,,reads,,3.0,unit
71751,71745,,relativeAbundance,,0.009568767542740495,percentage
71758,71752,,reads,,382.0,unit
71758,71752,,relativeAbundance,,0.6854599938990472,percentage
71765,71759,,reads,,89.0,unit
71765,71759,,relativeAbundance,,0.1861535243672872,percentage
71772,71766,,reads,,536.0,unit
71772,71766,,relativeAbundance,,0.7421150278293135,percentage
71779,71773,,reads,,96.0,unit
71779,71773,,relativeAbundance,,0.11213119349639078,percentage
71786,71780,,reads,,350.0,unit
71786,71780,,relativeAbundance,,0.5778056591937135,percentage
71793,71787,,reads,,51.0,unit
71793,71787,,relativeAbundance,,0.19916429101417582,percentage
71800,71794,,reads,,11.0,unit
71800,71794,,relativeAbundance,,0.02857736672555336,percentage
71807,71801,,reads,,180.0,unit
71807,71801,,relativeAbundance,,0.27050991118257917,percentage
71814,71808,,reads,,258.0,unit
71814,71808,,relativeAbundance,,0.40021096391896505,percentage
71821,71815,,reads,,11.0,unit
71821,71815,,relativeAbundance,,0.020235467255334805,percentage
71828,71822,,reads,,16.0,unit
71828,71822,,relativeAbundance,,0.023283225890947192,percentage
71835,71829,,reads,,63.0,unit
71835,71829,,relativeAbundance,,0.10518934081346423,percentage
71842,71836,,reads,,148.0,unit
71842,71836,,relativeAbundance,,0.1893139926065211,percentage
71849,71843,,reads,,50.0,unit
71849,71843,,relativeAbundance,,0.07193623572065722,percentage
71856,71850,,reads,,14.0,unit
71856,71850,,relativeAbundance,,0.07524858908895458,percentage
71863,71857,,reads,,124.0,unit
71863,71857,,relativeAbundance,,0.28036537939766665,percentage
71870,71864,,reads,,408.0,unit
71870,71864,,relativeAbundance,,0.7753558465251515,percentage
71877,71871,,reads,,814.0,unit
71877,71871,,relativeAbundance,,1.671217689449155,percentage
71884,71878,,reads,,113.0,unit
71884,71878,,relativeAbundance,,0.472072523708067,percentage
71891,71885,,reads,,62.0,unit
71891,71885,,relativeAbundance,,0.11571049979470718,percentage
71898,71892,,reads,,51.0,unit
71898,71892,,relativeAbundance,,0.07735359694225781,percentage
71905,71899,,reads,,155.0,unit
71905,71899,,relativeAbundance,,0.29857071310243866,percentage
71912,71906,,reads,,9.0,unit
71912,71906,,relativeAbundance,,0.02676739136900336,percentage
71919,71913,,reads,,22.0,unit
71919,71913,,relativeAbundance,,0.06297409474738801,percentage
71926,71920,,reads,,32.0,unit
71926,71920,,relativeAbundance,,0.08604232206716679,percentage
71933,71927,,reads,,90.0,unit
71933,71927,,relativeAbundance,,0.19618956271526355,percentage
71940,71934,,reads,,502.0,unit
71940,71934,,relativeAbundance,,1.298264670132154,percentage
71947,71941,,reads,,22.0,unit
71947,71941,,relativeAbundance,,0.03201443560005239,percentage
71954,71948,,reads,,67.0,unit
71954,71948,,relativeAbundance,,0.11805751339159853,percentage
71961,71955,,reads,,150.0,unit
71961,71955,,relativeAbundance,,0.3212885814038169,percentage
71968,71962,,reads,,68.0,unit
71968,71962,,relativeAbundance,,0.0978332805800938,percentage
71975,71969,,reads,,12.0,unit
71975,71969,,relativeAbundance,,0.014768867227883621,percentage
71982,71976,,reads,,703.0,unit
71982,71976,,relativeAbundance,,1.066266248047201,percentage
71989,71983,,reads,,15.0,unit
71989,71983,,relativeAbundance,,0.04033233846898443,percentage
71996,71990,,reads,,187.0,unit
71996,71990,,relativeAbundance,,0.30027136824188705,percentage
72003,71997,,reads,,52.0,unit
72003,71997,,relativeAbundance,,0.08066267489839606,percentage
72010,72004,,reads,,136.0,unit
72010,72004,,relativeAbundance,,0.15645671555939028,percentage
72017,72011,,reads,,147.0,unit
72017,72011,,relativeAbundance,,0.2677937077587306,percentage
72024,72018,,reads,,58.0,unit
72024,72018,,relativeAbundance,,0.31174415479709755,percentage
72031,72025,,reads,,160.0,unit
72031,72025,,relativeAbundance,,0.3082020264283238,percentage
72038,72032,,reads,,901.0,unit
72038,72032,,relativeAbundance,,1.0031843587859355,percentage
72045,72039,,reads,,212.0,unit
72045,72039,,relativeAbundance,,0.7251085952731129,percentage
72052,72046,,reads,,16.0,unit
72052,72046,,relativeAbundance,,0.04591763524178505,percentage
72059,72053,,reads,,13.0,unit
72059,72053,,relativeAbundance,,0.06405834236720213,percentage
72066,72060,,reads,,7.0,unit
72066,72060,,relativeAbundance,,0.026437042072664098,percentage
72073,72067,,reads,,7.0,unit
72073,72067,,relativeAbundance,,0.010229581025588566,percentage
72080,72074,,reads,,55.0,unit
72080,72074,,relativeAbundance,,0.08265580619467697,percentage
72087,72081,,reads,,60.0,unit
72087,72081,,relativeAbundance,,0.09307231719045699,percentage
72094,72088,,reads,,133.0,unit
72094,72088,,relativeAbundance,,0.4341156118418905,percentage
72101,72095,,reads,,11.0,unit
72101,72095,,relativeAbundance,,0.023561162636279907,percentage
72108,72102,,reads,,22.0,unit
72108,72102,,relativeAbundance,,0.03673278568089227,percentage
72115,72109,,reads,,12.0,unit
72115,72109,,relativeAbundance,,0.015349783184312522,percentage
72122,72116,,reads,,85.0,unit
72122,72116,,relativeAbundance,,0.1640863287131771,percentage
72129,72123,,reads,,34.0,unit
72129,72123,,relativeAbundance,,0.06980516147576324,percentage
72136,72130,,reads,,594.0,unit
72136,72130,,relativeAbundance,,0.8309900533008772,percentage
72143,72137,,reads,,202.0,unit
72143,72137,,relativeAbundance,,0.5782166881351081,percentage
72150,72144,,reads,,1046.0,unit
72150,72144,,relativeAbundance,,3.1609803269771235,percentage
72157,72151,,reads,,351.0,unit
72157,72151,,relativeAbundance,,1.1456735320037863,percentage
72164,72158,,reads,,277.0,unit
72164,72158,,relativeAbundance,,0.9449409838302517,percentage
72171,72165,,reads,,115.0,unit
72171,72165,,relativeAbundance,,0.14710208884966167,percentage
72178,72172,,reads,,132.0,unit
72178,72172,,relativeAbundance,,0.25085042093460785,percentage
72185,72179,,reads,,123.0,unit
72185,72179,,relativeAbundance,,0.1865586749783865,percentage
72192,72186,,reads,,738.0,unit
72192,72186,,relativeAbundance,,3.0029296875,percentage
72199,72193,,reads,,22.0,unit
72199,72193,,relativeAbundance,,0.059154096421177166,percentage
72206,72200,,reads,,677.0,unit
72206,72200,,relativeAbundance,,3.2552772034428044,percentage
72213,72207,,reads,,30.0,unit
72213,72207,,relativeAbundance,,0.08278374127321395,percentage
72220,72214,,reads,,91.0,unit
72220,72214,,relativeAbundance,,0.1542817421969042,percentage
72227,72221,,reads,,67.0,unit
72227,72221,,relativeAbundance,,0.12503732457449984,percentage
72234,72228,,reads,,8.0,unit
72234,72228,,relativeAbundance,,0.016980451255492114,percentage
72241,72235,,reads,,262.0,unit
72241,72235,,relativeAbundance,,0.2822515486129814,percentage
72248,72242,,reads,,353.0,unit
72248,72242,,relativeAbundance,,0.8433072935330514,percentage
72255,72249,,reads,,103.0,unit
72255,72249,,relativeAbundance,,0.2842241783713679,percentage
72262,72256,,reads,,4.0,unit
72262,72256,,relativeAbundance,,0.011479408810446262,percentage
72269,72263,,reads,,206.0,unit
72269,72263,,relativeAbundance,,0.8286737197795567,percentage
72276,72270,,reads,,217.0,unit
72276,72270,,relativeAbundance,,0.49846097303257225,percentage
72283,72277,,reads,,61.0,unit
72283,72277,,relativeAbundance,,0.10341962938473798,percentage
72290,72284,,reads,,38.0,unit
72290,72284,,relativeAbundance,,0.07000865896571418,percentage
72297,72291,,reads,,249.0,unit
72297,72291,,relativeAbundance,,0.4568388221264104,percentage
72304,72298,,reads,,374.0,unit
72304,72298,,relativeAbundance,,0.43025596778832326,percentage
72311,72305,,reads,,48.0,unit
72311,72305,,relativeAbundance,,0.08744284334978959,percentage
72318,72312,,reads,,85.0,unit
72318,72312,,relativeAbundance,,0.1162599846810373,percentage
72325,72319,,reads,,391.0,unit
72325,72319,,relativeAbundance,,0.43534415569955687,percentage
72332,72326,,reads,,8.0,unit
72332,72326,,relativeAbundance,,0.020689476814855043,percentage
72339,72333,,reads,,108.0,unit
72339,72333,,relativeAbundance,,0.4078857919782461,percentage
72346,72340,,reads,,70.0,unit
