digitalEntityID,digitalEntityType,accessURI,webStatement
36157,sequence,,
36164,sequence,,
36171,sequence,,
36178,sequence,,
36185,sequence,,
36192,sequence,,
36199,sequence,,
36206,sequence,,
36213,sequence,,
36220,sequence,,
36227,sequence,,
36234,sequence,,
36241,sequence,,
36248,sequence,,
36255,sequence,,
36262,sequence,,
36269,sequence,,
36276,sequence,,
36283,sequence,,
36290,sequence,,
36297,sequence,,
36304,sequence,,
36311,sequence,,
36318,sequence,,
36325,sequence,,
36332,sequence,,
36339,sequence,,
36346,sequence,,
36353,sequence,,
36360,sequence,,
36367,sequence,,
36374,sequence,,
36381,sequence,,
36388,sequence,,
36395,sequence,,
36402,sequence,,
36409,sequence,,
36416,sequence,,
36423,sequence,,
36430,sequence,,
36437,sequence,,
36444,sequence,,
36451,sequence,,
36458,sequence,,
36465,sequence,,
36472,sequence,,
36479,sequence,,
36486,sequence,,
36493,sequence,,
36500,sequence,,
36507,sequence,,
36514,sequence,,
36521,sequence,,
36528,sequence,,
36535,sequence,,
36542,sequence,,
36549,sequence,,
36556,sequence,,
36563,sequence,,
36570,sequence,,
36577,sequence,,
36584,sequence,,
36591,sequence,,
36598,sequence,,
36605,sequence,,
36612,sequence,,
36619,sequence,,
36626,sequence,,
36633,sequence,,
36640,sequence,,
36647,sequence,,
36654,sequence,,
36661,sequence,,
36668,sequence,,
36675,sequence,,
36682,sequence,,
36689,sequence,,
36696,sequence,,
36703,sequence,,
36710,sequence,,
36717,sequence,,
36724,sequence,,
36731,sequence,,
36738,sequence,,
36745,sequence,,
36752,sequence,,
36759,sequence,,
36766,sequence,,
36773,sequence,,
36780,sequence,,
36787,sequence,,
36794,sequence,,
36801,sequence,,
36808,sequence,,
36815,sequence,,
36822,sequence,,
36829,sequence,,
36836,sequence,,
36843,sequence,,
36850,sequence,,
36857,sequence,,
36864,sequence,,
36871,sequence,,
36878,sequence,,
36885,sequence,,
36892,sequence,,
36899,sequence,,
36906,sequence,,
36913,sequence,,
36920,sequence,,
36927,sequence,,
36934,sequence,,
36941,sequence,,
36948,sequence,,
36955,sequence,,
36962,sequence,,
36969,sequence,,
36976,sequence,,
36983,sequence,,
36990,sequence,,
36997,sequence,,
37004,sequence,,
37011,sequence,,
37018,sequence,,
37025,sequence,,
37032,sequence,,
37039,sequence,,
37046,sequence,,
37053,sequence,,
37060,sequence,,
37067,sequence,,
37074,sequence,,
37081,sequence,,
37088,sequence,,
37095,sequence,,
37102,sequence,,
37109,sequence,,
37116,sequence,,
37123,sequence,,
37130,sequence,,
37137,sequence,,
37144,sequence,,
37151,sequence,,
37158,sequence,,
37165,sequence,,
37172,sequence,,
37179,sequence,,
37186,sequence,,
37193,sequence,,
37200,sequence,,
37207,sequence,,
37214,sequence,,
37221,sequence,,
37228,sequence,,
37235,sequence,,
37242,sequence,,
37249,sequence,,
37256,sequence,,
37263,sequence,,
37270,sequence,,
37277,sequence,,
37284,sequence,,
37291,sequence,,
37298,sequence,,
37305,sequence,,
37312,sequence,,
37319,sequence,,
37326,sequence,,
37333,sequence,,
37340,sequence,,
37347,sequence,,
37354,sequence,,
37361,sequence,,
37368,sequence,,
37375,sequence,,
37382,sequence,,
37389,sequence,,
37396,sequence,,
37403,sequence,,
37410,sequence,,
37417,sequence,,
37424,sequence,,
37431,sequence,,
37438,sequence,,
37445,sequence,,
37452,sequence,,
37459,sequence,,
37466,sequence,,
37473,sequence,,
37480,sequence,,
37487,sequence,,
37494,sequence,,
37501,sequence,,
37508,sequence,,
37515,sequence,,
37522,sequence,,
37529,sequence,,
37536,sequence,,
37543,sequence,,
37550,sequence,,
37557,sequence,,
37564,sequence,,
37571,sequence,,
37578,sequence,,
37585,sequence,,
37592,sequence,,
37599,sequence,,
37606,sequence,,
37613,sequence,,
37620,sequence,,
37627,sequence,,
37634,sequence,,
37641,sequence,,
37648,sequence,,
37655,sequence,,
37662,sequence,,
37669,sequence,,
37676,sequence,,
37683,sequence,,
37690,sequence,,
37697,sequence,,
37704,sequence,,
37711,sequence,,
37718,sequence,,
37725,sequence,,
37732,sequence,,
37739,sequence,,
37746,sequence,,
37753,sequence,,
37760,sequence,,
37767,sequence,,
37774,sequence,,
37781,sequence,,
37788,sequence,,
37795,sequence,,
37802,sequence,,
37809,sequence,,
37816,sequence,,
37823,sequence,,
37830,sequence,,
37837,sequence,,
37844,sequence,,
37851,sequence,,
37858,sequence,,
37865,sequence,,
37872,sequence,,
37879,sequence,,
37886,sequence,,
37893,sequence,,
37900,sequence,,
37907,sequence,,
37914,sequence,,
37921,sequence,,
37928,sequence,,
37935,sequence,,
37942,sequence,,
37949,sequence,,
37956,sequence,,
37963,sequence,,
37970,sequence,,
37977,sequence,,
37984,sequence,,
37991,sequence,,
37998,sequence,,
38005,sequence,,
38012,sequence,,
38019,sequence,,
38026,sequence,,
38033,sequence,,
38040,sequence,,
38047,sequence,,
38054,sequence,,
38061,sequence,,
38068,sequence,,
38075,sequence,,
38082,sequence,,
38089,sequence,,
38096,sequence,,
38103,sequence,,
38110,sequence,,
38117,sequence,,
38124,sequence,,
38131,sequence,,
38138,sequence,,
38145,sequence,,
38152,sequence,,
38159,sequence,,
38166,sequence,,
38173,sequence,,
38180,sequence,,
38187,sequence,,
38194,sequence,,
38201,sequence,,
38208,sequence,,
38215,sequence,,
38222,sequence,,
38229,sequence,,
38236,sequence,,
38243,sequence,,
38250,sequence,,
38257,sequence,,
38264,sequence,,
38271,sequence,,
38278,sequence,,
38285,sequence,,
38292,sequence,,
38299,sequence,,
38306,sequence,,
38313,sequence,,
38320,sequence,,
38327,sequence,,
38334,sequence,,
38341,sequence,,
38348,sequence,,
38355,sequence,,
38362,sequence,,
38369,sequence,,
38376,sequence,,
38383,sequence,,
38390,sequence,,
38397,sequence,,
38404,sequence,,
38411,sequence,,
38418,sequence,,
38425,sequence,,
38432,sequence,,
38439,sequence,,
38446,sequence,,
38453,sequence,,
38460,sequence,,
38467,sequence,,
38474,sequence,,
38481,sequence,,
38488,sequence,,
38495,sequence,,
38502,sequence,,
38509,sequence,,
38516,sequence,,
38523,sequence,,
38530,sequence,,
38537,sequence,,
38544,sequence,,
38551,sequence,,
38558,sequence,,
38565,sequence,,
38572,sequence,,
38579,sequence,,
38586,sequence,,
38593,sequence,,
38600,sequence,,
38607,sequence,,
38614,sequence,,
38621,sequence,,
38628,sequence,,
38635,sequence,,
38642,sequence,,
38649,sequence,,
38656,sequence,,
38663,sequence,,
38670,sequence,,
38677,sequence,,
38684,sequence,,
38691,sequence,,
38698,sequence,,
38705,sequence,,
38712,sequence,,
38719,sequence,,
38726,sequence,,
38733,sequence,,
38740,sequence,,
38747,sequence,,
38754,sequence,,
38761,sequence,,
38768,sequence,,
38775,sequence,,
38782,sequence,,
38789,sequence,,
38796,sequence,,
38803,sequence,,
38810,sequence,,
38817,sequence,,
38824,sequence,,
38831,sequence,,
38838,sequence,,
38845,sequence,,
38852,sequence,,
38859,sequence,,
38866,sequence,,
38873,sequence,,
38880,sequence,,
38887,sequence,,
38894,sequence,,
38901,sequence,,
38908,sequence,,
38915,sequence,,
38922,sequence,,
38929,sequence,,
38936,sequence,,
38943,sequence,,
38950,sequence,,
38957,sequence,,
38964,sequence,,
38971,sequence,,
38978,sequence,,
38985,sequence,,
38992,sequence,,
38999,sequence,,
39006,sequence,,
39013,sequence,,
39020,sequence,,
39027,sequence,,
39034,sequence,,
39041,sequence,,
39048,sequence,,
39055,sequence,,
39062,sequence,,
39069,sequence,,
39076,sequence,,
39083,sequence,,
39090,sequence,,
39097,sequence,,
39104,sequence,,
39111,sequence,,
39118,sequence,,
39125,sequence,,
39132,sequence,,
39139,sequence,,
39146,sequence,,
39153,sequence,,
39160,sequence,,
39167,sequence,,
39174,sequence,,
39181,sequence,,
39188,sequence,,
39195,sequence,,
39202,sequence,,
39209,sequence,,
39216,sequence,,
39223,sequence,,
39230,sequence,,
39237,sequence,,
39244,sequence,,
39251,sequence,,
39258,sequence,,
39265,sequence,,
39272,sequence,,
39279,sequence,,
39286,sequence,,
39293,sequence,,
39300,sequence,,
39307,sequence,,
39314,sequence,,
39321,sequence,,
39328,sequence,,
39335,sequence,,
39342,sequence,,
39349,sequence,,
39356,sequence,,
39363,sequence,,
39370,sequence,,
39377,sequence,,
39384,sequence,,
39391,sequence,,
39398,sequence,,
39405,sequence,,
39412,sequence,,
39419,sequence,,
39426,sequence,,
39433,sequence,,
39440,sequence,,
39447,sequence,,
39454,sequence,,
39461,sequence,,
39468,sequence,,
39475,sequence,,
39482,sequence,,
39489,sequence,,
39496,sequence,,
39503,sequence,,
39510,sequence,,
39517,sequence,,
39524,sequence,,
39531,sequence,,
39538,sequence,,
39545,sequence,,
39552,sequence,,
39559,sequence,,
39566,sequence,,
39573,sequence,,
39580,sequence,,
39587,sequence,,
39594,sequence,,
39601,sequence,,
39608,sequence,,
39615,sequence,,
39622,sequence,,
39629,sequence,,
39636,sequence,,
39643,sequence,,
39650,sequence,,
39657,sequence,,
39664,sequence,,
39671,sequence,,
39678,sequence,,
39685,sequence,,
39692,sequence,,
39699,sequence,,
39706,sequence,,
39713,sequence,,
39720,sequence,,
39727,sequence,,
39734,sequence,,
39741,sequence,,
39748,sequence,,
39755,sequence,,
39762,sequence,,
39769,sequence,,
39776,sequence,,
39783,sequence,,
39790,sequence,,
39797,sequence,,
39804,sequence,,
39811,sequence,,
39818,sequence,,
39825,sequence,,
39832,sequence,,
39839,sequence,,
39846,sequence,,
39853,sequence,,
39860,sequence,,
39867,sequence,,
39874,sequence,,
39881,sequence,,
39888,sequence,,
39895,sequence,,
39902,sequence,,
39909,sequence,,
39916,sequence,,
39923,sequence,,
39930,sequence,,
39937,sequence,,
39944,sequence,,
39951,sequence,,
39958,sequence,,
39965,sequence,,
39972,sequence,,
39979,sequence,,
39986,sequence,,
39993,sequence,,
40000,sequence,,
40007,sequence,,
40014,sequence,,
40021,sequence,,
40028,sequence,,
40035,sequence,,
40042,sequence,,
40049,sequence,,
40056,sequence,,
40063,sequence,,
40070,sequence,,
40077,sequence,,
40084,sequence,,
40091,sequence,,
40098,sequence,,
40105,sequence,,
40112,sequence,,
40119,sequence,,
40126,sequence,,
40133,sequence,,
40140,sequence,,
40147,sequence,,
40154,sequence,,
40161,sequence,,
40168,sequence,,
40175,sequence,,
40182,sequence,,
40189,sequence,,
40196,sequence,,
40203,sequence,,
40210,sequence,,
40217,sequence,,
40224,sequence,,
40231,sequence,,
40238,sequence,,
40245,sequence,,
40252,sequence,,
40259,sequence,,
40266,sequence,,
40273,sequence,,
40280,sequence,,
40287,sequence,,
40294,sequence,,
40301,sequence,,
40308,sequence,,
40315,sequence,,
40322,sequence,,
40329,sequence,,
40336,sequence,,
40343,sequence,,
40350,sequence,,
40357,sequence,,
40364,sequence,,
40371,sequence,,
40378,sequence,,
40385,sequence,,
40392,sequence,,
40399,sequence,,
40406,sequence,,
40413,sequence,,
40420,sequence,,
40427,sequence,,
40434,sequence,,
40441,sequence,,
40448,sequence,,
40455,sequence,,
40462,sequence,,
40469,sequence,,
40476,sequence,,
40483,sequence,,
40490,sequence,,
40497,sequence,,
40504,sequence,,
40511,sequence,,
40518,sequence,,
40525,sequence,,
40532,sequence,,
40539,sequence,,
40546,sequence,,
40553,sequence,,
40560,sequence,,
40567,sequence,,
40574,sequence,,
40581,sequence,,
40588,sequence,,
40595,sequence,,
40602,sequence,,
40609,sequence,,
40616,sequence,,
40623,sequence,,
40630,sequence,,
40637,sequence,,
40644,sequence,,
40651,sequence,,
40658,sequence,,
40665,sequence,,
40672,sequence,,
40679,sequence,,
40686,sequence,,
40693,sequence,,
40700,sequence,,
40707,sequence,,
40714,sequence,,
40721,sequence,,
40728,sequence,,
40735,sequence,,
40742,sequence,,
40749,sequence,,
40756,sequence,,
40763,sequence,,
40770,sequence,,
40777,sequence,,
40784,sequence,,
40791,sequence,,
40798,sequence,,
40805,sequence,,
40812,sequence,,
40819,sequence,,
40826,sequence,,
40833,sequence,,
40840,sequence,,
40847,sequence,,
40854,sequence,,
40861,sequence,,
40868,sequence,,
40875,sequence,,
40882,sequence,,
40889,sequence,,
40896,sequence,,
40903,sequence,,
40910,sequence,,
40917,sequence,,
40924,sequence,,
40931,sequence,,
40938,sequence,,
40945,sequence,,
40952,sequence,,
40959,sequence,,
40966,sequence,,
40973,sequence,,
40980,sequence,,
40987,sequence,,
40994,sequence,,
41001,sequence,,
41008,sequence,,
41015,sequence,,
41022,sequence,,
41029,sequence,,
41036,sequence,,
41043,sequence,,
41050,sequence,,
41057,sequence,,
41064,sequence,,
41071,sequence,,
41078,sequence,,
41085,sequence,,
41092,sequence,,
41099,sequence,,
41106,sequence,,
41113,sequence,,
41120,sequence,,
41127,sequence,,
41134,sequence,,
41141,sequence,,
41148,sequence,,
41155,sequence,,
41162,sequence,,
41169,sequence,,
41176,sequence,,
41183,sequence,,
41190,sequence,,
41197,sequence,,
41204,sequence,,
41211,sequence,,
41218,sequence,,
41225,sequence,,
41232,sequence,,
41239,sequence,,
41246,sequence,,
41253,sequence,,
41260,sequence,,
41267,sequence,,
41274,sequence,,
41281,sequence,,
41288,sequence,,
41295,sequence,,
41302,sequence,,
41309,sequence,,
41316,sequence,,
41323,sequence,,
41330,sequence,,
41337,sequence,,
41344,sequence,,
41351,sequence,,
41358,sequence,,
41365,sequence,,
41372,sequence,,
41379,sequence,,
41386,sequence,,
41393,sequence,,
41400,sequence,,
41407,sequence,,
41414,sequence,,
41421,sequence,,
41428,sequence,,
41435,sequence,,
41442,sequence,,
41449,sequence,,
41456,sequence,,
41463,sequence,,
41470,sequence,,
41477,sequence,,
41484,sequence,,
41491,sequence,,
41498,sequence,,
41505,sequence,,
41512,sequence,,
41519,sequence,,
41526,sequence,,
41533,sequence,,
41540,sequence,,
41547,sequence,,
41554,sequence,,
41561,sequence,,
41568,sequence,,
41575,sequence,,
41582,sequence,,
41589,sequence,,
41596,sequence,,
41603,sequence,,
41610,sequence,,
41617,sequence,,
41624,sequence,,
41631,sequence,,
41638,sequence,,
41645,sequence,,
41652,sequence,,
41659,sequence,,
41666,sequence,,
41673,sequence,,
41680,sequence,,
41687,sequence,,
41694,sequence,,
41701,sequence,,
41708,sequence,,
41715,sequence,,
41722,sequence,,
41729,sequence,,
41736,sequence,,
41743,sequence,,
41750,sequence,,
41757,sequence,,
41764,sequence,,
41771,sequence,,
41778,sequence,,
41785,sequence,,
41792,sequence,,
41799,sequence,,
41806,sequence,,
41813,sequence,,
41820,sequence,,
41827,sequence,,
41834,sequence,,
41841,sequence,,
41848,sequence,,
41855,sequence,,
41862,sequence,,
41869,sequence,,
41876,sequence,,
41883,sequence,,
41890,sequence,,
41897,sequence,,
41904,sequence,,
41911,sequence,,
41918,sequence,,
41925,sequence,,
41932,sequence,,
41939,sequence,,
41946,sequence,,
41953,sequence,,
41960,sequence,,
41967,sequence,,
41974,sequence,,
41981,sequence,,
41988,sequence,,
41995,sequence,,
42002,sequence,,
42009,sequence,,
42016,sequence,,
42023,sequence,,
42030,sequence,,
42037,sequence,,
42044,sequence,,
42051,sequence,,
42058,sequence,,
42065,sequence,,
42072,sequence,,
42079,sequence,,
42086,sequence,,
42093,sequence,,
42100,sequence,,
42107,sequence,,
42114,sequence,,
42121,sequence,,
42128,sequence,,
42135,sequence,,
42142,sequence,,
42149,sequence,,
42156,sequence,,
42163,sequence,,
42170,sequence,,
42177,sequence,,
42184,sequence,,
42191,sequence,,
42198,sequence,,
42205,sequence,,
42212,sequence,,
42219,sequence,,
42226,sequence,,
42233,sequence,,
42240,sequence,,
42247,sequence,,
42254,sequence,,
42261,sequence,,
42268,sequence,,
42275,sequence,,
42282,sequence,,
42289,sequence,,
42296,sequence,,
42303,sequence,,
42310,sequence,,
42317,sequence,,
42324,sequence,,
42331,sequence,,
42338,sequence,,
42345,sequence,,
42352,sequence,,
42359,sequence,,
42366,sequence,,
42373,sequence,,
42380,sequence,,
42387,sequence,,
42394,sequence,,
42401,sequence,,
42408,sequence,,
42415,sequence,,
42422,sequence,,
42429,sequence,,
42436,sequence,,
42443,sequence,,
42450,sequence,,
42457,sequence,,
42464,sequence,,
42471,sequence,,
42478,sequence,,
42485,sequence,,
42492,sequence,,
42499,sequence,,
42506,sequence,,
42513,sequence,,
42520,sequence,,
42527,sequence,,
42534,sequence,,
42541,sequence,,
42548,sequence,,
42555,sequence,,
42562,sequence,,
42569,sequence,,
42576,sequence,,
42583,sequence,,
42590,sequence,,
42597,sequence,,
42604,sequence,,
42611,sequence,,
42618,sequence,,
42625,sequence,,
42632,sequence,,
42639,sequence,,
42646,sequence,,
42653,sequence,,
42660,sequence,,
42667,sequence,,
42674,sequence,,
42681,sequence,,
42688,sequence,,
42695,sequence,,
42702,sequence,,
42709,sequence,,
42716,sequence,,
42723,sequence,,
42730,sequence,,
42737,sequence,,
42744,sequence,,
42751,sequence,,
42758,sequence,,
42765,sequence,,
42772,sequence,,
42779,sequence,,
42786,sequence,,
42793,sequence,,
42800,sequence,,
42807,sequence,,
42814,sequence,,
42821,sequence,,
42828,sequence,,
42835,sequence,,
42842,sequence,,
42849,sequence,,
42856,sequence,,
42863,sequence,,
42870,sequence,,
42877,sequence,,
42884,sequence,,
42891,sequence,,
42898,sequence,,
42905,sequence,,
42912,sequence,,
42919,sequence,,
42926,sequence,,
42933,sequence,,
42940,sequence,,
42947,sequence,,
42954,sequence,,
42961,sequence,,
42968,sequence,,
42975,sequence,,
42982,sequence,,
42989,sequence,,
42996,sequence,,
43003,sequence,,
43010,sequence,,
43017,sequence,,
43024,sequence,,
43031,sequence,,
43038,sequence,,
43045,sequence,,
43052,sequence,,
43059,sequence,,
43066,sequence,,
43073,sequence,,
43080,sequence,,
43087,sequence,,
43094,sequence,,
43101,sequence,,
43108,sequence,,
43115,sequence,,
43122,sequence,,
43129,sequence,,
43136,sequence,,
43143,sequence,,
43150,sequence,,
43157,sequence,,
43164,sequence,,
43171,sequence,,
43178,sequence,,
43185,sequence,,
43192,sequence,,
43199,sequence,,
43206,sequence,,
43213,sequence,,
43220,sequence,,
43227,sequence,,
43234,sequence,,
43241,sequence,,
43248,sequence,,
43255,sequence,,
43262,sequence,,
43269,sequence,,
43276,sequence,,
43283,sequence,,
43290,sequence,,
43297,sequence,,
43304,sequence,,
43311,sequence,,
43318,sequence,,
43325,sequence,,
43332,sequence,,
43339,sequence,,
43346,sequence,,
43353,sequence,,
43360,sequence,,
43367,sequence,,
43374,sequence,,
43381,sequence,,
43388,sequence,,
43395,sequence,,
43402,sequence,,
43409,sequence,,
43416,sequence,,
43423,sequence,,
43430,sequence,,
43437,sequence,,
43444,sequence,,
43451,sequence,,
43458,sequence,,
43465,sequence,,
43472,sequence,,
43479,sequence,,
43486,sequence,,
43493,sequence,,
43500,sequence,,
43507,sequence,,
43514,sequence,,
43521,sequence,,
43528,sequence,,
43535,sequence,,
43542,sequence,,
43549,sequence,,
43556,sequence,,
43563,sequence,,
43570,sequence,,
43577,sequence,,
43584,sequence,,
43591,sequence,,
43598,sequence,,
43605,sequence,,
43612,sequence,,
43619,sequence,,
43626,sequence,,
43633,sequence,,
43640,sequence,,
43647,sequence,,
43654,sequence,,
43661,sequence,,
43668,sequence,,
43675,sequence,,
43682,sequence,,
43689,sequence,,
43696,sequence,,
43703,sequence,,
43710,sequence,,
43717,sequence,,
43724,sequence,,
43731,sequence,,
43738,sequence,,
43745,sequence,,
43752,sequence,,
43759,sequence,,
43766,sequence,,
43773,sequence,,
43780,sequence,,
43787,sequence,,
43794,sequence,,
43801,sequence,,
43808,sequence,,
43815,sequence,,
43822,sequence,,
43829,sequence,,
43836,sequence,,
43843,sequence,,
43850,sequence,,
43857,sequence,,
43864,sequence,,
43871,sequence,,
43878,sequence,,
43885,sequence,,
43892,sequence,,
43899,sequence,,
43906,sequence,,
43913,sequence,,
43920,sequence,,
43927,sequence,,
43934,sequence,,
43941,sequence,,
43948,sequence,,
43955,sequence,,
43962,sequence,,
43969,sequence,,
43976,sequence,,
43983,sequence,,
43990,sequence,,
43997,sequence,,
44004,sequence,,
44011,sequence,,
44018,sequence,,
44025,sequence,,
44032,sequence,,
44039,sequence,,
44046,sequence,,
44053,sequence,,
44060,sequence,,
44067,sequence,,
44074,sequence,,
44081,sequence,,
44088,sequence,,
44095,sequence,,
44102,sequence,,
44109,sequence,,
44116,sequence,,
44123,sequence,,
44130,sequence,,
44137,sequence,,
44144,sequence,,
44151,sequence,,
44158,sequence,,
44165,sequence,,
44172,sequence,,
44179,sequence,,
44186,sequence,,
44193,sequence,,
44200,sequence,,
44207,sequence,,
44214,sequence,,
44221,sequence,,
44228,sequence,,
44235,sequence,,
44242,sequence,,
44249,sequence,,
44256,sequence,,
44263,sequence,,
44270,sequence,,
44277,sequence,,
44284,sequence,,
44291,sequence,,
44298,sequence,,
44305,sequence,,
44312,sequence,,
44319,sequence,,
44326,sequence,,
44333,sequence,,
44340,sequence,,
44347,sequence,,
44354,sequence,,
44361,sequence,,
44368,sequence,,
44375,sequence,,
44382,sequence,,
44389,sequence,,
44396,sequence,,
44403,sequence,,
44410,sequence,,
44417,sequence,,
44424,sequence,,
44431,sequence,,
44438,sequence,,
44445,sequence,,
44452,sequence,,
44459,sequence,,
44466,sequence,,
44473,sequence,,
44480,sequence,,
44487,sequence,,
44494,sequence,,
44501,sequence,,
44508,sequence,,
44515,sequence,,
44522,sequence,,
44529,sequence,,
44536,sequence,,
44543,sequence,,
44550,sequence,,
44557,sequence,,
44564,sequence,,
44571,sequence,,
44578,sequence,,
44585,sequence,,
44592,sequence,,
44599,sequence,,
44606,sequence,,
44613,sequence,,
44620,sequence,,
44627,sequence,,
44634,sequence,,
44641,sequence,,
44648,sequence,,
44655,sequence,,
44662,sequence,,
44669,sequence,,
44676,sequence,,
44683,sequence,,
44690,sequence,,
44697,sequence,,
44704,sequence,,
44711,sequence,,
44718,sequence,,
44725,sequence,,
44732,sequence,,
44739,sequence,,
44746,sequence,,
44753,sequence,,
44760,sequence,,
44767,sequence,,
44774,sequence,,
44781,sequence,,
44788,sequence,,
44795,sequence,,
44802,sequence,,
44809,sequence,,
44816,sequence,,
44823,sequence,,
44830,sequence,,
44837,sequence,,
44844,sequence,,
44851,sequence,,
44858,sequence,,
44865,sequence,,
44872,sequence,,
44879,sequence,,
44886,sequence,,
44893,sequence,,
44900,sequence,,
44907,sequence,,
44914,sequence,,
44921,sequence,,
44928,sequence,,
44935,sequence,,
44942,sequence,,
44949,sequence,,
44956,sequence,,
44963,sequence,,
44970,sequence,,
44977,sequence,,
44984,sequence,,
44991,sequence,,
44998,sequence,,
45005,sequence,,
45012,sequence,,
45019,sequence,,
45026,sequence,,
45033,sequence,,
45040,sequence,,
45047,sequence,,
45054,sequence,,
45061,sequence,,
45068,sequence,,
45075,sequence,,
45082,sequence,,
45089,sequence,,
45096,sequence,,
45103,sequence,,
45110,sequence,,
45117,sequence,,
45124,sequence,,
45131,sequence,,
45138,sequence,,
45145,sequence,,
45152,sequence,,
45159,sequence,,
45166,sequence,,
45173,sequence,,
45180,sequence,,
45187,sequence,,
45194,sequence,,
45201,sequence,,
45208,sequence,,
45215,sequence,,
45222,sequence,,
45229,sequence,,
45236,sequence,,
45243,sequence,,
45250,sequence,,
45257,sequence,,
45264,sequence,,
45271,sequence,,
45278,sequence,,
45285,sequence,,
45292,sequence,,
45299,sequence,,
45306,sequence,,
45313,sequence,,
45320,sequence,,
45327,sequence,,
45334,sequence,,
45341,sequence,,
45348,sequence,,
45355,sequence,,
45362,sequence,,
45369,sequence,,
45376,sequence,,
45383,sequence,,
45390,sequence,,
45397,sequence,,
45404,sequence,,
45411,sequence,,
45418,sequence,,
45425,sequence,,
45432,sequence,,
45439,sequence,,
45446,sequence,,
45453,sequence,,
45460,sequence,,
45467,sequence,,
45474,sequence,,
45481,sequence,,
45488,sequence,,
45495,sequence,,
45502,sequence,,
45509,sequence,,
45516,sequence,,
45523,sequence,,
45530,sequence,,
45537,sequence,,
45544,sequence,,
45551,sequence,,
45558,sequence,,
45565,sequence,,
45572,sequence,,
45579,sequence,,
45586,sequence,,
45593,sequence,,
45600,sequence,,
45607,sequence,,
45614,sequence,,
45621,sequence,,
45628,sequence,,
45635,sequence,,
45642,sequence,,
45649,sequence,,
45656,sequence,,
45663,sequence,,
45670,sequence,,
45677,sequence,,
45684,sequence,,
45691,sequence,,
45698,sequence,,
45705,sequence,,
45712,sequence,,
45719,sequence,,
45726,sequence,,
45733,sequence,,
45740,sequence,,
45747,sequence,,
45754,sequence,,
45761,sequence,,
45768,sequence,,
45775,sequence,,
45782,sequence,,
45789,sequence,,
45796,sequence,,
45803,sequence,,
45810,sequence,,
45817,sequence,,
45824,sequence,,
45831,sequence,,
45838,sequence,,
45845,sequence,,
45852,sequence,,
45859,sequence,,
45866,sequence,,
45873,sequence,,
45880,sequence,,
45887,sequence,,
45894,sequence,,
45901,sequence,,
45908,sequence,,
45915,sequence,,
45922,sequence,,
45929,sequence,,
45936,sequence,,
45943,sequence,,
45950,sequence,,
45957,sequence,,
45964,sequence,,
45971,sequence,,
45978,sequence,,
45985,sequence,,
45992,sequence,,
45999,sequence,,
46006,sequence,,
46013,sequence,,
46020,sequence,,
46027,sequence,,
46034,sequence,,
46041,sequence,,
46048,sequence,,
46055,sequence,,
46062,sequence,,
46069,sequence,,
46076,sequence,,
46083,sequence,,
46090,sequence,,
46097,sequence,,
46104,sequence,,
46111,sequence,,
46118,sequence,,
46125,sequence,,
46132,sequence,,
46139,sequence,,
46146,sequence,,
46153,sequence,,
46160,sequence,,
46167,sequence,,
46174,sequence,,
46181,sequence,,
46188,sequence,,
46195,sequence,,
46202,sequence,,
46209,sequence,,
46216,sequence,,
46223,sequence,,
46230,sequence,,
46237,sequence,,
46244,sequence,,
46251,sequence,,
46258,sequence,,
46265,sequence,,
46272,sequence,,
46279,sequence,,
46286,sequence,,
46293,sequence,,
46300,sequence,,
46307,sequence,,
46314,sequence,,
46321,sequence,,
46328,sequence,,
46335,sequence,,
46342,sequence,,
46349,sequence,,
46356,sequence,,
46363,sequence,,
46370,sequence,,
46377,sequence,,
46384,sequence,,
46391,sequence,,
46398,sequence,,
46405,sequence,,
46412,sequence,,
46419,sequence,,
46426,sequence,,
46433,sequence,,
46440,sequence,,
46447,sequence,,
46454,sequence,,
46461,sequence,,
46468,sequence,,
46475,sequence,,
46482,sequence,,
46489,sequence,,
46496,sequence,,
46503,sequence,,
46510,sequence,,
46517,sequence,,
46524,sequence,,
46531,sequence,,
46538,sequence,,
46545,sequence,,
46552,sequence,,
46559,sequence,,
46566,sequence,,
46573,sequence,,
46580,sequence,,
46587,sequence,,
46594,sequence,,
46601,sequence,,
46608,sequence,,
46615,sequence,,
46622,sequence,,
46629,sequence,,
46636,sequence,,
46643,sequence,,
46650,sequence,,
46657,sequence,,
46664,sequence,,
46671,sequence,,
46678,sequence,,
46685,sequence,,
46692,sequence,,
46699,sequence,,
46706,sequence,,
46713,sequence,,
46720,sequence,,
46727,sequence,,
46734,sequence,,
46741,sequence,,
46748,sequence,,
46755,sequence,,
46762,sequence,,
46769,sequence,,
46776,sequence,,
46783,sequence,,
46790,sequence,,
46797,sequence,,
46804,sequence,,
46811,sequence,,
46818,sequence,,
46825,sequence,,
46832,sequence,,
46839,sequence,,
46846,sequence,,
46853,sequence,,
46860,sequence,,
46867,sequence,,
46874,sequence,,
46881,sequence,,
46888,sequence,,
46895,sequence,,
46902,sequence,,
46909,sequence,,
46916,sequence,,
46923,sequence,,
46930,sequence,,
46937,sequence,,
46944,sequence,,
46951,sequence,,
46958,sequence,,
46965,sequence,,
46972,sequence,,
46979,sequence,,
46986,sequence,,
46993,sequence,,
47000,sequence,,
47007,sequence,,
47014,sequence,,
